Store ID,N Hours,N Hours Agg,N Hours Train,N Hours Test,RAW MAE,ROUND MAE,FLOOR MAE,CEIL MAE
10.0,4237.0,8749.0,8029.0,720.0,0.28940954167267585,0.2611111111111111,0.3597222222222222,0.3111111111111111
