ROUND =,ROUND +1,ROUND -1,ROUND > 1,ROUND < 1,FLOOR =,FLOOR +1,FLOOR -1,FLOOR > 1,FLOOR < 1,CEIL =,CEIL +1,CEIL -1,CEIL > 1,CEIL < 1
78.89,10.69,6.53,1.53,2.36,71.81,19.86,1.53,0.97,5.83,73.33,5.14,18.33,2.5,0.69
