	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	43.318	37.926	35.077	7 days
1	0.001	0.01	0.1	43.318	37.926	35.077	7 days
2	0.001	0.01	1.0	43.318	37.926	35.077	7 days
3	0.001	0.01	10.0	43.318	37.926	35.077	7 days
4	0.001	0.1	0.01	37.746	26.284	29.52	7 days
5	0.001	0.1	0.1	37.746	26.284	29.52	7 days
6	0.001	0.1	1.0	37.746	26.284	29.52	7 days
7	0.001	0.1	10.0	37.746	26.284	29.52	7 days
8	0.001	1.0	0.01	37.574	25.935	29.6	7 days
9	0.001	1.0	0.1	37.574	25.935	29.6	7 days
10	0.001	1.0	1.0	37.574	25.935	29.6	7 days
11	0.001	1.0	10.0	37.574	25.935	29.6	7 days
12	0.001	10.0	0.01	37.554	25.824	29.345	7 days
13	0.001	10.0	0.1	37.554	25.824	29.345	7 days
14	0.001	10.0	1.0	37.554	25.824	29.345	7 days
15	0.001	10.0	10.0	37.554	25.824	29.345	7 days
16	0.01	0.01	0.01	42.859	37.465	34.639	7 days
17	0.01	0.01	0.1	42.859	37.465	34.639	7 days
18	0.01	0.01	1.0	42.859	37.465	34.639	7 days
19	0.01	0.01	10.0	42.859	37.465	34.639	7 days
20	0.01	0.1	0.01	37.85	26.751	29.544	7 days
21	0.01	0.1	0.1	37.85	26.751	29.544	7 days
22	0.01	0.1	1.0	37.85	26.751	29.544	7 days
23	0.01	0.1	10.0	37.85	26.751	29.544	7 days
24	0.01	1.0	0.01	37.962	26.259	29.58	7 days
25	0.01	1.0	0.1	37.962	26.259	29.58	7 days
26	0.01	1.0	1.0	37.962	26.259	29.58	7 days
27	0.01	1.0	10.0	37.962	26.259	29.58	7 days
28	0.01	10.0	0.01	37.9	26.511	29.571	7 days
29	0.01	10.0	0.1	37.9	26.511	29.571	7 days
30	0.01	10.0	1.0	37.9	26.511	29.571	7 days
31	0.01	10.0	10.0	37.9	26.511	29.571	7 days
32	0.1	0.01	0.01	43.453	37.931	35.292	7 days
33	0.1	0.01	0.1	43.453	37.931	35.292	7 days
34	0.1	0.01	1.0	43.453	37.931	35.292	7 days
35	0.1	0.01	10.0	43.453	37.931	35.292	7 days
36	0.1	0.1	0.01	37.785	26.297	29.557	7 days
37	0.1	0.1	0.1	37.785	26.297	29.557	7 days
38	0.1	0.1	1.0	37.785	26.297	29.557	7 days
39	0.1	0.1	10.0	37.785	26.297	29.557	7 days
40	0.1	1.0	0.01	37.567	25.8	29.335	7 days
41	0.1	1.0	0.1	37.567	25.8	29.335	7 days
42	0.1	1.0	1.0	37.567	25.8	29.335	7 days
43	0.1	1.0	10.0	37.567	25.8	29.335	7 days
44	0.1	10.0	0.01	37.566	25.865	29.587	7 days
45	0.1	10.0	0.1	37.566	25.865	29.587	7 days
46	0.1	10.0	1.0	37.566	25.865	29.587	7 days
47	0.1	10.0	10.0	37.566	25.865	29.587	7 days
48	0.5	0.01	0.01	43.418	37.863	35.281	7 days
49	0.5	0.01	0.1	43.418	37.863	35.281	7 days
50	0.5	0.01	1.0	43.418	37.863	35.281	7 days
51	0.5	0.01	10.0	43.418	37.863	35.281	7 days
52	0.5	0.1	0.01	37.748	26.28	29.521	7 days
53	0.5	0.1	0.1	37.748	26.28	29.521	7 days
54	0.5	0.1	1.0	37.748	26.28	29.521	7 days
55	0.5	0.1	10.0	37.748	26.28	29.521	7 days
56	0.5	1.0	0.01	37.563	25.921	29.581	7 days
57	0.5	1.0	0.1	37.563	25.921	29.581	7 days
58	0.5	1.0	1.0	37.563	25.921	29.581	7 days
59	0.5	1.0	10.0	37.563	25.921	29.581	7 days
60	0.5	10.0	0.01	37.58	25.946	29.635	7 days
61	0.5	10.0	0.1	37.58	25.946	29.635	7 days
62	0.5	10.0	1.0	37.58	25.946	29.635	7 days
63	0.5	10.0	10.0	37.58	25.946	29.635	7 days
