	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	68.696	36.759	55.494	7 days
1	0.001	0.01	0.1	68.696	36.759	55.494	7 days
2	0.001	0.01	1.0	68.696	36.759	55.494	7 days
3	0.001	0.01	10.0	68.696	36.759	55.494	7 days
4	0.001	0.1	0.01	68.551	35.16	55.649	7 days
5	0.001	0.1	0.1	68.551	35.16	55.649	7 days
6	0.001	0.1	1.0	68.551	35.16	55.649	7 days
7	0.001	0.1	10.0	68.551	35.16	55.649	7 days
8	0.001	1.0	0.01	68.703	35.956	55.876	7 days
9	0.001	1.0	0.1	68.703	35.956	55.876	7 days
10	0.001	1.0	1.0	68.703	35.956	55.876	7 days
11	0.001	1.0	10.0	68.703	35.956	55.876	7 days
12	0.001	10.0	0.01	68.751	35.842	55.89	7 days
13	0.001	10.0	0.1	68.751	35.842	55.89	7 days
14	0.001	10.0	1.0	68.751	35.842	55.89	7 days
15	0.001	10.0	10.0	68.751	35.842	55.89	7 days
16	0.01	0.01	0.01	69.33	35.286	55.019	7 days
17	0.01	0.01	0.1	69.33	35.286	55.019	7 days
18	0.01	0.01	1.0	69.33	35.286	55.019	7 days
19	0.01	0.01	10.0	69.33	35.286	55.019	7 days
20	0.01	0.1	0.01	69.152	35.172	55.828	7 days
21	0.01	0.1	0.1	69.152	35.172	55.828	7 days
22	0.01	0.1	1.0	69.152	35.172	55.828	7 days
23	0.01	0.1	10.0	69.152	35.172	55.828	7 days
24	0.01	1.0	0.01	69.153	35.367	55.876	7 days
25	0.01	1.0	0.1	69.153	35.367	55.876	7 days
26	0.01	1.0	1.0	69.153	35.367	55.876	7 days
27	0.01	1.0	10.0	69.153	35.367	55.876	7 days
28	0.01	10.0	0.01	69.182	35.181	55.852	7 days
29	0.01	10.0	0.1	69.182	35.181	55.852	7 days
30	0.01	10.0	1.0	69.182	35.181	55.852	7 days
31	0.01	10.0	10.0	69.182	35.181	55.852	7 days
32	0.1	0.01	0.01	69.898	38.075	56.164	7 days
33	0.1	0.01	0.1	69.898	38.075	56.164	7 days
34	0.1	0.01	1.0	69.898	38.075	56.164	7 days
35	0.1	0.01	10.0	69.898	38.075	56.164	7 days
36	0.1	0.1	0.01	69.853	37.704	56.672	7 days
37	0.1	0.1	0.1	69.853	37.704	56.672	7 days
38	0.1	0.1	1.0	69.853	37.704	56.672	7 days
39	0.1	0.1	10.0	69.853	37.704	56.672	7 days
40	0.1	1.0	0.01	69.997	37.433	56.579	7 days
41	0.1	1.0	0.1	69.997	37.433	56.579	7 days
42	0.1	1.0	1.0	69.997	37.433	56.579	7 days
43	0.1	1.0	10.0	69.997	37.433	56.579	7 days
44	0.1	10.0	0.01	69.936	37.406	56.544	7 days
45	0.1	10.0	0.1	69.936	37.406	56.544	7 days
46	0.1	10.0	1.0	69.936	37.406	56.544	7 days
47	0.1	10.0	10.0	69.936	37.406	56.544	7 days
48	0.5	0.01	0.01	70.12	38.523	56.404	7 days
49	0.5	0.01	0.1	70.12	38.523	56.404	7 days
50	0.5	0.01	1.0	70.12	38.523	56.404	7 days
51	0.5	0.01	10.0	70.12	38.523	56.404	7 days
52	0.5	0.1	0.01	70.057	38.077	56.843	7 days
53	0.5	0.1	0.1	70.057	38.077	56.843	7 days
54	0.5	0.1	1.0	70.057	38.077	56.843	7 days
55	0.5	0.1	10.0	70.057	38.077	56.843	7 days
56	0.5	1.0	0.01	70.214	37.859	56.782	7 days
57	0.5	1.0	0.1	70.214	37.859	56.782	7 days
58	0.5	1.0	1.0	70.214	37.859	56.782	7 days
59	0.5	1.0	10.0	70.214	37.859	56.782	7 days
60	0.5	10.0	0.01	70.131	37.966	56.791	7 days
61	0.5	10.0	0.1	70.131	37.966	56.791	7 days
62	0.5	10.0	1.0	70.131	37.966	56.791	7 days
63	0.5	10.0	10.0	70.131	37.966	56.791	7 days
