	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	54.358	20.516	43.703	7 days
1	0.001	0.01	0.1	54.358	20.516	43.703	7 days
2	0.001	0.01	1.0	54.358	20.516	43.703	7 days
3	0.001	0.01	10.0	54.358	20.516	43.703	7 days
4	0.001	0.1	0.01	56.114	20.084	43.947	7 days
5	0.001	0.1	0.1	56.114	20.084	43.947	7 days
6	0.001	0.1	1.0	56.114	20.084	43.947	7 days
7	0.001	0.1	10.0	56.114	20.084	43.947	7 days
8	0.001	1.0	0.01	56.851	20.486	44.611	7 days
9	0.001	1.0	0.1	56.851	20.486	44.611	7 days
10	0.001	1.0	1.0	56.851	20.486	44.611	7 days
11	0.001	1.0	10.0	56.851	20.486	44.611	7 days
12	0.001	10.0	0.01	56.874	20.451	44.535	7 days
13	0.001	10.0	0.1	56.874	20.451	44.535	7 days
14	0.001	10.0	1.0	56.874	20.451	44.535	7 days
15	0.001	10.0	10.0	56.874	20.451	44.535	7 days
16	0.01	0.01	0.01	51.995	19.033	41.59	7 days
17	0.01	0.01	0.1	51.995	19.033	41.59	7 days
18	0.01	0.01	1.0	51.995	19.033	41.59	7 days
19	0.01	0.01	10.0	51.995	19.033	41.59	7 days
20	0.01	0.1	0.01	54.627	19.333	42.594	7 days
21	0.01	0.1	0.1	54.627	19.333	42.594	7 days
22	0.01	0.1	1.0	54.627	19.333	42.594	7 days
23	0.01	0.1	10.0	54.627	19.333	42.594	7 days
24	0.01	1.0	0.01	54.624	19.31	42.552	7 days
25	0.01	1.0	0.1	54.624	19.31	42.552	7 days
26	0.01	1.0	1.0	54.624	19.31	42.552	7 days
27	0.01	1.0	10.0	54.624	19.31	42.552	7 days
28	0.01	10.0	0.01	54.778	19.383	42.7	7 days
29	0.01	10.0	0.1	54.778	19.383	42.7	7 days
30	0.01	10.0	1.0	54.778	19.383	42.7	7 days
31	0.01	10.0	10.0	54.778	19.383	42.7	7 days
32	0.1	0.01	0.01	51.488	18.534	40.957	7 days
33	0.1	0.01	0.1	51.488	18.534	40.957	7 days
34	0.1	0.01	1.0	51.488	18.534	40.957	7 days
35	0.1	0.01	10.0	51.488	18.534	40.957	7 days
36	0.1	0.1	0.01	54.317	19.238	42.44	7 days
37	0.1	0.1	0.1	54.317	19.238	42.44	7 days
38	0.1	0.1	1.0	54.317	19.238	42.44	7 days
39	0.1	0.1	10.0	54.317	19.238	42.44	7 days
40	0.1	1.0	0.01	54.489	19.371	42.611	7 days
41	0.1	1.0	0.1	54.489	19.371	42.611	7 days
42	0.1	1.0	1.0	54.489	19.371	42.611	7 days
43	0.1	1.0	10.0	54.489	19.371	42.611	7 days
44	0.1	10.0	0.01	54.048	19.045	42.152	7 days
45	0.1	10.0	0.1	54.048	19.045	42.152	7 days
46	0.1	10.0	1.0	54.048	19.045	42.152	7 days
47	0.1	10.0	10.0	54.048	19.045	42.152	7 days
48	0.5	0.01	0.01	51.731	18.793	41.283	7 days
49	0.5	0.01	0.1	51.731	18.793	41.283	7 days
50	0.5	0.01	1.0	51.731	18.793	41.283	7 days
51	0.5	0.01	10.0	51.731	18.793	41.283	7 days
52	0.5	0.1	0.01	54.569	19.367	42.659	7 days
53	0.5	0.1	0.1	54.569	19.367	42.659	7 days
54	0.5	0.1	1.0	54.569	19.367	42.659	7 days
55	0.5	0.1	10.0	54.569	19.367	42.659	7 days
56	0.5	1.0	0.01	54.43	19.275	42.484	7 days
57	0.5	1.0	0.1	54.43	19.275	42.484	7 days
58	0.5	1.0	1.0	54.43	19.275	42.484	7 days
59	0.5	1.0	10.0	54.43	19.275	42.484	7 days
60	0.5	10.0	0.01	54.246	19.134	42.3	7 days
61	0.5	10.0	0.1	54.246	19.134	42.3	7 days
62	0.5	10.0	1.0	54.246	19.134	42.3	7 days
63	0.5	10.0	10.0	54.246	19.134	42.3	7 days
