	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	38.438	68.515	32.34	7 days
1	0.001	0.01	0.1	38.438	68.515	32.34	7 days
2	0.001	0.01	1.0	38.438	68.515	32.34	7 days
3	0.001	0.01	10.0	38.438	68.515	32.34	7 days
4	0.001	0.1	0.01	38.433	60.519	31.786	7 days
5	0.001	0.1	0.1	38.433	60.519	31.786	7 days
6	0.001	0.1	1.0	38.433	60.519	31.786	7 days
7	0.001	0.1	10.0	38.433	60.519	31.786	7 days
8	0.001	1.0	0.01	37.103	53.77	30.607	7 days
9	0.001	1.0	0.1	37.103	53.77	30.607	7 days
10	0.001	1.0	1.0	37.103	53.77	30.607	7 days
11	0.001	1.0	10.0	37.103	53.77	30.607	7 days
12	0.001	10.0	0.01	38.347	62.108	31.533	7 days
13	0.001	10.0	0.1	38.347	62.108	31.533	7 days
14	0.001	10.0	1.0	38.347	62.108	31.533	7 days
15	0.001	10.0	10.0	38.347	62.108	31.533	7 days
16	0.01	0.01	0.01	38.237	67.285	31.956	7 days
17	0.01	0.01	0.1	38.237	67.285	31.956	7 days
18	0.01	0.01	1.0	38.237	67.285	31.956	7 days
19	0.01	0.01	10.0	38.237	67.285	31.956	7 days
20	0.01	0.1	0.01	36.429	51.495	30.277	7 days
21	0.01	0.1	0.1	36.429	51.495	30.277	7 days
22	0.01	0.1	1.0	36.429	51.495	30.277	7 days
23	0.01	0.1	10.0	36.429	51.495	30.277	7 days
24	0.01	1.0	0.01	36.31	50.682	30.135	7 days
25	0.01	1.0	0.1	36.31	50.682	30.135	7 days
26	0.01	1.0	1.0	36.31	50.682	30.135	7 days
27	0.01	1.0	10.0	36.31	50.682	30.135	7 days
28	0.01	10.0	0.01	36.336	50.31	30.137	7 days
29	0.01	10.0	0.1	36.336	50.31	30.137	7 days
30	0.01	10.0	1.0	36.336	50.31	30.137	7 days
31	0.01	10.0	10.0	36.336	50.31	30.137	7 days
32	0.1	0.01	0.01	38.295	67.844	31.938	7 days
33	0.1	0.01	0.1	38.295	67.844	31.938	7 days
34	0.1	0.01	1.0	38.295	67.844	31.938	7 days
35	0.1	0.01	10.0	38.295	67.844	31.938	7 days
36	0.1	0.1	0.01	36.435	51.952	30.214	7 days
37	0.1	0.1	0.1	36.435	51.952	30.214	7 days
38	0.1	0.1	1.0	36.435	51.952	30.214	7 days
39	0.1	0.1	10.0	36.435	51.952	30.214	7 days
40	0.1	1.0	0.01	35.53	45.116	29.25	7 days
41	0.1	1.0	0.1	35.53	45.116	29.25	7 days
42	0.1	1.0	1.0	35.53	45.116	29.25	7 days
43	0.1	1.0	10.0	35.53	45.116	29.25	7 days
44	0.1	10.0	0.01	35.372	45.701	29.382	7 days
45	0.1	10.0	0.1	35.372	45.701	29.382	7 days
46	0.1	10.0	1.0	35.372	45.701	29.382	7 days
47	0.1	10.0	10.0	35.372	45.701	29.382	7 days
48	0.5	0.01	0.01	38.418	68.672	31.975	7 days
49	0.5	0.01	0.1	38.418	68.672	31.975	7 days
50	0.5	0.01	1.0	38.418	68.672	31.975	7 days
51	0.5	0.01	10.0	38.418	68.672	31.975	7 days
52	0.5	0.1	0.01	36.583	53.017	30.365	7 days
53	0.5	0.1	0.1	36.583	53.017	30.365	7 days
54	0.5	0.1	1.0	36.583	53.017	30.365	7 days
55	0.5	0.1	10.0	36.583	53.017	30.365	7 days
56	0.5	1.0	0.01	35.674	46.11	29.427	7 days
57	0.5	1.0	0.1	35.674	46.11	29.427	7 days
58	0.5	1.0	1.0	35.674	46.11	29.427	7 days
59	0.5	1.0	10.0	35.674	46.11	29.427	7 days
60	0.5	10.0	0.01	35.734	47.492	29.981	7 days
61	0.5	10.0	0.1	35.734	47.492	29.981	7 days
62	0.5	10.0	1.0	35.734	47.492	29.981	7 days
63	0.5	10.0	10.0	35.734	47.492	29.981	7 days
