ds,ds
0,7
1,2
2,2
3,1
7,32
8,152
9,3773
10,4183
11,4183
12,4184
13,4186
14,4186
15,3522
16,3460
17,3458
18,3459
19,3460
20,3405
21,3322
22,23
23,24
