	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	41.568	100.9	35.492	7 days
1	0.001	0.01	0.1	41.568	100.9	35.492	7 days
2	0.001	0.01	1.0	41.568	100.9	35.492	7 days
3	0.001	0.01	10.0	41.568	100.9	35.492	7 days
4	0.001	0.1	0.01	37.956	73.149	31.983	7 days
5	0.001	0.1	0.1	37.956	73.149	31.983	7 days
6	0.001	0.1	1.0	37.956	73.149	31.983	7 days
7	0.001	0.1	10.0	37.956	73.149	31.983	7 days
8	0.001	1.0	0.01	38.148	74.131	32.232	7 days
9	0.001	1.0	0.1	38.148	74.131	32.232	7 days
10	0.001	1.0	1.0	38.148	74.131	32.232	7 days
11	0.001	1.0	10.0	38.148	74.131	32.232	7 days
12	0.001	10.0	0.01	38.205	78.659	32.181	7 days
13	0.001	10.0	0.1	38.205	78.659	32.181	7 days
14	0.001	10.0	1.0	38.205	78.659	32.181	7 days
15	0.001	10.0	10.0	38.205	78.659	32.181	7 days
16	0.01	0.01	0.01	43.253	98.353	36.918	7 days
17	0.01	0.01	0.1	43.253	98.353	36.918	7 days
18	0.01	0.01	1.0	43.253	98.353	36.918	7 days
19	0.01	0.01	10.0	43.253	98.353	36.918	7 days
20	0.01	0.1	0.01	38.019	53.973	31.885	7 days
21	0.01	0.1	0.1	38.019	53.973	31.885	7 days
22	0.01	0.1	1.0	38.019	53.973	31.885	7 days
23	0.01	0.1	10.0	38.019	53.973	31.885	7 days
24	0.01	1.0	0.01	37.411	34.35	31.054	7 days
25	0.01	1.0	0.1	37.411	34.35	31.054	7 days
26	0.01	1.0	1.0	37.411	34.35	31.054	7 days
27	0.01	1.0	10.0	37.411	34.35	31.054	7 days
28	0.01	10.0	0.01	37.973	32.822	31.506	7 days
29	0.01	10.0	0.1	37.973	32.822	31.506	7 days
30	0.01	10.0	1.0	37.973	32.822	31.506	7 days
31	0.01	10.0	10.0	37.973	32.822	31.506	7 days
32	0.1	0.01	0.01	42.446	103.346	36.22	7 days
33	0.1	0.01	0.1	42.446	103.346	36.22	7 days
34	0.1	0.01	1.0	42.446	103.346	36.22	7 days
35	0.1	0.01	10.0	42.446	103.346	36.22	7 days
36	0.1	0.1	0.01	36.987	59.613	30.909	7 days
37	0.1	0.1	0.1	36.987	59.613	30.909	7 days
38	0.1	0.1	1.0	36.987	59.613	30.909	7 days
39	0.1	0.1	10.0	36.987	59.613	30.909	7 days
40	0.1	1.0	0.01	36.273	37.875	30.382	7 days
41	0.1	1.0	0.1	36.273	37.875	30.382	7 days
42	0.1	1.0	1.0	36.273	37.875	30.382	7 days
43	0.1	1.0	10.0	36.273	37.875	30.382	7 days
44	0.1	10.0	0.01	36.197	39.024	30.331	7 days
45	0.1	10.0	0.1	36.197	39.024	30.331	7 days
46	0.1	10.0	1.0	36.197	39.024	30.331	7 days
47	0.1	10.0	10.0	36.197	39.024	30.331	7 days
48	0.5	0.01	0.01	42.356	104.615	36.103	7 days
49	0.5	0.01	0.1	42.356	104.615	36.103	7 days
50	0.5	0.01	1.0	42.356	104.615	36.103	7 days
51	0.5	0.01	10.0	42.356	104.615	36.103	7 days
52	0.5	0.1	0.01	36.933	60.992	30.819	7 days
53	0.5	0.1	0.1	36.933	60.992	30.819	7 days
54	0.5	0.1	1.0	36.933	60.992	30.819	7 days
55	0.5	0.1	10.0	36.933	60.992	30.819	7 days
56	0.5	1.0	0.01	36.222	40.13	30.323	7 days
57	0.5	1.0	0.1	36.222	40.13	30.323	7 days
58	0.5	1.0	1.0	36.222	40.13	30.323	7 days
59	0.5	1.0	10.0	36.222	40.13	30.323	7 days
60	0.5	10.0	0.01	36.21	38.813	30.313	7 days
61	0.5	10.0	0.1	36.21	38.813	30.313	7 days
62	0.5	10.0	1.0	36.21	38.813	30.313	7 days
63	0.5	10.0	10.0	36.21	38.813	30.313	7 days
