	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	56.509	20.983	44.517	7 days
1	0.001	0.01	0.1	56.509	20.983	44.517	7 days
2	0.001	0.01	1.0	56.509	20.983	44.517	7 days
3	0.001	0.01	10.0	56.509	20.983	44.517	7 days
4	0.001	0.1	0.01	59.4	22.702	47.401	7 days
5	0.001	0.1	0.1	59.4	22.702	47.401	7 days
6	0.001	0.1	1.0	59.4	22.702	47.401	7 days
7	0.001	0.1	10.0	59.4	22.702	47.401	7 days
8	0.001	1.0	0.01	57.587	21.508	45.62	7 days
9	0.001	1.0	0.1	57.587	21.508	45.62	7 days
10	0.001	1.0	1.0	57.587	21.508	45.62	7 days
11	0.001	1.0	10.0	57.587	21.508	45.62	7 days
12	0.001	10.0	0.01	58.701	22.06	46.436	7 days
13	0.001	10.0	0.1	58.701	22.06	46.436	7 days
14	0.001	10.0	1.0	58.701	22.06	46.436	7 days
15	0.001	10.0	10.0	58.701	22.06	46.436	7 days
16	0.01	0.01	0.01	54.188	19.291	42.562	7 days
17	0.01	0.01	0.1	54.188	19.291	42.562	7 days
18	0.01	0.01	1.0	54.188	19.291	42.562	7 days
19	0.01	0.01	10.0	54.188	19.291	42.562	7 days
20	0.01	0.1	0.01	54.153	19.267	42.539	7 days
21	0.01	0.1	0.1	54.153	19.267	42.539	7 days
22	0.01	0.1	1.0	54.153	19.267	42.539	7 days
23	0.01	0.1	10.0	54.153	19.267	42.539	7 days
24	0.01	1.0	0.01	54.185	19.244	42.482	7 days
25	0.01	1.0	0.1	54.185	19.244	42.482	7 days
26	0.01	1.0	1.0	54.185	19.244	42.482	7 days
27	0.01	1.0	10.0	54.185	19.244	42.482	7 days
28	0.01	10.0	0.01	54.268	19.318	42.607	7 days
29	0.01	10.0	0.1	54.268	19.318	42.607	7 days
30	0.01	10.0	1.0	54.268	19.318	42.607	7 days
31	0.01	10.0	10.0	54.268	19.318	42.607	7 days
32	0.1	0.01	0.01	54.818	19.802	43.145	7 days
33	0.1	0.01	0.1	54.818	19.802	43.145	7 days
34	0.1	0.01	1.0	54.818	19.802	43.145	7 days
35	0.1	0.01	10.0	54.818	19.802	43.145	7 days
36	0.1	0.1	0.01	54.836	19.842	43.268	7 days
37	0.1	0.1	0.1	54.836	19.842	43.268	7 days
38	0.1	0.1	1.0	54.836	19.842	43.268	7 days
39	0.1	0.1	10.0	54.836	19.842	43.268	7 days
40	0.1	1.0	0.01	54.817	19.836	43.279	7 days
41	0.1	1.0	0.1	54.817	19.836	43.279	7 days
42	0.1	1.0	1.0	54.817	19.836	43.279	7 days
43	0.1	1.0	10.0	54.817	19.836	43.279	7 days
44	0.1	10.0	0.01	54.815	19.834	43.296	7 days
45	0.1	10.0	0.1	54.815	19.834	43.296	7 days
46	0.1	10.0	1.0	54.815	19.834	43.296	7 days
47	0.1	10.0	10.0	54.815	19.834	43.296	7 days
48	0.5	0.01	0.01	54.882	19.853	43.201	7 days
49	0.5	0.01	0.1	54.882	19.853	43.201	7 days
50	0.5	0.01	1.0	54.882	19.853	43.201	7 days
51	0.5	0.01	10.0	54.882	19.853	43.201	7 days
52	0.5	0.1	0.01	54.91	19.889	43.337	7 days
53	0.5	0.1	0.1	54.91	19.889	43.337	7 days
54	0.5	0.1	1.0	54.91	19.889	43.337	7 days
55	0.5	0.1	10.0	54.91	19.889	43.337	7 days
56	0.5	1.0	0.01	54.912	19.883	43.366	7 days
57	0.5	1.0	0.1	54.912	19.883	43.366	7 days
58	0.5	1.0	1.0	54.912	19.883	43.366	7 days
59	0.5	1.0	10.0	54.912	19.883	43.366	7 days
60	0.5	10.0	0.01	54.91	19.874	43.358	7 days
61	0.5	10.0	0.1	54.91	19.874	43.358	7 days
62	0.5	10.0	1.0	54.91	19.874	43.358	7 days
63	0.5	10.0	10.0	54.91	19.874	43.358	7 days
