	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	66.147	42.005	53.35	7 days
1	0.001	0.01	0.1	66.147	42.005	53.35	7 days
2	0.001	0.01	1.0	66.147	42.005	53.35	7 days
3	0.001	0.01	10.0	66.147	42.005	53.35	7 days
4	0.001	0.1	0.01	64.358	38.832	51.996	7 days
5	0.001	0.1	0.1	64.358	38.832	51.996	7 days
6	0.001	0.1	1.0	64.358	38.832	51.996	7 days
7	0.001	0.1	10.0	64.358	38.832	51.996	7 days
8	0.001	1.0	0.01	66.375	41.807	53.841	7 days
9	0.001	1.0	0.1	66.375	41.807	53.841	7 days
10	0.001	1.0	1.0	66.375	41.807	53.841	7 days
11	0.001	1.0	10.0	66.375	41.807	53.841	7 days
12	0.001	10.0	0.01	64.496	39.053	52.091	7 days
13	0.001	10.0	0.1	64.496	39.053	52.091	7 days
14	0.001	10.0	1.0	64.496	39.053	52.091	7 days
15	0.001	10.0	10.0	64.496	39.053	52.091	7 days
16	0.01	0.01	0.01	65.646	40.528	52.447	7 days
17	0.01	0.01	0.1	65.646	40.528	52.447	7 days
18	0.01	0.01	1.0	65.646	40.528	52.447	7 days
19	0.01	0.01	10.0	65.646	40.528	52.447	7 days
20	0.01	0.1	0.01	62.989	36.316	50.257	7 days
21	0.01	0.1	0.1	62.989	36.316	50.257	7 days
22	0.01	0.1	1.0	62.989	36.316	50.257	7 days
23	0.01	0.1	10.0	62.989	36.316	50.257	7 days
24	0.01	1.0	0.01	62.99	36.251	50.211	7 days
25	0.01	1.0	0.1	62.99	36.251	50.211	7 days
26	0.01	1.0	1.0	62.99	36.251	50.211	7 days
27	0.01	1.0	10.0	62.99	36.251	50.211	7 days
28	0.01	10.0	0.01	62.644	35.256	49.044	7 days
29	0.01	10.0	0.1	62.644	35.256	49.044	7 days
30	0.01	10.0	1.0	62.644	35.256	49.044	7 days
31	0.01	10.0	10.0	62.644	35.256	49.044	7 days
32	0.1	0.01	0.01	65.249	39.049	51.828	7 days
33	0.1	0.01	0.1	65.249	39.049	51.828	7 days
34	0.1	0.01	1.0	65.249	39.049	51.828	7 days
35	0.1	0.01	10.0	65.249	39.049	51.828	7 days
36	0.1	0.1	0.01	62.785	35.18	49.742	7 days
37	0.1	0.1	0.1	62.785	35.18	49.742	7 days
38	0.1	0.1	1.0	62.785	35.18	49.742	7 days
39	0.1	0.1	10.0	62.785	35.18	49.742	7 days
40	0.1	1.0	0.01	62.225	34.161	48.728	7 days
41	0.1	1.0	0.1	62.225	34.161	48.728	7 days
42	0.1	1.0	1.0	62.225	34.161	48.728	7 days
43	0.1	1.0	10.0	62.225	34.161	48.728	7 days
44	0.1	10.0	0.01	62.585	34.713	48.847	7 days
45	0.1	10.0	0.1	62.585	34.713	48.847	7 days
46	0.1	10.0	1.0	62.585	34.713	48.847	7 days
47	0.1	10.0	10.0	62.585	34.713	48.847	7 days
48	0.5	0.01	0.01	65.286	39.241	51.891	7 days
49	0.5	0.01	0.1	65.286	39.241	51.891	7 days
50	0.5	0.01	1.0	65.286	39.241	51.891	7 days
51	0.5	0.01	10.0	65.286	39.241	51.891	7 days
52	0.5	0.1	0.01	62.806	35.16	49.756	7 days
53	0.5	0.1	0.1	62.806	35.16	49.756	7 days
54	0.5	0.1	1.0	62.806	35.16	49.756	7 days
55	0.5	0.1	10.0	62.806	35.16	49.756	7 days
56	0.5	1.0	0.01	62.509	34.581	48.856	7 days
57	0.5	1.0	0.1	62.509	34.581	48.856	7 days
58	0.5	1.0	1.0	62.509	34.581	48.856	7 days
59	0.5	1.0	10.0	62.509	34.581	48.856	7 days
60	0.5	10.0	0.01	62.592	34.768	48.921	7 days
61	0.5	10.0	0.1	62.592	34.768	48.921	7 days
62	0.5	10.0	1.0	62.592	34.768	48.921	7 days
63	0.5	10.0	10.0	62.592	34.768	48.921	7 days
