	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	69.273	33.129	54.311	7 days
1	0.001	0.01	0.1	69.273	33.129	54.311	7 days
2	0.001	0.01	1.0	69.273	33.129	54.311	7 days
3	0.001	0.01	10.0	69.273	33.129	54.311	7 days
4	0.001	0.1	0.01	67.285	31.336	52.57	7 days
5	0.001	0.1	0.1	67.285	31.336	52.57	7 days
6	0.001	0.1	1.0	67.285	31.336	52.57	7 days
7	0.001	0.1	10.0	67.285	31.336	52.57	7 days
8	0.001	1.0	0.01	67.404	31.375	52.645	7 days
9	0.001	1.0	0.1	67.404	31.375	52.645	7 days
10	0.001	1.0	1.0	67.404	31.375	52.645	7 days
11	0.001	1.0	10.0	67.404	31.375	52.645	7 days
12	0.001	10.0	0.01	67.702	31.229	52.778	7 days
13	0.001	10.0	0.1	67.702	31.229	52.778	7 days
14	0.001	10.0	1.0	67.702	31.229	52.778	7 days
15	0.001	10.0	10.0	67.702	31.229	52.778	7 days
16	0.01	0.01	0.01	69.258	33.216	54.33	7 days
17	0.01	0.01	0.1	69.258	33.216	54.33	7 days
18	0.01	0.01	1.0	69.258	33.216	54.33	7 days
19	0.01	0.01	10.0	69.258	33.216	54.33	7 days
20	0.01	0.1	0.01	67.057	31.44	52.451	7 days
21	0.01	0.1	0.1	67.057	31.44	52.451	7 days
22	0.01	0.1	1.0	67.057	31.44	52.451	7 days
23	0.01	0.1	10.0	67.057	31.44	52.451	7 days
24	0.01	1.0	0.01	67.172	31.377	52.517	7 days
25	0.01	1.0	0.1	67.172	31.377	52.517	7 days
26	0.01	1.0	1.0	67.172	31.377	52.517	7 days
27	0.01	1.0	10.0	67.172	31.377	52.517	7 days
28	0.01	10.0	0.01	67.248	31.138	52.439	7 days
29	0.01	10.0	0.1	67.248	31.138	52.439	7 days
30	0.01	10.0	1.0	67.248	31.138	52.439	7 days
31	0.01	10.0	10.0	67.248	31.138	52.439	7 days
32	0.1	0.01	0.01	69.216	33.35	54.368	7 days
33	0.1	0.01	0.1	69.216	33.35	54.368	7 days
34	0.1	0.01	1.0	69.216	33.35	54.368	7 days
35	0.1	0.01	10.0	69.216	33.35	54.368	7 days
36	0.1	0.1	0.01	67.279	31.295	52.558	7 days
37	0.1	0.1	0.1	67.279	31.295	52.558	7 days
38	0.1	0.1	1.0	67.279	31.295	52.558	7 days
39	0.1	0.1	10.0	67.279	31.295	52.558	7 days
40	0.1	1.0	0.01	67.404	31.318	52.637	7 days
41	0.1	1.0	0.1	67.404	31.318	52.637	7 days
42	0.1	1.0	1.0	67.404	31.318	52.637	7 days
43	0.1	1.0	10.0	67.404	31.318	52.637	7 days
44	0.1	10.0	0.01	67.511	31.316	52.709	7 days
45	0.1	10.0	0.1	67.511	31.316	52.709	7 days
46	0.1	10.0	1.0	67.511	31.316	52.709	7 days
47	0.1	10.0	10.0	67.511	31.316	52.709	7 days
48	0.5	0.01	0.01	71.834	31.483	55.255	7 days
49	0.5	0.01	0.1	71.834	31.483	55.255	7 days
50	0.5	0.01	1.0	71.834	31.483	55.255	7 days
51	0.5	0.01	10.0	71.834	31.483	55.255	7 days
52	0.5	0.1	0.01	69.584	30.316	53.588	7 days
53	0.5	0.1	0.1	69.584	30.316	53.588	7 days
54	0.5	0.1	1.0	69.584	30.316	53.588	7 days
55	0.5	0.1	10.0	69.584	30.316	53.588	7 days
56	0.5	1.0	0.01	69.555	30.358	53.525	7 days
57	0.5	1.0	0.1	69.555	30.358	53.525	7 days
58	0.5	1.0	1.0	69.555	30.358	53.525	7 days
59	0.5	1.0	10.0	69.555	30.358	53.525	7 days
60	0.5	10.0	0.01	69.808	30.304	53.652	7 days
61	0.5	10.0	0.1	69.808	30.304	53.652	7 days
62	0.5	10.0	1.0	69.808	30.304	53.652	7 days
63	0.5	10.0	10.0	69.808	30.304	53.652	7 days
