	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	71.096	27.117	59.627	7 days
1	0.001	0.01	0.1	71.096	27.117	59.627	7 days
2	0.001	0.01	1.0	71.096	27.117	59.627	7 days
3	0.001	0.01	10.0	71.096	27.117	59.627	7 days
4	0.001	0.1	0.01	77.292	29.26	65.726	7 days
5	0.001	0.1	0.1	77.292	29.26	65.726	7 days
6	0.001	0.1	1.0	77.292	29.26	65.726	7 days
7	0.001	0.1	10.0	77.292	29.26	65.726	7 days
8	0.001	1.0	0.01	72.347	26.676	60.655	7 days
9	0.001	1.0	0.1	72.347	26.676	60.655	7 days
10	0.001	1.0	1.0	72.347	26.676	60.655	7 days
11	0.001	1.0	10.0	72.347	26.676	60.655	7 days
12	0.001	10.0	0.01	70.367	25.972	58.89	7 days
13	0.001	10.0	0.1	70.367	25.972	58.89	7 days
14	0.001	10.0	1.0	70.367	25.972	58.89	7 days
15	0.001	10.0	10.0	70.367	25.972	58.89	7 days
16	0.01	0.01	0.01	57.443	19.182	46.281	7 days
17	0.01	0.01	0.1	57.443	19.182	46.281	7 days
18	0.01	0.01	1.0	57.443	19.182	46.281	7 days
19	0.01	0.01	10.0	57.443	19.182	46.281	7 days
20	0.01	0.1	0.01	57.821	19.247	46.421	7 days
21	0.01	0.1	0.1	57.821	19.247	46.421	7 days
22	0.01	0.1	1.0	57.821	19.247	46.421	7 days
23	0.01	0.1	10.0	57.821	19.247	46.421	7 days
24	0.01	1.0	0.01	57.033	18.985	45.735	7 days
25	0.01	1.0	0.1	57.033	18.985	45.735	7 days
26	0.01	1.0	1.0	57.033	18.985	45.735	7 days
27	0.01	1.0	10.0	57.033	18.985	45.735	7 days
28	0.01	10.0	0.01	56.879	18.827	45.504	7 days
29	0.01	10.0	0.1	56.879	18.827	45.504	7 days
30	0.01	10.0	1.0	56.879	18.827	45.504	7 days
31	0.01	10.0	10.0	56.879	18.827	45.504	7 days
32	0.1	0.01	0.01	56.25	17.581	44.03	7 days
33	0.1	0.01	0.1	56.25	17.581	44.03	7 days
34	0.1	0.01	1.0	56.25	17.581	44.03	7 days
35	0.1	0.01	10.0	56.25	17.581	44.03	7 days
36	0.1	0.1	0.01	55.353	17.502	43.501	7 days
37	0.1	0.1	0.1	55.353	17.502	43.501	7 days
38	0.1	0.1	1.0	55.353	17.502	43.501	7 days
39	0.1	0.1	10.0	55.353	17.502	43.501	7 days
40	0.1	1.0	0.01	55.616	17.562	43.667	7 days
41	0.1	1.0	0.1	55.616	17.562	43.667	7 days
42	0.1	1.0	1.0	55.616	17.562	43.667	7 days
43	0.1	1.0	10.0	55.616	17.562	43.667	7 days
44	0.1	10.0	0.01	55.501	17.493	43.576	7 days
45	0.1	10.0	0.1	55.501	17.493	43.576	7 days
46	0.1	10.0	1.0	55.501	17.493	43.576	7 days
47	0.1	10.0	10.0	55.501	17.493	43.576	7 days
48	0.5	0.01	0.01	56.241	17.472	43.915	7 days
49	0.5	0.01	0.1	56.241	17.472	43.915	7 days
50	0.5	0.01	1.0	56.241	17.472	43.915	7 days
51	0.5	0.01	10.0	56.241	17.472	43.915	7 days
52	0.5	0.1	0.01	55.275	17.382	43.333	7 days
53	0.5	0.1	0.1	55.275	17.382	43.333	7 days
54	0.5	0.1	1.0	55.275	17.382	43.333	7 days
55	0.5	0.1	10.0	55.275	17.382	43.333	7 days
56	0.5	1.0	0.01	55.409	17.416	43.44	7 days
57	0.5	1.0	0.1	55.409	17.416	43.44	7 days
58	0.5	1.0	1.0	55.409	17.416	43.44	7 days
59	0.5	1.0	10.0	55.409	17.416	43.44	7 days
60	0.5	10.0	0.01	55.36	17.377	43.434	7 days
61	0.5	10.0	0.1	55.36	17.377	43.434	7 days
62	0.5	10.0	1.0	55.36	17.377	43.434	7 days
63	0.5	10.0	10.0	55.36	17.377	43.434	7 days
