	changepoint_prior_scale	seasonality_prior_scale	holidays_prior_scale	rmse	mape	mae	horizon
0	0.001	0.01	0.01	43.822	25.669	36.301	7 days
1	0.001	0.01	0.1	43.822	25.669	36.301	7 days
2	0.001	0.01	1.0	43.822	25.669	36.301	7 days
3	0.001	0.01	10.0	43.822	25.669	36.301	7 days
4	0.001	0.1	0.01	44.523	27.376	36.653	7 days
5	0.001	0.1	0.1	44.523	27.376	36.653	7 days
6	0.001	0.1	1.0	44.523	27.376	36.653	7 days
7	0.001	0.1	10.0	44.523	27.376	36.653	7 days
8	0.001	1.0	0.01	43.269	25.646	35.588	7 days
9	0.001	1.0	0.1	43.269	25.646	35.588	7 days
10	0.001	1.0	1.0	43.269	25.646	35.588	7 days
11	0.001	1.0	10.0	43.269	25.646	35.588	7 days
12	0.001	10.0	0.01	44.758	27.713	36.872	7 days
13	0.001	10.0	0.1	44.758	27.713	36.872	7 days
14	0.001	10.0	1.0	44.758	27.713	36.872	7 days
15	0.001	10.0	10.0	44.758	27.713	36.872	7 days
16	0.01	0.01	0.01	44.151	26.225	36.603	7 days
17	0.01	0.01	0.1	44.151	26.225	36.603	7 days
18	0.01	0.01	1.0	44.151	26.225	36.603	7 days
19	0.01	0.01	10.0	44.151	26.225	36.603	7 days
20	0.01	0.1	0.01	42.748	25.378	35.403	7 days
21	0.01	0.1	0.1	42.748	25.378	35.403	7 days
22	0.01	0.1	1.0	42.748	25.378	35.403	7 days
23	0.01	0.1	10.0	42.748	25.378	35.403	7 days
24	0.01	1.0	0.01	43.399	25.885	36.089	7 days
25	0.01	1.0	0.1	43.399	25.885	36.089	7 days
26	0.01	1.0	1.0	43.399	25.885	36.089	7 days
27	0.01	1.0	10.0	43.399	25.885	36.089	7 days
28	0.01	10.0	0.01	43.041	25.686	35.611	7 days
29	0.01	10.0	0.1	43.041	25.686	35.611	7 days
30	0.01	10.0	1.0	43.041	25.686	35.611	7 days
31	0.01	10.0	10.0	43.041	25.686	35.611	7 days
32	0.1	0.01	0.01	44.548	27.034	37.014	7 days
33	0.1	0.01	0.1	44.548	27.034	37.014	7 days
34	0.1	0.01	1.0	44.548	27.034	37.014	7 days
35	0.1	0.01	10.0	44.548	27.034	37.014	7 days
36	0.1	0.1	0.01	43.514	26.337	36.029	7 days
37	0.1	0.1	0.1	43.514	26.337	36.029	7 days
38	0.1	0.1	1.0	43.514	26.337	36.029	7 days
39	0.1	0.1	10.0	43.514	26.337	36.029	7 days
40	0.1	1.0	0.01	44.057	26.395	36.683	7 days
41	0.1	1.0	0.1	44.057	26.395	36.683	7 days
42	0.1	1.0	1.0	44.057	26.395	36.683	7 days
43	0.1	1.0	10.0	44.057	26.395	36.683	7 days
44	0.1	10.0	0.01	43.762	26.096	36.277	7 days
45	0.1	10.0	0.1	43.762	26.096	36.277	7 days
46	0.1	10.0	1.0	43.762	26.096	36.277	7 days
47	0.1	10.0	10.0	43.762	26.096	36.277	7 days
48	0.5	0.01	0.01	44.759	27.414	37.21	7 days
49	0.5	0.01	0.1	44.759	27.414	37.21	7 days
50	0.5	0.01	1.0	44.759	27.414	37.21	7 days
51	0.5	0.01	10.0	44.759	27.414	37.21	7 days
52	0.5	0.1	0.01	43.738	26.618	36.199	7 days
53	0.5	0.1	0.1	43.738	26.618	36.199	7 days
54	0.5	0.1	1.0	43.738	26.618	36.199	7 days
55	0.5	0.1	10.0	43.738	26.618	36.199	7 days
56	0.5	1.0	0.01	43.955	26.506	36.505	7 days
57	0.5	1.0	0.1	43.955	26.506	36.505	7 days
58	0.5	1.0	1.0	43.955	26.506	36.505	7 days
59	0.5	1.0	10.0	43.955	26.506	36.505	7 days
60	0.5	10.0	0.01	43.8	26.321	36.266	7 days
61	0.5	10.0	0.1	43.8	26.321	36.266	7 days
62	0.5	10.0	1.0	43.8	26.321	36.266	7 days
63	0.5	10.0	10.0	43.8	26.321	36.266	7 days
