ds,sales,n_clients,imputed,weekday
2015-01-02 09:00:00,550.5799999999999,82.0,1,4
2015-01-02 10:00:00,550.5799999999999,82.0,-1,4
2015-01-02 11:00:00,657.1700000000001,100.0,-1,4
2015-01-02 12:00:00,849.3900000000001,127.0,-1,4
2015-01-02 13:00:00,1086.33,162.0,-1,4
2015-01-02 14:00:00,787.5800000000002,123.0,-1,4
2015-01-02 15:00:00,334.15,72.0,-1,4
2015-01-02 16:00:00,460.03000000000003,61.0,-1,4
2015-01-02 17:00:00,451.94000000000005,64.0,-1,4
2015-01-02 18:00:00,424.69000000000005,83.0,-1,4
2015-01-02 19:00:00,741.6400000000001,100.0,-1,4
2015-01-02 20:00:00,642.23,95.0,-1,4
2015-01-02 21:00:00,304.5,56.0,-1,4
2015-01-03 09:00:00,477.24,84.0,1,5
2015-01-03 10:00:00,477.24,84.0,-1,5
2015-01-03 11:00:00,856.03,119.0,-1,5
2015-01-03 12:00:00,878.75,135.0,-1,5
2015-01-03 13:00:00,1173.35,174.0,-1,5
2015-01-03 14:00:00,815.12,133.0,-1,5
2015-01-03 15:00:00,497.31,73.0,-1,5
2015-01-03 16:00:00,303.78,45.0,-1,5
2015-01-03 17:00:00,317.73,58.0,-1,5
2015-01-03 18:00:00,613.63,79.0,-1,5
2015-01-03 19:00:00,601.49,99.0,-1,5
2015-01-03 20:00:00,617.11,97.0,-1,5
2015-01-03 21:00:00,374.23,60.0,-1,5
2015-01-05 09:00:00,535.91,100.0,1,0
2015-01-05 10:00:00,535.91,100.0,-1,0
2015-01-05 11:00:00,983.0799999999999,129.0,-1,0
2015-01-05 12:00:00,1026.81,164.0,-1,0
2015-01-05 13:00:00,1096.24,184.0,-1,0
2015-01-05 14:00:00,1016.7,151.0,-1,0
2015-01-05 15:00:00,574.88,103.0,-1,0
2015-01-05 16:00:00,458.45,80.0,-1,0
2015-01-05 17:00:00,567.27,97.0,-1,0
2015-01-05 18:00:00,717.1700000000001,104.0,-1,0
2015-01-05 19:00:00,842.1000000000001,121.0,-1,0
2015-01-05 20:00:00,881.0799999999999,160.0,-1,0
2015-01-05 21:00:00,554.51,96.0,-1,0
2015-01-06 09:00:00,11.03,2.0,1,1
2015-01-06 10:00:00,11.03,2.0,1,1
2015-01-06 11:00:00,11.03,2.0,1,1
2015-01-06 12:00:00,11.03,2.0,1,1
2015-01-06 13:00:00,11.03,2.0,1,1
2015-01-06 14:00:00,11.03,2.0,1,1
2015-01-06 15:00:00,11.03,2.0,1,1
2015-01-06 16:00:00,11.03,2.0,1,1
2015-01-06 17:00:00,11.03,2.0,1,1
2015-01-06 18:00:00,11.03,2.0,-1,1
2015-01-06 19:00:00,37.06,8.0,-1,1
2015-01-06 20:00:00,49.59,8.0,-1,1
2015-01-06 21:00:00,97.51,15.0,-1,1
2015-01-07 09:00:00,509.26,81.0,1,2
2015-01-07 10:00:00,509.26,81.0,-1,2
2015-01-07 11:00:00,721.52,101.0,-1,2
2015-01-07 12:00:00,761.89,139.0,-1,2
2015-01-07 13:00:00,1081.52,162.0,-1,2
2015-01-07 14:00:00,846.6899999999999,144.0,-1,2
2015-01-07 15:00:00,338.22,68.0,-1,2
2015-01-07 16:00:00,319.09000000000003,59.0,-1,2
2015-01-07 17:00:00,300.96999999999997,68.0,-1,2
2015-01-07 18:00:00,663.74,101.0,-1,2
2015-01-07 19:00:00,890.06,126.0,-1,2
2015-01-07 20:00:00,816.9300000000001,135.0,-1,2
2015-01-07 21:00:00,179.67000000000002,37.0,-1,2
2015-01-08 09:00:00,374.73,66.0,1,3
2015-01-08 10:00:00,374.73,66.0,-1,3
2015-01-08 11:00:00,619.75,104.0,-1,3
2015-01-08 12:00:00,906.06,145.0,-1,3
2015-01-08 13:00:00,949.3,164.0,-1,3
2015-01-08 14:00:00,757.1800000000001,139.0,-1,3
2015-01-08 15:00:00,337.8,74.0,-1,3
2015-01-08 16:00:00,262.45,50.0,-1,3
2015-01-08 17:00:00,489.29,76.0,-1,3
2015-01-08 18:00:00,613.73,89.0,-1,3
2015-01-08 19:00:00,625.0899999999999,120.0,-1,3
2015-01-08 20:00:00,775.51,138.0,-1,3
2015-01-08 21:00:00,330.39,55.0,-1,3
2015-01-09 09:00:00,607.7,86.0,1,4
2015-01-09 10:00:00,607.7,86.0,-1,4
2015-01-09 11:00:00,861.46,115.0,-1,4
2015-01-09 12:00:00,1129.65,148.0,-1,4
2015-01-09 13:00:00,800.91,141.0,-1,4
2015-01-09 14:00:00,814.99,150.0,-1,4
2015-01-09 15:00:00,345.29999999999995,69.0,-1,4
2015-01-09 16:00:00,438.65,59.0,-1,4
2015-01-09 17:00:00,452.66999999999996,69.0,-1,4
2015-01-09 18:00:00,430.09,67.0,-1,4
2015-01-09 19:00:00,725.12,117.0,-1,4
2015-01-09 20:00:00,818.2500000000001,124.0,-1,4
2015-01-09 21:00:00,319.61,62.0,-1,4
2015-01-10 09:00:00,587.04,90.0,1,5
2015-01-10 10:00:00,587.04,90.0,-1,5
2015-01-10 11:00:00,903.5,124.0,-1,5
2015-01-10 12:00:00,1305.28,160.0,-1,5
2015-01-10 13:00:00,1482.48,185.0,-1,5
2015-01-10 14:00:00,1219.43,151.0,-1,5
2015-01-10 15:00:00,769.85,94.0,-1,5
2015-01-10 16:00:00,390.15000000000003,52.0,-1,5
2015-01-10 17:00:00,340.65999999999997,50.0,-1,5
2015-01-10 18:00:00,565.1700000000001,85.0,-1,5
2015-01-10 19:00:00,654.62,103.0,-1,5
2015-01-10 20:00:00,894.27,114.0,-1,5
2015-01-10 21:00:00,454.42999999999995,68.0,-1,5
2015-01-12 09:00:00,563.5600000000001,81.0,1,0
2015-01-12 10:00:00,563.5600000000001,81.0,-1,0
2015-01-12 11:00:00,614.72,105.0,-1,0
2015-01-12 12:00:00,865.8500000000001,140.0,-1,0
2015-01-12 13:00:00,665.19,131.0,-1,0
