2022-12-28 01:32:22 | INFO | startup event.
2022-12-28 01:57:09 | INFO | shutdown event.
2022-12-28 01:57:20 | INFO | startup event.
2022-12-28 02:08:14 | INFO | shutdown event.
2022-12-28 02:08:30 | INFO | startup event.
2022-12-28 02:17:54 | INFO | shutdown event.
2022-12-28 02:18:04 | INFO | startup event.
2022-12-28 02:45:47 | INFO | shutdown event.
2022-12-28 02:45:56 | INFO | startup event.
2022-12-28 02:54:08 | INFO | shutdown event.
2022-12-28 02:54:17 | INFO | startup event.
2022-12-28 03:02:48 | INFO | shutdown event.
2022-12-28 03:02:56 | INFO | startup event.
2022-12-28 03:03:57 | INFO | shutdown event.
2022-12-28 03:04:30 | INFO | startup event.
2022-12-28 03:05:12 | INFO | shutdown event.
2022-12-28 03:05:21 | INFO | startup event.
2022-12-28 03:06:43 | INFO | shutdown event.
2022-12-28 03:06:52 | INFO | startup event.
2022-12-28 03:07:47 | INFO | shutdown event.
2022-12-28 03:07:55 | INFO | startup event.
2022-12-28 03:09:07 | INFO | shutdown event.
2022-12-28 03:09:16 | INFO | startup event.
2022-12-28 03:12:59 | INFO | shutdown event.
2022-12-28 03:13:11 | INFO | startup event.
2022-12-28 03:16:15 | INFO | shutdown event.
2022-12-28 03:16:25 | INFO | startup event.
2022-12-28 03:24:33 | INFO | shutdown event.
2022-12-28 03:24:43 | INFO | startup event.
2022-12-28 03:27:45 | INFO | shutdown event.
2022-12-28 18:26:06 | INFO | startup event.
2022-12-28 22:48:22 | INFO | shutdown event.
2022-12-28 22:48:34 | INFO | startup event.
2022-12-28 23:03:21 | INFO | shutdown event.
2022-12-28 23:03:44 | INFO | startup event.
2022-12-28 23:10:30 | INFO | shutdown event.
2022-12-28 23:10:44 | INFO | startup event.
2022-12-28 23:29:57 | INFO | shutdown event.
2022-12-28 23:30:07 | INFO | startup event.
2022-12-28 23:40:08 | INFO | shutdown event.
2022-12-28 23:40:17 | INFO | startup event.
2022-12-28 23:42:02 | INFO | shutdown event.
2022-12-28 23:42:11 | INFO | startup event.
2022-12-28 23:54:48 | INFO | shutdown event.
2022-12-28 23:54:56 | INFO | startup event.
2022-12-28 23:59:14 | INFO | shutdown event.
2022-12-28 23:59:23 | INFO | startup event.
2022-12-29 00:00:47 | INFO | shutdown event.
