2022-12-27 00:07:41 | INFO | startup event.
2022-12-27 00:10:30 | INFO | shutdown event.
2022-12-27 00:13:08 | INFO | startup event.
2022-12-27 00:14:52 | INFO | shutdown event.
2022-12-27 00:15:39 | INFO | startup event.
2022-12-27 00:19:40 | INFO | shutdown event.
2022-12-27 00:19:48 | INFO | startup event.
2022-12-27 00:26:46 | INFO | shutdown event.
2022-12-27 00:27:06 | INFO | startup event.
2022-12-27 00:29:27 | INFO | shutdown event.
2022-12-27 00:30:44 | INFO | startup event.
2022-12-27 00:32:29 | INFO | shutdown event.
2022-12-27 00:33:46 | INFO | startup event.
2022-12-27 00:35:47 | INFO | shutdown event.
2022-12-27 00:37:04 | INFO | startup event.
2022-12-27 00:49:18 | INFO | shutdown event.
2022-12-27 00:58:50 | INFO | startup event.
2022-12-27 01:13:54 | INFO | shutdown event.
2022-12-27 01:22:42 | INFO | startup event.
2022-12-27 01:27:18 | INFO | shutdown event.
2022-12-27 01:28:36 | INFO | startup event.
2022-12-27 02:52:51 | INFO | shutdown event.
2022-12-27 02:54:17 | INFO | startup event.
2022-12-27 03:37:59 | INFO | shutdown event.
2022-12-27 14:57:06 | INFO | startup event.
2022-12-27 15:09:45 | INFO | shutdown event.
2022-12-27 15:10:33 | INFO | startup event.
2022-12-27 16:21:33 | INFO | shutdown event.
2022-12-27 16:22:30 | INFO | startup event.
2022-12-27 16:23:11 | INFO | shutdown event.
2022-12-27 16:24:04 | INFO | startup event.
2022-12-27 16:28:19 | INFO | shutdown event.
2022-12-27 16:29:13 | INFO | startup event.
2022-12-27 16:32:05 | INFO | shutdown event.
2022-12-27 16:32:55 | INFO | startup event.
2022-12-27 16:35:06 | INFO | shutdown event.
2022-12-27 16:35:56 | INFO | startup event.
2022-12-27 20:53:22 | INFO | shutdown event.
2022-12-27 20:53:34 | INFO | startup event.
2022-12-27 20:59:49 | INFO | shutdown event.
2022-12-27 20:59:57 | INFO | startup event.
2022-12-27 22:10:39 | INFO | shutdown event.
2022-12-27 22:10:48 | INFO | startup event.
2022-12-27 22:14:42 | INFO | shutdown event.
2022-12-27 22:14:53 | INFO | startup event.
2022-12-27 22:18:40 | INFO | shutdown event.
2022-12-27 22:18:49 | INFO | startup event.
2022-12-27 22:36:30 | INFO | shutdown event.
2022-12-27 22:36:38 | INFO | startup event.
2022-12-27 22:40:56 | INFO | shutdown event.
2022-12-27 22:41:06 | INFO | startup event.
2022-12-27 22:42:16 | INFO | shutdown event.
2022-12-27 22:42:25 | INFO | startup event.
2022-12-27 22:43:14 | INFO | shutdown event.
2022-12-27 22:43:22 | INFO | startup event.
2022-12-27 22:52:41 | INFO | shutdown event.
2022-12-27 22:52:49 | INFO | startup event.
2022-12-27 22:55:21 | INFO | shutdown event.
2022-12-27 22:55:30 | INFO | startup event.
2022-12-28 01:32:14 | INFO | shutdown event.
