"id_seq","analysis_moment","store","df_size","ApEn","fcst_period","freq_hours","work_hours","mse_outlier","rmse_outlier","mae_outlier","mape_outlier","mse_without_outlier","rmse_without_outlier","mae_without_outlier","mape_without_outlier","model_outlier_file_name","model_without_outlier_file_name"
86,2021-08-17 18:57:45,4955,44471,0.0196425337238097,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1779.025,42.178,30.373,117.254,29.741,5.454,4.697,99.258,"4955_2021_08_17_18_57_17_951604.json","4955_2021_08_17_18_57_33_988690.json"
87,2021-08-18 05:46:39,4980,91931,0.366411319350706,"30",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",163003106.769,12767.267,10278.918,31226.107,777.181,27.878,21.416,70.103,"4980_2021_08_18_05_46_09_440902.json","4980_2021_08_18_05_46_26_741998.json"
88,2021-08-18 05:47:07,4980,91931,0.366411319350706,"7",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6700309.811,2588.496,2241.184,6080.811,1408.595,37.531,29.701,76.788,"4980_2021_08_18_05_46_43_460260.json","4980_2021_08_18_05_46_57_511276.json"
89,2021-08-18 05:53:11,4980,91931,0.366411319350706,"19096",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",622056.464,788.706,620.648,65867344124790.19,5394.407,73.447,63.173,511.608,"4980_2021_08_18_05_51_27_659508.json","4980_2021_08_18_05_52_29_155083.json"
90,2021-08-18 05:53:40,4994,2665,0.557709402719255,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",239613.861,489.504,428.259,671.192,2129.035,46.141,39.98,84.597,"4994_2021_08_18_05_53_19_528869.json","4994_2021_08_18_05_53_31_097215.json"
91,2021-08-18 05:54:07,4994,2665,0.557709402719255,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",28839.488,169.822,72.17,59.185,1022.18,31.972,25.141,46.967,"4994_2021_08_18_05_53_43_687227.json","4994_2021_08_18_05_53_57_488812.json"
92,2021-08-18 05:54:46,4994,2665,0.557709402719255,"1074",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",21957.505,148.181,54.24,19781073981212.234,1379.918,37.147,28.922,44.471,"4994_2021_08_18_05_54_16_939579.json","4994_2021_08_18_05_54_33_242663.json"
93,2021-08-18 05:55:21,4943,13017,0.859587735329635,"30",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",43584.126,208.768,150.862,302.408,587.883,24.246,18.959,41.528,"4943_2021_08_18_05_54_55_092128.json","4943_2021_08_18_05_55_09_864023.json"
94,2021-08-18 05:55:48,4943,13017,0.859587735329635,"7",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",170966.196,413.481,343.638,761.952,439.352,20.961,16.302,66.087,"4943_2021_08_18_05_55_25_046730.json","4943_2021_08_18_05_55_38_322758.json"
95,2021-08-18 05:57:10,4943,13017,0.859587735329635,"5436",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1036.153,32.189,26.533,13160229083833.363,1160.806,34.071,26.882,57.234,"4943_2021_08_18_05_56_27_572068.json","4943_2021_08_18_05_56_52_553640.json"
96,2021-08-18 05:57:45,4957,45034,0.691522867665272,"30",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",507.589,22.53,15.902,94.421,135.486,11.64,9.636,101.232,"4957_2021_08_18_05_57_21_030973.json","4957_2021_08_18_05_57_35_218564.json"
97,2021-08-18 05:58:11,4957,45034,0.691522867665272,"7",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",4082.352,63.893,52.375,393.92,262.612,16.205,13.159,176.114,"4957_2021_08_18_05_57_48_334594.json","4957_2021_08_18_05_58_02_236636.json"
98,2021-08-18 06:01:36,4957,45034,0.691522867665272,"10012",[10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6802.18,82.475,77.139,52476995785092.46,1991.568,44.627,38.656,411.722,"4957_2021_08_18_06_00_27_539461.json","4957_2021_08_18_06_01_06_917496.json"
99,2021-08-18 06:02:28,17,101544,0.753694011664356,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",12707059906.863,112725.596,83302.753,61715.785,117954.211,343.445,272.72,248.1,"17_2021_08_18_06_01_53_938491.json","17_2021_08_18_06_02_15_472787.json"
100,2021-08-18 06:02:58,17,101544,0.753694011664356,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",204835153.955,14312.063,10695.701,8557.406,4814.579,69.387,55.305,75.149,"17_2021_08_18_06_02_33_002269.json","17_2021_08_18_06_02_47_845708.json"
101,2021-08-18 06:11:37,17,101544,0.753694011664356,"37646",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",48402.35,220.005,183.412,12421830696186.412,4292.904,65.52,50.792,52.399,"17_2021_08_18_06_09_08_444343.json","17_2021_08_18_06_10_33_754249.json"
102,2021-08-18 06:12:26,16,101578,0.810350305757145,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6404226139.933,80026.409,57883.904,96731.374,3051.804,55.243,43.387,94.001,"16_2021_08_18_06_11_55_965210.json","16_2021_08_18_06_12_14_860070.json"
103,2021-08-18 06:12:56,16,101578,0.810350305757145,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",69047455.524,8309.48,6210.973,18162.399,3467.247,58.883,47.665,122.685,"16_2021_08_18_06_12_31_773785.json","16_2021_08_18_06_12_45_758521.json"
104,2021-08-18 06:21:09,16,101578,0.810350305757145,"35533",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",9724.598,98.613,67.427,30308448763993.47,2587.142,50.864,40.055,90.051,"16_2021_08_18_06_18_43_288138.json","16_2021_08_18_06_20_10_809116.json"
105,2021-08-18 06:21:46,4956,44172,0.910527977844335,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1778.663,42.174,29.301,75.534,439.438,20.963,16.577,68.281,"4956_2021_08_18_06_21_20_163978.json","4956_2021_08_18_06_21_35_590572.json"
106,2021-08-18 06:22:11,4956,44172,0.910527977844335,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",15467.504,124.368,101.421,202.706,1464.829,38.273,31.125,86.912,"4956_2021_08_18_06_21_49_825011.json","4956_2021_08_18_06_22_02_624638.json"
107,2021-08-18 06:25:16,4956,44172,0.910527977844335,"17116",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",620972.366,788.018,688.898,367746840482787.2,619.818,24.896,19.852,81.252,"4956_2021_08_18_06_23_57_026537.json","4956_2021_08_18_06_24_45_762152.json"
108,2021-08-18 06:25:57,4942,5867,0.786347680946587,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3576.074,59.8,51.744,273.519,3840.199,61.969,60.609,87.285,"4942_2021_08_18_06_25_25_666402.json","4942_2021_08_18_06_25_43_370078.json"
109,2021-08-18 06:26:23,4942,5867,0.786347680946587,"7",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",245803.949,495.786,494.232,1150.588,1536.694,39.201,34.917,59.19,"4942_2021_08_18_06_26_00_858599.json","4942_2021_08_18_06_26_14_011334.json"
110,2021-08-18 06:27:18,4942,5867,0.786347680946587,"2105",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1096.371,33.111,22.898,4418751621822.783,1055.381,32.487,26.0,58.044,"4942_2021_08_18_06_26_43_858362.json","4942_2021_08_18_06_27_02_650214.json"
111,2021-08-18 06:27:56,4981,61980,0.68869780839388,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1160712.52,1077.364,846.996,1575.088,878.78,29.644,23.223,115.229,"4981_2021_08_18_06_27_29_545932.json","4981_2021_08_18_06_27_45_180733.json"
112,2021-08-18 09:50:51,4991,42252,0.709061146377968,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1230.416,35.077,27.44,78.807,309.69,17.598,14.352,78.545,"4991_2021_08_18_09_50_21_318751.json","4991_2021_08_18_09_50_37_186095.json"
113,2021-08-18 09:51:28,4991,42252,0.709061146377968,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",16136.614,127.03,103.354,338.88,402.115,20.053,16.418,95.855,"4991_2021_08_18_09_50_56_093832.json","4991_2021_08_18_09_51_16_738183.json"
114,2021-08-18 09:54:51,4991,42252,0.709061146377968,"11252",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3059.353,55.311,38.948,5210157749628.588,372.249,19.294,15.566,81.005,"4991_2021_08_18_09_53_33_566047.json","4991_2021_08_18_09_54_15_965201.json"
115,2021-08-18 09:55:35,4946,23494,0.829924581758212,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",990.064,31.465,24.596,95.401,537.527,23.185,18.989,88.087,"4946_2021_08_18_09_55_05_662638.json","4946_2021_08_18_09_55_22_887834.json"
116,2021-08-18 09:56:03,4946,23494,0.829924581758212,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",11266.604,106.144,83.092,456.788,1271.66,35.66,28.926,165.218,"4946_2021_08_18_09_55_38_713119.json","4946_2021_08_18_09_55_53_677244.json"
117,2021-08-18 09:58:19,4946,23494,0.829924581758212,"8698",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2867.629,53.55,38.649,6271547974725.764,728.179,26.985,20.811,89.16,"4946_2021_08_18_09_57_12_671630.json","4946_2021_08_18_09_57_51_303534.json"
118,2021-08-18 09:59:04,4952,36793,0.795844331701531,"30",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",866.766,29.441,21.88,93.346,255.067,15.971,13.037,92.039,"4952_2021_08_18_09_58_31_074038.json","4952_2021_08_18_09_58_50_456854.json"
119,2021-08-18 09:59:30,4952,36793,0.795844331701531,"7",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",6329.73,79.56,65.317,361.791,851.843,29.186,23.399,176.366,"4952_2021_08_18_09_59_07_447871.json","4952_2021_08_18_09_59_20_236569.json"
120,2021-08-18 10:02:41,4952,36793,0.795844331701531,"15543",[10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1715.241,41.415,33.343,12229146343325.8,617.676,24.853,20.6,134.042,"4952_2021_08_18_10_01_22_992500.json","4952_2021_08_18_10_02_11_460949.json"
121,2021-08-18 10:03:27,12,37895,0.779051970665976,"30",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",320425226.22,17900.425,14344.577,31917.356,5652.239,75.181,58.904,151.071,"12_2021_08_18_10_02_54_992962.json","12_2021_08_18_10_03_13_576170.json"
122,2021-08-18 10:03:58,12,37895,0.779051970665976,"7",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",537603412.187,23186.276,19176.002,28816.944,2558.011,50.577,38.164,92.721,"12_2021_08_18_10_03_32_299557.json","12_2021_08_18_10_03_47_839709.json"
123,2021-08-18 10:07:24,12,37895,0.779051970665976,"11808",[ 9 10 11 12 13 14 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",7786.948,88.244,46.811,18569866736805.72,1894.471,43.526,35.251,90.916,"12_2021_08_18_10_05_59_406517.json","12_2021_08_18_10_06_48_090936.json"
124,2021-08-18 10:08:26,13,101578,0.5457179246035,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",29931620933.521,173007.575,124333.917,62989.908,5696.116,75.473,57.383,26.76,"13_2021_08_18_10_07_47_242246.json","13_2021_08_18_10_08_10_022476.json"
125,2021-08-18 10:09:02,13,101578,0.5457179246035,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",408129593.841,20202.218,14965.0,8834.107,12580.837,112.164,91.233,72.888,"13_2021_08_18_10_08_31_883883.json","13_2021_08_18_10_08_50_432190.json"
126,2021-08-18 10:30:44,13,101578,0.5457179246035,"46335",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",19008.641,137.872,104.886,40036478749755.625,12985.45,113.954,90.126,119.357,"13_2021_08_18_10_19_53_610968.json","13_2021_08_18_10_28_03_565116.json"
127,2021-08-18 10:31:25,4947,34090,0.491984151764308,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",833.162,28.865,21.175,97.536,65.176,8.073,6.958,108.374,"4947_2021_08_18_10_30_57_358632.json","4947_2021_08_18_10_31_14_148783.json"
128,2021-08-18 10:31:55,4947,34090,0.491984151764308,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",13995.822,118.304,95.952,445.656,102.599,10.129,8.148,119.726,"4947_2021_08_18_10_31_29_343629.json","4947_2021_08_18_10_31_44_201966.json"
129,2021-08-18 10:34:29,4947,34090,0.491984151764308,"3414",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1003.98,31.686,24.428,14705816816794.117,86.432,9.297,7.599,93.294,"4947_2021_08_18_10_33_22_346634.json","4947_2021_08_18_10_33_52_470402.json"
130,2021-08-18 10:35:12,4986,60344,0.756574160707124,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3462.261,58.841,45.524,57.184,921.844,30.362,24.285,80.108,"4986_2021_08_18_10_34_41_637821.json","4986_2021_08_18_10_34_59_017870.json"
131,2021-08-18 10:35:46,4986,60344,0.756574160707124,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",331489.045,575.751,459.422,1975.824,3312.137,57.551,48.811,69.072,"4986_2021_08_18_10_35_16_369678.json","4986_2021_08_18_10_35_34_181729.json"
132,2021-08-18 10:40:34,4986,60344,0.756574160707124,"16963",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",15034.76,122.616,95.789,7189761325024.081,2600.771,50.998,40.649,81.082,"4986_2021_08_18_10_38_38_014260.json","4986_2021_08_18_10_39_45_724976.json"
133,2021-08-18 10:41:30,4951,35340,0.685157541385045,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2054.346,45.325,33.592,60.448,507.171,22.52,17.989,60.1,"4951_2021_08_18_10_40_50_835177.json","4951_2021_08_18_10_41_09_677703.json"
134,2021-08-18 10:42:00,4951,35340,0.685157541385045,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",47034.85,216.875,182.741,359.783,1516.51,38.942,30.954,108.112,"4951_2021_08_18_10_41_33_917589.json","4951_2021_08_18_10_41_50_259107.json"
135,2021-08-18 10:44:57,4951,35340,0.685157541385045,"11371",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2125.199,46.1,31.589,14465766331086.371,2467.735,49.676,40.558,191.054,"4951_2021_08_18_10_43_39_103535.json","4951_2021_08_18_10_44_27_952915.json"
136,2021-08-18 10:45:41,4945,17243,0.498923745032421,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1604.525,40.057,30.975,92.98,149.804,12.239,9.919,87.337,"4945_2021_08_18_10_45_07_386551.json","4945_2021_08_18_10_45_28_229965.json"
137,2021-08-18 12:51:47,39,101578,0.719097060995469,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",35874119790.041,189404.646,129703.586,95783.69,7522.44,86.732,66.052,35.414,"39_2021_08_18_12_51_14_337712.json","39_2021_08_18_12_51_33_692445.json"
138,2021-08-18 12:52:18,39,101578,0.719097060995469,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",327303144.982,18091.521,13289.754,26876.286,17595.078,132.646,108.705,160.784,"39_2021_08_18_12_51_52_077493.json","39_2021_08_18_12_52_07_204282.json"
139,2021-08-18 13:01:31,39,101578,0.719097060995469,"37335",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",54766.687,234.023,182.809,75573053700523.33,157098.25,396.356,349.116,418.865,"39_2021_08_18_12_58_50_946683.json","39_2021_08_18_13_00_35_354609.json"
140,2021-08-18 13:02:24,11,101544,0.764601391593985,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",18380320490.668,135574.041,98895.358,50303.857,6853.037,82.783,62.337,39.488,"11_2021_08_18_13_01_50_485842.json","11_2021_08_18_13_02_10_712037.json"
141,2021-08-18 13:02:58,11,101544,0.764601391593985,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",774825001.813,27835.679,20061.5,11300.23,11363.886,106.602,84.863,46.877,"11_2021_08_18_13_02_30_051704.json","11_2021_08_18_13_02_47_330072.json"
142,2021-08-18 13:11:11,11,101544,0.764601391593985,"44665",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",29598.479,172.042,135.543,21387449781089.707,7106.605,84.301,67.263,56.831,"11_2021_08_18_13_08_20_820930.json","11_2021_08_18_13_10_09_065976.json"
143,2021-08-18 13:12:00,10,101578,0.533761030276296,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",11845426862.046,108836.698,82337.206,37884.327,6465.761,80.41,60.923,26.991,"10_2021_08_18_13_11_27_399683.json","10_2021_08_18_13_11_46_682907.json"
144,2021-08-18 13:12:32,10,101578,0.533761030276296,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",306719922.194,17513.421,12631.404,6933.879,10926.33,104.529,82.375,52.33,"10_2021_08_18_13_12_05_565324.json","10_2021_08_18_13_12_21_180118.json"
145,2021-08-18 13:21:57,10,101578,0.533761030276296,"43905",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",110105.969,331.822,290.886,7381045235574.637,40484.054,201.206,159.409,50.868,"10_2021_08_18_13_18_33_460472.json","10_2021_08_18_13_20_37_792103.json"
146,2021-08-18 13:23:09,38,101544,0.789237282632471,"30",[10 11 12 13 14 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",7631784619.125,87360.086,62726.484,67239.202,243286.292,493.241,409.791,477.471,"38_2021_08_18_13_22_27_972877.json","38_2021_08_18_13_22_53_777665.json"
147,2021-08-18 13:23:43,38,101544,0.789237282632471,"7",[10 11 12 13 14 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",118823385.817,10900.614,8132.835,7749.948,2460.163,49.6,38.956,50.254,"38_2021_08_18_13_23_14_907436.json","38_2021_08_18_13_23_32_286038.json"
148,2021-08-18 13:32:40,38,101544,0.789237282632471,"38132",[10 11 12 13 14 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",16615.997,128.903,80.045,25437637780942.63,4755.716,68.962,55.075,70.202,"38_2021_08_18_13_30_07_739715.json","38_2021_08_18_13_31_42_994114.json"
149,2021-08-18 13:33:14,4944,12668,0.748099800909414,"30",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",4200.076,64.808,50.31,189.052,2818.256,53.087,42.749,274.818,"4944_2021_08_18_13_32_48_798166.json","4944_2021_08_18_13_33_03_805594.json"
150,2021-08-18 13:33:41,4944,12668,0.748099800909414,"7",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",7374.487,85.875,74.154,361.482,1067.622,32.674,27.705,326.717,"4944_2021_08_18_13_33_18_516704.json","4944_2021_08_18_13_33_31_703627.json"
151,2021-08-18 13:35:04,4944,12668,0.748099800909414,"3110",[ 9 10 11 12 13],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",720.602,26.844,16.705,4969451520098.665,644.417,25.385,20.527,89.086,"4944_2021_08_18_13_34_15_761416.json","4944_2021_08_18_13_34_41_748817.json"
152,2021-08-18 13:35:54,3411,60204,0.802967407859581,"30",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",7667.427,87.564,77.459,327.385,691.588,26.298,21.902,107.082,"3411_2021_08_18_13_35_18_148496.json","3411_2021_08_18_13_35_39_330572.json"
153,2021-08-18 13:36:27,3411,60204,0.802967407859581,"7",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",709464.401,842.297,831.914,3669.248,3992.504,63.186,57.15,306.178,"3411_2021_08_18_13_35_58_241671.json","3411_2021_08_18_13_36_15_298856.json"
154,2021-08-18 13:40:45,3411,60204,0.802967407859581,"21759",[10 11 12 13 14 15 16 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1808.088,42.522,32.761,4394203616244.693,3704.201,60.862,50.894,247.809,"3411_2021_08_18_13_39_08_833840.json","3411_2021_08_18_13_40_10_008220.json"
155,2021-08-18 13:41:21,4975,41137,0.444133867282438,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",482737.987,694.793,557.991,2529.792,38.285,6.187,5.218,84.133,"4975_2021_08_18_13_40_55_979804.json","4975_2021_08_18_13_41_11_865931.json"
156,2021-08-18 14:00:24,4961,57228,0.0000015560901241,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",1161.463,34.08,25.431,65.056,166.428,12.901,10.825,77.686,"4961_2021_08_18_13_59_50_541129.json","4961_2021_08_18_14_00_12_389416.json"
157,2021-08-18 14:01:08,4961,57228,0.0000015560901241,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",13700.651,117.05,96.171,240.68,303.991,17.435,14.152,95.446,"4961_2021_08_18_14_00_29_535109.json","4961_2021_08_18_14_00_50_479531.json"
158,2021-08-18 14:28:59,4949,32806,0.80601647556418,"30",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3018.345,54.939,33.771,69.804,604.515,24.587,19.238,69.524,"4949_2021_08_18_14_28_15_565223.json","4949_2021_08_18_14_28_39_982088.json"
159,2021-08-18 14:29:45,4949,32806,0.80601647556418,"7",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",23654.137,153.799,122.418,281.932,1723.806,41.519,32.886,130.927,"4949_2021_08_18_14_29_04_615405.json","4949_2021_08_18_14_29_25_950862.json"
160,2021-08-18 14:34:48,4949,32806,0.80601647556418,"12162",[10 11 12 13 14 17 18 19],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3172.327,56.323,42.978,20293143019278.76,1439.774,37.944,30.542,128.794,"4949_2021_08_18_14_32_37_848265.json","4949_2021_08_18_14_33_57_622431.json"
161,2021-08-18 14:36:20,35,101544,0.7919062545457,"30",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",22224383284.977,149078.447,116760.725,45882.23,14952.157,122.279,100.641,34.476,"35_2021_08_18_14_35_15_983180.json","35_2021_08_18_14_35_57_050039.json"
162,2021-08-18 14:37:18,35,101544,0.7919062545457,"7",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",662175377.814,25732.769,18719.882,11497.467,7857.461,88.642,67.828,57.913,"35_2021_08_18_14_36_28_409666.json","35_2021_08_18_14_36_54_753060.json"
163,2021-08-18 14:54:03,35,101544,0.7919062545457,"44768",[ 9 10 11 12 13 14 15 16 17 18 19 20],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",41700.783,204.208,164.535,24979395714381.246,7642.675,87.422,67.36,110.938,"35_2021_08_18_14_48_48_978372.json","35_2021_08_18_14_52_21_770066.json"
164,2021-08-18 14:55:41,5,101528,0.353041999336838,"30",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",2048278.755,1431.181,288.973,1615.495,456.766,21.372,17.184,155.157,"5_2021_08_18_14_54_21_968034.json","5_2021_08_18_14_55_01_481765.json"
165,2021-08-18 14:57:01,5,101528,0.353041999336838,"7",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",728592.473,853.576,174.979,703.282,589.327,24.276,19.016,123.493,"5_2021_08_18_14_55_52_686655.json","5_2021_08_18_14_56_29_912516.json"
166,2021-08-18 15:06:30,5,101528,0.353041999336838,"16865",[ 8  9 10 11 12 13 14 15 16 17 18],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",174488.767,417.719,95.366,32216022261723.76,380.507,19.507,16.427,185.576,"5_2021_08_18_15_03_02_848649.json","5_2021_08_18_15_04_40_580300.json"
167,2021-08-18 15:08:13,21,101544,0.490097255820059,"30",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",36136637591.539,190096.39,136602.413,94974.153,8983.67,94.782,77.438,82.186,"21_2021_08_18_15_07_19_200167.json","21_2021_08_18_15_07_54_643242.json"
168,2021-08-18 15:09:00,21,101544,0.490097255820059,"7",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",340738650.14,18459.108,13649.845,13074.228,6324.265,79.525,64.401,122.341,"21_2021_08_18_15_08_19_766145.json","21_2021_08_18_15_08_42_858705.json"
169,2021-08-18 15:18:50,21,101544,0.490097255820059,"41234",[10 11 12 13 14],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",21101.185,145.262,115.136,59228866075316.125,7279.179,85.318,64.338,215.705,"21_2021_08_18_15_16_02_656918.json","21_2021_08_18_15_17_38_592280.json"
170,2021-08-18 15:19:45,20,101578,0.810139883464291,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",44304447800.827,210486.218,146290.026,63133.001,12083.867,109.927,82.681,36.058,"20_2021_08_18_15_19_11_288309.json","20_2021_08_18_15_19_31_782504.json"
171,2021-08-18 15:20:16,20,101578,0.810139883464291,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",498415169.299,22325.214,15817.677,8841.391,15348.968,123.891,94.983,57.064,"20_2021_08_18_15_19_50_620462.json","20_2021_08_18_15_20_05_991355.json"
172,2021-08-18 15:29:37,20,101578,0.810139883464291,"47892",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",27450.095,165.681,124.566,51411355083569.73,16880.239,129.924,100.96,55.33,"20_2021_08_18_15_26_05_348134.json","20_2021_08_18_15_28_21_863152.json"
173,2021-08-18 15:30:29,4,101529,0.614459687064231,"30",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",269570819338.096,519202.099,383881.058,2682433.802,254.084,15.94,13.723,277.473,"4_2021_08_18_15_29_55_634947.json","4_2021_08_18_15_30_15_980637.json"
174,2021-08-18 15:31:03,4,101529,0.614459687064231,"7",[],"['10', '11', '12', '13', '14', '15', '16', '17', '18', '19']",3008372457.73,54848.632,40142.585,339130.633,260.66,16.145,13.283,165.611,"4_2021_08_18_15_30_34_949342.json","4_2021_08_18_15_30_51_430505.json"
