Month,Day,Hour,TicketsPrev,Persons
11,1,8,0,0
11,1,9,61,2
11,1,10,68,3
11,1,11,100,3
11,1,12,121,4
11,1,13,128,4
11,1,14,90,3
11,1,15,45,2
11,1,16,38,1
11,1,17,56,2
11,1,18,83,3
11,1,19,86,3
11,1,20,78,3
11,1,21,24,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,60,2
11,2,10,80,4
11,2,11,87,3
11,2,12,141,4
11,2,13,128,3
11,2,14,116,3
11,2,15,44,1
11,2,16,37,1
11,2,17,53,2
11,2,18,82,3
11,2,19,90,4
11,2,20,62,2
11,2,21,20,1
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,64,2
11,3,10,70,2
11,3,11,96,3
11,3,12,136,4
11,3,13,140,4
11,3,14,81,2
11,3,15,50,1
11,3,16,45,2
11,3,17,48,2
11,3,18,67,3
11,3,19,82,3
11,3,20,70,3
11,3,21,12,1
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,64,2
11,4,10,77,3
11,4,11,102,3
11,4,12,109,4
11,4,13,137,4
11,4,14,100,3
11,4,15,46,2
11,4,16,46,2
11,4,17,58,2
11,4,18,76,3
11,4,19,80,4
11,4,20,63,2
11,4,21,25,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,40,2
11,5,10,69,3
11,5,11,99,4
11,5,12,141,4
11,5,13,147,4
11,5,14,95,4
11,5,15,54,2
11,5,16,37,2
11,5,17,61,2
11,5,18,72,4
11,5,19,69,3
11,5,20,67,3
11,5,21,21,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,64,2
11,0,10,74,2
11,0,11,97,3
11,0,12,119,3
11,0,13,145,4
11,0,14,89,3
11,0,15,51,2
11,0,16,38,2
11,0,17,61,2
11,0,18,85,3
11,0,19,90,4
11,0,20,66,3
11,0,21,12,1
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,54,1
11,1,10,68,2
11,1,11,100,3
11,1,12,127,4
11,1,13,143,4
11,1,14,78,2
11,1,15,43,1
11,1,16,40,1
11,1,17,45,2
11,1,18,75,3
11,1,19,89,3
11,1,20,61,2
11,1,21,34,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,63,2
11,2,10,78,3
11,2,11,92,3
11,2,12,135,4
11,2,13,133,4
11,2,14,89,2
11,2,15,46,1
11,2,16,33,1
11,2,17,51,2
11,2,18,85,3
11,2,19,98,3
11,2,20,72,2
11,2,21,9,1
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,59,2
11,3,10,76,2
11,3,11,108,3
11,3,12,122,3
11,3,13,140,4
11,3,14,85,2
11,3,15,52,2
11,3,16,37,2
11,3,17,42,2
11,3,18,82,3
11,3,19,82,3
11,3,20,60,2
11,3,21,27,1
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,58,2
11,4,10,82,3
11,4,11,95,3
11,4,12,124,4
11,4,13,130,4
11,4,14,99,3
11,4,15,47,2
11,4,16,40,2
11,4,17,52,2
11,4,18,89,4
11,4,19,82,3
11,4,20,65,2
11,4,21,13,1
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,42,1
11,5,10,69,2
11,5,11,104,4
11,5,12,134,4
11,5,13,143,4
11,5,14,94,3
11,5,15,53,2
11,5,16,35,2
11,5,17,48,2
11,5,18,74,3
11,5,19,82,4
11,5,20,83,3
11,5,21,12,1
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,66,2
11,0,10,63,2
11,0,11,111,3
11,0,12,138,4
11,0,13,145,4
11,0,14,80,2
11,0,15,47,1
11,0,16,38,2
11,0,17,47,2
11,0,18,83,3
11,0,19,87,3
11,0,20,89,3
11,0,21,30,2
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,49,1
11,1,10,87,3
11,1,11,107,4
11,1,12,134,4
11,1,13,145,4
11,1,14,80,2
11,1,15,47,1
11,1,16,42,2
11,1,17,56,2
11,1,18,88,3
11,1,19,84,2
11,1,20,78,3
11,1,21,8,1
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,57,2
11,2,10,71,2
11,2,11,99,3
11,2,12,144,4
11,2,13,145,4
11,2,14,98,3
11,2,15,45,1
11,2,16,38,1
11,2,17,59,2
11,2,18,93,3
11,2,19,87,3
11,2,20,89,3
11,2,21,14,1
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
