Month,Day,Hour,TicketsPrev,Persons
11,1,9,51,3
11,1,10,68,4
11,1,11,90,4
11,1,12,97,4
11,1,13,94,4
11,1,14,62,4
11,1,15,34,2
11,1,16,26,2
11,1,17,44,3
11,1,18,59,4
11,1,19,69,4
11,1,20,53,3
11,1,21,10,1
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,50,3
11,2,10,56,3
11,2,11,70,4
11,2,12,87,4
11,2,13,86,4
11,2,14,57,3
11,2,15,29,2
11,2,16,25,1
11,2,17,38,2
11,2,18,55,3
11,2,19,66,4
11,2,20,56,3
11,2,21,13,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,43,2
11,3,10,55,3
11,3,11,69,4
11,3,12,84,4
11,3,13,88,4
11,3,14,55,3
11,3,15,29,2
11,3,16,27,2
11,3,17,36,2
11,3,18,53,3
11,3,19,61,3
11,3,20,50,3
11,3,21,11,1
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,44,2
11,4,10,60,4
11,4,11,87,4
11,4,12,90,4
11,4,13,91,4
11,4,14,60,3
11,4,15,31,2
11,4,16,29,2
11,4,17,44,3
11,4,18,66,4
11,4,19,70,4
11,4,20,59,4
11,4,21,13,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,33,2
11,5,10,64,4
11,5,11,94,4
11,5,12,113,4
11,5,13,103,4
11,5,14,76,4
11,5,15,40,2
11,5,16,30,2
11,5,17,39,2
11,5,18,50,4
11,5,19,69,4
11,5,20,50,3
11,5,21,13,1
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,39,2
11,0,10,52,3
11,0,11,64,4
11,0,12,76,4
11,0,13,80,4
11,0,14,51,3
11,0,15,27,2
11,0,16,21,1
11,0,17,40,3
11,0,18,54,3
11,0,19,66,4
11,0,20,47,3
11,0,21,16,1
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,52,2
11,1,10,64,4
11,1,11,84,4
11,1,12,97,4
11,1,13,91,4
11,1,14,64,3
11,1,15,29,2
11,1,16,22,1
11,1,17,36,2
11,1,18,49,3
11,1,19,65,4
11,1,20,53,3
11,1,21,17,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,42,2
11,2,10,51,3
11,2,11,74,4
11,2,12,78,4
11,2,13,78,3
11,2,14,56,2
11,2,15,28,1
11,2,16,27,1
11,2,17,36,2
11,2,18,56,4
11,2,19,67,4
11,2,20,51,3
11,2,21,8,1
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,44,2
11,3,10,52,3
11,3,11,67,3
11,3,12,77,4
11,3,13,89,4
11,3,14,57,3
11,3,15,30,2
11,3,16,27,2
11,3,17,34,2
11,3,18,52,3
11,3,19,61,4
11,3,20,54,3
11,3,21,11,1
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,47,3
11,4,10,66,4
11,4,11,75,4
11,4,12,93,4
11,4,13,92,4
11,4,14,57,3
11,4,15,30,2
11,4,16,26,2
11,4,17,38,2
11,4,18,56,4
11,4,19,70,4
11,4,20,60,4
11,4,21,21,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,34,2
11,5,10,63,4
11,5,11,82,4
11,5,12,115,4
11,5,13,106,4
11,5,14,79,4
