Month,Day,Hour,TicketsPrev,Persons
11,0,8,0,0
11,0,9,122,3
11,0,10,156,3
11,0,11,184,4
11,0,12,215,4
11,0,13,206,4
11,0,14,120,3
11,0,15,0,0
11,0,16,0,0
11,0,17,0,0
11,0,18,0,0
11,0,19,0,0
11,0,20,0,0
11,0,21,0,0
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,117,4
11,1,10,146,4
11,1,11,184,4
11,1,12,223,4
11,1,13,201,4
11,1,14,117,4
11,1,15,74,3
11,1,16,56,3
11,1,17,79,3
11,1,18,115,4
11,1,19,127,4
11,1,20,111,4
11,1,21,23,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,118,3
11,2,10,142,4
11,2,11,189,4
11,2,12,224,4
11,2,13,203,4
11,2,14,120,4
11,2,15,66,2
11,2,16,69,2
11,2,17,81,2
11,2,18,121,4
11,2,19,136,4
11,2,20,102,3
11,2,21,25,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,106,3
11,3,10,143,3
11,3,11,178,4
11,3,12,212,4
11,3,13,193,4
11,3,14,115,3
11,3,15,73,2
11,3,16,61,2
11,3,17,84,3
11,3,18,112,4
11,3,19,122,4
11,3,20,104,3
11,3,21,31,3
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,108,3
11,4,10,148,4
11,4,11,188,4
11,4,12,233,4
11,4,13,209,4
11,4,14,126,3
11,4,15,72,3
11,4,16,65,3
11,4,17,86,3
11,4,18,117,4
11,4,19,129,4
11,4,20,107,4
11,4,21,39,3
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,103,4
11,5,10,170,4
11,5,11,219,4
11,5,12,253,4
11,5,13,258,4
11,5,14,162,4
11,5,15,67,3
11,5,16,63,2
11,5,17,69,3
11,5,18,97,4
11,5,19,114,4
11,5,20,88,4
11,5,21,25,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,40,0
11,6,10,79,0
11,6,11,104,0
11,6,12,124,0
11,6,13,119,0
11,6,14,30,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,129,4
11,0,10,146,4
11,0,11,201,4
11,0,12,244,4
11,0,13,213,4
11,0,14,140,4
11,0,15,63,2
11,0,16,56,2
11,0,17,83,3
11,0,18,144,4
11,0,19,136,4
11,0,20,121,4
11,0,21,37,3
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,134,4
11,1,10,163,4
11,1,11,196,4
11,1,12,236,4
11,1,13,215,4
11,1,14,137,4
11,1,15,65,2
11,1,16,62,2
11,1,17,72,2
11,1,18,120,4
11,1,19,119,4
11,1,20,112,4
11,1,21,29,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,128,3
11,2,10,155,4
11,2,11,212,4
11,2,12,225,4
11,2,13,226,4
11,2,14,133,4
11,2,15,72,2
11,2,16,55,2
11,2,17,82,3
11,2,18,120,4
11,2,19,136,4
11,2,20,111,3
11,2,21,38,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,130,3
11,3,10,152,4
11,3,11,206,4
11,3,12,220,4
11,3,13,222,4
11,3,14,135,4
11,3,15,71,2
11,3,16,66,3
11,3,17,80,3
11,3,18,111,3
11,3,19,119,4
11,3,20,115,3
11,3,21,30,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,130,4
11,4,10,155,4
11,4,11,209,4
11,4,12,235,4
11,4,13,224,4
11,4,14,140,4
11,4,15,69,2
11,4,16,58,2
11,4,17,75,3
11,4,18,114,4
11,4,19,120,4
11,4,20,116,4
11,4,21,36,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,104,4
11,5,10,162,4
11,5,11,229,4
11,5,12,263,4
11,5,13,258,4
11,5,14,150,4
11,5,15,76,2
11,5,16,59,3
11,5,17,70,3
11,5,18,90,4
11,5,19,101,4
11,5,20,108,4
11,5,21,30,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,35,0
11,6,10,82,0
11,6,11,101,0
11,6,12,117,0
11,6,13,114,0
11,6,14,32,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,134,4
11,0,10,155,4
11,0,11,193,4
11,0,12,240,4
11,0,13,209,4
11,0,14,143,4
11,0,15,69,2
11,0,16,62,2
11,0,17,77,3
11,0,18,119,4
11,0,19,139,4
11,0,20,121,4
11,0,21,38,2
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,128,4
11,1,10,154,4
11,1,11,203,4
11,1,12,243,4
11,1,13,226,4
11,1,14,130,3
11,1,15,69,2
11,1,16,53,2
11,1,17,82,3
11,1,18,124,4
11,1,19,128,4
11,1,20,113,4
11,1,21,30,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,121,3
11,2,10,159,4
11,2,11,198,4
11,2,12,243,4
11,2,13,232,4
11,2,14,143,4
11,2,15,69,2
11,2,16,57,2
11,2,17,71,2
11,2,18,126,4
11,2,19,140,4
11,2,20,113,4
11,2,21,25,1
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,122,3
11,3,10,166,4
11,3,11,192,4
11,3,12,235,4
11,3,13,214,4
11,3,14,137,3
11,3,15,69,2
11,3,16,61,2
11,3,17,77,3
11,3,18,112,4
11,3,19,132,4
11,3,20,113,4
11,3,21,32,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,125,4
11,4,10,150,4
11,4,11,200,4
11,4,12,242,4
11,4,13,231,4
11,4,14,145,4
11,4,15,83,3
11,4,16,67,3
11,4,17,81,3
11,4,18,118,4
11,4,19,121,4
11,4,20,108,4
11,4,21,27,2
11,4,22,0,0
11,4,23,0,0
