Month,Day,Hour,TicketsPrev,Persons
11,0,9,87,2
11,0,10,106,3
11,0,11,143,4
11,0,12,187,4
11,0,13,204,4
11,0,14,149,3
11,0,15,0,0
11,0,16,0,0
11,0,17,0,0
11,0,18,0,0
11,0,19,0,0
11,0,20,0,0
11,0,21,0,0
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,98,4
11,1,10,115,4
11,1,11,149,4
11,1,12,189,4
11,1,13,203,4
11,1,14,145,4
11,1,15,75,2
11,1,16,45,2
11,1,17,70,3
11,1,18,118,4
11,1,19,125,4
11,1,20,111,4
11,1,21,36,3
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,96,3
11,2,10,118,4
11,2,11,141,4
11,2,12,182,4
11,2,13,218,4
11,2,14,142,4
11,2,15,79,2
11,2,16,52,2
11,2,17,78,3
11,2,18,116,4
11,2,19,129,4
11,2,20,117,4
11,2,21,40,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,85,2
11,3,10,115,3
11,3,11,148,4
11,3,12,187,4
11,3,13,195,4
11,3,14,145,3
11,3,15,63,2
11,3,16,48,2
11,3,17,68,2
11,3,18,102,4
11,3,19,123,4
11,3,20,109,3
11,3,21,29,1
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,81,2
11,4,10,115,3
11,4,11,149,4
11,4,12,187,4
11,4,13,202,4
11,4,14,142,3
11,4,15,74,3
11,4,16,48,3
11,4,17,74,3
11,4,18,99,4
11,4,19,119,4
11,4,20,99,3
11,4,21,31,1
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,74,3
11,5,10,123,4
11,5,11,172,4
11,5,12,228,4
11,5,13,207,4
11,5,14,147,4
11,5,15,63,3
11,5,16,42,2
11,5,17,60,3
11,5,18,85,4
11,5,19,103,4
11,5,20,99,4
11,5,21,34,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,31,0
11,6,10,65,0
11,6,11,94,0
11,6,12,124,0
11,6,13,116,0
11,6,14,49,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,102,3
11,0,10,115,3
11,0,11,145,4
11,0,12,198,4
11,0,13,218,4
11,0,14,179,4
11,0,15,79,2
11,0,16,49,2
11,0,17,82,3
11,0,18,115,4
11,0,19,132,4
11,0,20,123,4
11,0,21,56,4
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,117,3
11,1,10,116,3
11,1,11,153,4
11,1,12,202,4
11,1,13,233,4
11,1,14,176,4
11,1,15,74,2
11,1,16,44,2
11,1,17,71,2
11,1,18,113,4
11,1,19,124,4
11,1,20,112,4
11,1,21,37,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,112,3
11,2,10,113,4
11,2,11,155,4
11,2,12,204,4
11,2,13,230,4
11,2,14,178,4
11,2,15,73,2
11,2,16,42,2
11,2,17,77,2
11,2,18,112,3
11,2,19,128,4
11,2,20,119,4
11,2,21,45,3
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,109,3
11,3,10,106,3
11,3,11,152,4
11,3,12,201,4
11,3,13,234,4
