Month,Day,Hour,TicketsPrev,Persons
11,0,9,155,4
11,0,10,200,4
11,0,11,277,4
11,0,12,307,4
11,0,13,340,4
11,0,14,185,4
11,0,15,0,0
11,0,16,0,0
11,0,17,0,0
11,0,18,0,0
11,0,19,0,0
11,0,20,0,0
11,0,21,0,0
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,166,4
11,1,10,212,4
11,1,11,280,4
11,1,12,307,4
11,1,13,316,4
11,1,14,198,4
11,1,15,107,4
11,1,16,95,4
11,1,17,129,4
11,1,18,170,4
11,1,19,176,4
11,1,20,133,4
11,1,21,39,3
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,184,4
11,2,10,198,4
11,2,11,267,4
11,2,12,331,4
11,2,13,318,4
11,2,14,193,4
11,2,15,112,4
11,2,16,90,4
11,2,17,118,4
11,2,18,167,4
11,2,19,193,4
11,2,20,141,4
11,2,21,37,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,159,4
11,3,10,201,4
11,3,11,268,4
11,3,12,313,4
11,3,13,316,4
11,3,14,180,4
11,3,15,107,4
11,3,16,92,3
11,3,17,120,4
11,3,18,175,4
11,3,19,170,4
11,3,20,131,4
11,3,21,33,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,141,4
11,4,10,213,4
11,4,11,295,4
11,4,12,328,4
11,4,13,313,4
11,4,14,192,4
11,4,15,113,4
11,4,16,90,4
11,4,17,114,4
11,4,18,149,4
11,4,19,166,4
11,4,20,137,4
11,4,21,37,3
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,122,4
11,5,10,222,4
11,5,11,312,4
11,5,12,369,4
11,5,13,378,4
11,5,14,245,4
11,5,15,99,4
11,5,16,67,3
11,5,17,73,3
11,5,18,106,4
11,5,19,107,4
11,5,20,96,4
11,5,21,26,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,72,0
11,6,10,151,0
11,6,11,207,0
11,6,12,208,0
11,6,13,191,0
11,6,14,60,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,190,4
11,0,10,207,4
11,0,11,266,4
11,0,12,338,4
11,0,13,345,4
11,0,14,227,4
11,0,15,101,4
11,0,16,93,3
11,0,17,131,4
11,0,18,177,4
11,0,19,198,4
11,0,20,141,4
11,0,21,36,2
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,185,4
11,1,10,224,4
11,1,11,282,4
11,1,12,343,4
11,1,13,361,4
11,1,14,237,4
11,1,15,99,4
11,1,16,87,3
11,1,17,124,4
11,1,18,178,4
11,1,19,170,4
11,1,20,135,4
11,1,21,35,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,174,4
11,2,10,205,4
11,2,11,285,4
11,2,12,344,4
11,2,13,352,4
11,2,14,215,4
11,2,15,101,3
11,2,16,83,3
11,2,17,122,4
11,2,18,162,4
11,2,19,160,4
11,2,20,134,4
11,2,21,35,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,175,4
11,3,10,212,4
11,3,11,282,4
11,3,12,350,4
11,3,13,342,4
11,3,14,228,4
11,3,15,112,3
11,3,16,79,3
11,3,17,118,4
11,3,18,160,4
11,3,19,180,4
11,3,20,139,4
11,3,21,36,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,185,4
11,4,10,212,4
11,4,11,295,4
11,4,12,336,4
11,4,13,351,4
11,4,14,232,4
11,4,15,105,4
11,4,16,90,4
11,4,17,113,4
11,4,18,141,4
11,4,19,164,4
11,4,20,139,4
11,4,21,28,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,117,4
11,5,10,206,4
11,5,11,282,4
11,5,12,365,4
11,5,13,368,4
11,5,14,234,4
11,5,15,115,4
11,5,16,72,4
11,5,17,76,3
11,5,18,107,4
11,5,19,118,4
11,5,20,102,4
11,5,21,35,3
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,69,0
11,6,10,148,0
11,6,11,202,0
11,6,12,205,0
11,6,13,200,0
11,6,14,67,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,175,4
11,0,10,210,4
11,0,11,285,4
11,0,12,335,4
11,0,13,342,4
11,0,14,224,4
11,0,15,100,3
11,0,16,103,4
11,0,17,139,4
11,0,18,175,4
11,0,19,197,4
11,0,20,137,4
11,0,21,32,2
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,179,4
11,1,10,209,4
11,1,11,284,4
11,1,12,355,4
11,1,13,351,4
11,1,14,230,4
11,1,15,99,4
11,1,16,89,3
11,1,17,122,4
11,1,18,178,4
11,1,19,187,4
11,1,20,148,4
11,1,21,25,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,177,4
11,2,10,203,4
11,2,11,290,4
11,2,12,325,4
11,2,13,359,4
11,2,14,221,4
11,2,15,109,4
11,2,16,83,3
11,2,17,119,4
11,2,18,158,4
11,2,19,183,4
11,2,20,138,4
11,2,21,33,2
11,2,22,0,0
