Month,Day,Hour,TicketsPrev,Persons
11,1,8,0,0
11,1,9,66,2
11,1,10,93,4
11,1,11,135,4
11,1,12,158,4
11,1,13,184,4
11,1,14,156,4
11,1,15,105,3
11,1,16,59,2
11,1,17,67,3
11,1,18,89,3
11,1,19,112,4
11,1,20,115,4
11,1,21,43,3
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,74,2
11,2,10,91,3
11,2,11,144,4
11,2,12,154,4
11,2,13,184,4
11,2,14,167,4
11,2,15,94,3
11,2,16,59,2
11,2,17,60,2
11,2,18,92,3
11,2,19,115,4
11,2,20,102,3
11,2,21,38,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,73,2
11,3,10,85,3
11,3,11,124,4
11,3,12,147,4
11,3,13,175,4
11,3,14,173,4
11,3,15,88,3
11,3,16,60,2
11,3,17,71,3
11,3,18,92,3
11,3,19,115,4
11,3,20,107,4
11,3,21,35,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,64,2
11,4,10,93,3
11,4,11,134,4
11,4,12,159,4
11,4,13,179,4
11,4,14,162,4
11,4,15,87,3
11,4,16,57,2
11,4,17,61,2
11,4,18,80,3
11,4,19,102,4
11,4,20,102,4
11,4,21,31,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,43,2
11,5,10,68,3
11,5,11,104,4
11,5,12,128,4
11,5,13,155,4
11,5,14,123,4
11,5,15,63,3
11,5,16,45,2
11,5,17,44,2
11,5,18,67,3
11,5,19,90,4
11,5,20,97,4
11,5,21,35,2
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,71,2
11,0,10,82,3
11,0,11,129,4
11,0,12,157,4
11,0,13,178,4
11,0,14,165,4
11,0,15,98,2
11,0,16,60,2
11,0,17,73,3
11,0,18,90,3
11,0,19,123,4
11,0,20,119,4
11,0,21,40,3
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,65,2
11,1,10,86,3
11,1,11,128,4
11,1,12,163,4
11,1,13,180,4
11,1,14,164,4
11,1,15,97,2
11,1,16,57,2
11,1,17,67,2
11,1,18,91,3
11,1,19,111,4
11,1,20,108,4
11,1,21,37,3
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,65,2
11,2,10,91,3
11,2,11,129,4
11,2,12,147,4
11,2,13,181,4
11,2,14,169,4
11,2,15,96,2
11,2,16,55,2
11,2,17,60,2
11,2,18,85,3
11,2,19,115,4
11,2,20,106,4
11,2,21,41,2
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,70,2
11,3,10,81,3
11,3,11,117,4
11,3,12,147,4
11,3,13,171,4
11,3,14,173,4
11,3,15,100,3
11,3,16,60,2
11,3,17,64,2
11,3,18,80,2
11,3,19,107,4
11,3,20,106,3
11,3,21,41,3
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,61,2
11,4,10,85,3
11,4,11,130,4
11,4,12,161,4
11,4,13,176,4
11,4,14,160,4
11,4,15,94,3
11,4,16,60,2
11,4,17,59,2
11,4,18,68,3
11,4,19,98,4
11,4,20,108,4
11,4,21,36,3
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,40,2
11,5,10,64,3
11,5,11,97,4
11,5,12,131,4
11,5,13,164,4
11,5,14,139,4
11,5,15,65,3
11,5,16,44,2
11,5,17,49,2
11,5,18,66,3
11,5,19,85,3
11,5,20,102,4
11,5,21,42,3
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,69,2
11,0,10,88,3
11,0,11,128,4
11,0,12,154,4
11,0,13,176,4
11,0,14,169,4
11,0,15,96,3
11,0,16,55,2
11,0,17,70,2
11,0,18,96,3
11,0,19,115,4
11,0,20,120,4
11,0,21,41,3
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,76,2
11,1,10,86,3
11,1,11,118,4
11,1,12,147,4
11,1,13,185,4
11,1,14,159,4
11,1,15,95,2
11,1,16,54,2
11,1,17,71,3
11,1,18,87,3
11,1,19,118,4
11,1,20,118,4
11,1,21,29,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,68,2
11,2,10,90,3
11,2,11,128,4
11,2,12,151,4
11,2,13,178,4
11,2,14,168,4
11,2,15,92,2
11,2,16,51,2
11,2,17,70,2
11,2,18,87,3
11,2,19,110,4
11,2,20,108,3
11,2,21,41,3
11,2,22,0,0
11,2,23,0,0
11,3,0,0,0
11,3,1,0,0
11,3,2,0,0
11,3,3,0,0
11,3,4,0,0
11,3,5,0,0
11,3,6,0,0
11,3,7,0,0
11,3,8,0,0
11,3,9,65,2
11,3,10,86,3
11,3,11,117,4
11,3,12,145,4
11,3,13,181,4
11,3,14,164,4
11,3,15,91,3
11,3,16,61,2
11,3,17,67,2
11,3,18,95,3
11,3,19,110,4
11,3,20,108,3
11,3,21,31,2
11,3,22,0,0
11,3,23,0,0
11,4,0,0,0
11,4,1,0,0
11,4,2,0,0
11,4,3,0,0
11,4,4,0,0
11,4,5,0,0
11,4,6,0,0
11,4,7,0,0
11,4,8,0,0
11,4,9,64,2
11,4,10,90,3
11,4,11,132,4
11,4,12,157,4
11,4,13,160,4
11,4,14,165,4
11,4,15,98,3
11,4,16,56,2
11,4,17,64,2
11,4,18,80,3
11,4,19,99,4
11,4,20,96,4
11,4,21,35,2
11,4,22,0,0
11,4,23,0,0
11,5,0,0,0
11,5,1,0,0
11,5,2,0,0
11,5,3,0,0
11,5,4,0,0
11,5,5,0,0
11,5,6,0,0
11,5,7,0,0
11,5,8,0,0
11,5,9,39,2
11,5,10,65,3
11,5,11,97,4
11,5,12,125,4
11,5,13,150,4
11,5,14,133,4
11,5,15,69,3
11,5,16,44,2
11,5,17,45,2
11,5,18,73,3
11,5,19,93,4
11,5,20,105,4
11,5,21,46,4
11,5,22,0,0
11,5,23,0,0
11,6,0,0,0
11,6,1,0,0
11,6,2,0,0
11,6,3,0,0
11,6,4,0,0
11,6,5,0,0
11,6,6,0,0
11,6,7,0,0
11,6,8,0,0
11,6,9,0,0
11,6,10,0,0
11,6,11,0,0
11,6,12,0,0
11,6,13,0,0
11,6,14,0,0
11,6,15,0,0
11,6,16,0,0
11,6,17,0,0
11,6,18,0,0
11,6,19,0,0
11,6,20,0,0
11,6,21,0,0
11,6,22,0,0
11,6,23,0,0
11,0,0,0,0
11,0,1,0,0
11,0,2,0,0
11,0,3,0,0
11,0,4,0,0
11,0,5,0,0
11,0,6,0,0
11,0,7,0,0
11,0,8,0,0
11,0,9,63,2
11,0,10,87,3
11,0,11,123,4
11,0,12,152,4
11,0,13,181,4
11,0,14,169,4
11,0,15,94,3
11,0,16,63,2
11,0,17,76,3
11,0,18,91,3
11,0,19,117,4
11,0,20,116,4
11,0,21,43,2
11,0,22,0,0
11,0,23,0,0
11,1,0,0,0
11,1,1,0,0
11,1,2,0,0
11,1,3,0,0
11,1,4,0,0
11,1,5,0,0
11,1,6,0,0
11,1,7,0,0
11,1,8,0,0
11,1,9,64,2
11,1,10,84,3
11,1,11,126,4
11,1,12,151,4
11,1,13,184,4
11,1,14,168,4
11,1,15,91,3
11,1,16,59,2
11,1,17,66,2
11,1,18,88,3
11,1,19,110,4
11,1,20,109,4
11,1,21,35,2
11,1,22,0,0
11,1,23,0,0
11,2,0,0,0
11,2,1,0,0
11,2,2,0,0
11,2,3,0,0
11,2,4,0,0
11,2,5,0,0
11,2,6,0,0
11,2,7,0,0
11,2,8,0,0
11,2,9,57,2
11,2,10,80,3
11,2,11,123,4
