Store ID,N Records,N Records Agg,N Records Train,N Records Test,RAW MAE,ROUND MAE,FLOOR MAE,CEIL MAE
10.0,4237.0,4237.0,3389.0,848.0,0.32192598831985625,0.2971698113207547,0.45047169811320753,0.3714622641509434
