ds,sales,n_clients,imputed,weekday
2015-01-02 09:00:00,206.87,41.0,1,4
2015-01-02 10:00:00,206.87,41.0,-1,4
2015-01-02 11:00:00,627.0799999999999,73.0,-1,4
2015-01-02 12:00:00,559.91,71.0,-1,4
2015-01-02 13:00:00,598.31,90.0,-1,4
2015-01-02 14:00:00,400.59999999999997,61.0,-1,4
2015-01-02 15:00:00,4.0,2.0,-1,4
2015-01-02 16:00:00,2.0,1.0,-1,4
2015-01-02 17:00:00,166.59,26.0,-1,4
2015-01-02 18:00:00,261.14,37.0,-1,4
2015-01-02 19:00:00,469.65,68.0,-1,4
2015-01-02 20:00:00,425.4,55.0,-1,4
2015-01-02 21:00:00,46.16,5.0,-1,4
2015-01-03 09:00:00,272.03,35.0,1,5
2015-01-03 10:00:00,272.03,35.0,-1,5
2015-01-03 11:00:00,549.23,57.0,-1,5
2015-01-03 12:00:00,642.3299999999999,82.0,-1,5
2015-01-03 13:00:00,625.5,74.0,-1,5
2015-01-03 14:00:00,440.28,65.0,-1,5
2015-01-03 15:00:00,23.82,4.0,-1,5
2015-01-03 16:00:00,64.70500000000001,13.5,1,5
2015-01-03 17:00:00,105.59,23.0,-1,5
2015-01-03 18:00:00,465.45,63.0,-1,5
2015-01-03 19:00:00,551.98,65.0,-1,5
2015-01-03 20:00:00,416.71000000000004,67.0,-1,5
2015-01-03 21:00:00,9.18,3.0,-1,5
2015-01-05 09:00:00,478.75,53.0,1,0
2015-01-05 10:00:00,478.75,53.0,-1,0
2015-01-05 11:00:00,457.24000000000007,60.0,-1,0
2015-01-05 12:00:00,634.4000000000001,90.0,-1,0
2015-01-05 13:00:00,795.0,110.0,-1,0
2015-01-05 14:00:00,576.12,74.0,-1,0
2015-01-05 15:00:00,68.88,9.0,-1,0
2015-01-05 16:00:00,1.0,1.0,-1,0
2015-01-05 17:00:00,388.85,58.0,-1,0
2015-01-05 18:00:00,426.56,72.0,-1,0
2015-01-05 19:00:00,592.8399999999999,93.0,-1,0
2015-01-05 20:00:00,580.89,90.0,-1,0
2015-01-05 21:00:00,74.84,17.0,-1,0
2015-01-06 09:00:00,15.14,3.0,1,1
2015-01-06 10:00:00,15.14,3.0,1,1
2015-01-06 11:00:00,15.14,3.0,1,1
2015-01-06 12:00:00,15.14,3.0,1,1
2015-01-06 13:00:00,15.14,3.0,1,1
2015-01-06 14:00:00,15.14,3.0,1,1
2015-01-06 15:00:00,15.14,3.0,1,1
2015-01-06 16:00:00,15.14,3.0,1,1
2015-01-06 17:00:00,15.14,3.0,1,1
2015-01-06 18:00:00,15.14,3.0,-1,1
2015-01-06 19:00:00,58.85,5.0,-1,1
2015-01-06 20:00:00,73.41,4.0,-1,1
2015-01-06 21:00:00,4.0,2.0,-1,1
2015-01-07 09:00:00,267.47,48.0,1,2
2015-01-07 10:00:00,267.47,48.0,-1,2
2015-01-07 11:00:00,447.8,73.0,-1,2
2015-01-07 12:00:00,876.53,92.0,-1,2
2015-01-07 13:00:00,742.02,92.0,-1,2
2015-01-07 14:00:00,487.21000000000004,75.0,-1,2
2015-01-07 15:00:00,8.18,4.0,-1,2
2015-01-07 16:00:00,7.53,1.0,-1,2
2015-01-07 17:00:00,317.35,49.0,-1,2
2015-01-07 18:00:00,431.46000000000004,56.0,-1,2
2015-01-07 19:00:00,505.42,72.0,-1,2
2015-01-07 20:00:00,581.0799999999999,86.0,-1,2
2015-01-07 21:00:00,21.5,4.0,-1,2
2015-01-08 09:00:00,262.31,47.0,1,3
2015-01-08 10:00:00,262.31,47.0,-1,3
2015-01-08 11:00:00,431.98,62.0,-1,3
2015-01-08 12:00:00,667.7600000000001,89.0,-1,3
2015-01-08 13:00:00,660.4000000000001,97.0,-1,3
2015-01-08 14:00:00,454.17,83.0,-1,3
2015-01-08 15:00:00,18.36,2.0,-1,3
2015-01-08 16:00:00,1.0,1.0,-1,3
2015-01-08 17:00:00,306.9,32.0,-1,3
2015-01-08 18:00:00,453.91999999999996,54.0,-1,3
2015-01-08 19:00:00,513.47,84.0,-1,3
2015-01-08 20:00:00,464.93,75.0,-1,3
2015-01-08 21:00:00,61.03,13.0,-1,3
2015-01-09 09:00:00,237.16,40.0,1,4
2015-01-09 10:00:00,237.16,40.0,-1,4
2015-01-09 11:00:00,453.79999999999995,69.0,-1,4
2015-01-09 12:00:00,613.5799999999999,83.0,-1,4
2015-01-09 13:00:00,592.49,87.0,-1,4
2015-01-09 14:00:00,392.65,75.0,-1,4
2015-01-09 15:00:00,41.62,9.0,-1,4
2015-01-09 16:00:00,2.0,1.0,-1,4
2015-01-09 17:00:00,146.57999999999998,24.0,-1,4
2015-01-09 18:00:00,324.52,47.0,-1,4
2015-01-09 19:00:00,496.26,76.0,-1,4
2015-01-09 20:00:00,618.21,87.0,-1,4
2015-01-09 21:00:00,28.0,5.0,-1,4
2015-01-10 09:00:00,422.39,39.0,1,5
2015-01-10 10:00:00,422.39,39.0,-1,5
2015-01-10 11:00:00,519.22,52.0,-1,5
2015-01-10 12:00:00,684.1600000000001,74.0,-1,5
2015-01-10 13:00:00,807.77,100.0,-1,5
2015-01-10 14:00:00,633.7,79.0,-1,5
2015-01-10 15:00:00,52.45,5.0,-1,5
2015-01-10 16:00:00,131.60500000000002,18.5,1,5
2015-01-10 17:00:00,210.76,32.0,-1,5
2015-01-10 18:00:00,312.49,48.0,-1,5
2015-01-10 19:00:00,585.8900000000001,75.0,-1,5
2015-01-10 20:00:00,636.85,82.0,-1,5
2015-01-10 21:00:00,84.93,15.0,-1,5
2015-01-12 09:00:00,323.3,44.0,1,0
2015-01-12 10:00:00,323.3,44.0,-1,0
2015-01-12 11:00:00,469.00000000000006,65.0,-1,0
2015-01-12 12:00:00,577.29,84.0,-1,0
2015-01-12 13:00:00,731.6099999999999,100.0,-1,0
