ds,sales,n_clients,imputed,weekday
2015-01-02 09:00:00,443.42,91.0,1,4
2015-01-02 10:00:00,443.42,91.0,-1,4
2015-01-02 11:00:00,710.36,143.0,-1,4
2015-01-02 12:00:00,669.72,165.0,-1,4
2015-01-02 13:00:00,778.21,180.0,-1,4
2015-01-02 14:00:00,647.2,156.0,-1,4
2015-01-02 15:00:00,247.88,60.0,-1,4
2015-01-02 16:00:00,147.13,28.0,-1,4
2015-01-02 17:00:00,338.44,47.0,-1,4
2015-01-02 18:00:00,297.81,64.0,-1,4
2015-01-02 19:00:00,490.0,88.0,-1,4
2015-01-02 20:00:00,377.06000000000006,85.0,-1,4
2015-01-02 21:00:00,130.13,30.0,-1,4
2015-01-03 09:00:00,475.46999999999997,112.0,1,5
2015-01-03 10:00:00,475.46999999999997,112.0,-1,5
2015-01-03 11:00:00,696.8299999999999,138.0,-1,5
2015-01-03 12:00:00,1037.2,168.0,-1,5
2015-01-03 13:00:00,823.88,173.0,-1,5
2015-01-03 14:00:00,752.5600000000001,156.0,-1,5
2015-01-03 15:00:00,334.52,75.0,-1,5
2015-01-03 16:00:00,287.88,42.0,-1,5
2015-01-03 17:00:00,232.59,40.0,-1,5
2015-01-03 18:00:00,339.85,67.0,-1,5
2015-01-03 19:00:00,385.25,75.0,-1,5
2015-01-03 20:00:00,356.46000000000004,83.0,-1,5
2015-01-03 21:00:00,183.89,29.0,-1,5
2015-01-05 09:00:00,471.07000000000005,113.0,1,0
2015-01-05 10:00:00,471.07000000000005,113.0,-1,0
2015-01-05 11:00:00,678.95,140.0,-1,0
2015-01-05 12:00:00,888.44,222.0,-1,0
2015-01-05 13:00:00,919.3900000000001,226.0,-1,0
2015-01-05 14:00:00,704.88,180.0,-1,0
2015-01-05 15:00:00,280.41999999999996,82.0,-1,0
2015-01-05 16:00:00,226.78,50.0,-1,0
2015-01-05 17:00:00,280.22999999999996,63.0,-1,0
2015-01-05 18:00:00,590.3800000000001,116.0,-1,0
2015-01-05 19:00:00,605.4,139.0,-1,0
2015-01-05 20:00:00,481.4,98.0,-1,0
2015-01-05 21:00:00,213.02,54.0,-1,0
2015-01-06 09:00:00,10.0,4.0,1,1
2015-01-06 10:00:00,10.0,4.0,1,1
2015-01-06 11:00:00,10.0,4.0,1,1
2015-01-06 12:00:00,10.0,4.0,1,1
2015-01-06 13:00:00,10.0,4.0,1,1
2015-01-06 14:00:00,10.0,4.0,1,1
2015-01-06 15:00:00,10.0,4.0,1,1
2015-01-06 16:00:00,10.0,4.0,1,1
2015-01-06 17:00:00,10.0,4.0,1,1
2015-01-06 18:00:00,10.0,4.0,-1,1
2015-01-06 19:00:00,66.16,8.0,-1,1
2015-01-06 20:00:00,96.51,15.0,-1,1
