datetime,store,weekday,sales,products_sold,clients_that_bought,year,month,day
2019-08-26,1027,Monday,9777,2831,592,2019,8,26
2019-08-27,1027,Tuesday,9044,2728,584,2019,8,27
2019-08-28,1027,Wednesday,8503,2570,574,2019,8,28
2019-08-29,1027,Thursday,10045,2980,641,2019,8,29
2019-08-30,1027,Friday,10034,2938,617,2019,8,30
2019-08-31,1027,Saturday,10602,2941,513,2019,8,31
2019-09-01,1027,Sunday,7751,2049,383,2019,9,1
2019-09-02,1027,Monday,9795,2868,586,2019,9,2
2019-09-03,1027,Tuesday,7978,2407,508,2019,9,3
2019-09-04,1027,Wednesday,8698,2497,563,2019,9,4
2019-09-05,1027,Thursday,9937,2599,571,2019,9,5
2019-09-06,1027,Friday,9586,2597,555,2019,9,6
2019-09-07,1027,Saturday,8340,2374,430,2019,9,7
2019-09-08,1027,Sunday,7432,2149,438,2019,9,8
2019-09-09,1027,Monday,9403,2913,615,2019,9,9
2019-09-10,1027,Tuesday,9471,2675,602,2019,9,10
2019-09-11,1027,Wednesday,9351,2641,601,2019,9,11
2019-09-12,1027,Thursday,11560,3236,611,2019,9,12
2019-09-13,1027,Friday,4468,1303,273,2019,9,13
2019-09-14,1027,Saturday,10424,2994,502,2019,9,14
2019-09-15,1027,Sunday,7422,2096,397,2019,9,15
2019-09-16,1027,Monday,8977,2545,625,2019,9,16
2019-09-17,1027,Tuesday,10693,3028,642,2019,9,17
2019-09-18,1027,Wednesday,8847,2563,583,2019,9,18
2019-09-19,1027,Thursday,8946,2565,564,2019,9,19
2019-09-20,1027,Friday,9088,2653,594,2019,9,20
2019-09-21,1027,Saturday,10107,2989,489,2019,9,21
2019-09-22,1027,Sunday,6744,1939,346,2019,9,22
2019-09-23,1027,Monday,9008,2633,592,2019,9,23
2019-09-24,1027,Tuesday,9931,2848,624,2019,9,24
2019-09-25,1027,Wednesday,8062,2343,576,2019,9,25
2019-09-26,1027,Thursday,9776,2886,633,2019,9,26
2019-09-27,1027,Friday,10394,2890,586,2019,9,27
2019-09-28,1027,Saturday,8868,2672,448,2019,9,28
2019-09-29,1027,Sunday,5995,1706,346,2019,9,29
2019-09-30,1027,Monday,8706,2466,536,2019,9,30
2019-10-01,1027,Tuesday,9215,2644,528,2019,10,1
2019-10-02,1027,Wednesday,9771,2867,632,2019,10,2
2019-10-03,1027,Thursday,10328,2874,632,2019,10,3
2019-10-04,1027,Friday,11083,3002,602,2019,10,4
2019-10-05,1027,Saturday,10980,3051,531,2019,10,5
2019-10-06,1027,Sunday,7500,1925,356,2019,10,6
2019-10-07,1027,Monday,9692,2609,560,2019,10,7
2019-10-08,1027,Tuesday,7070,1997,492,2019,10,8
2019-10-09,1027,Wednesday,8502,2458,572,2019,10,9
2019-10-10,1027,Thursday,9277,2575,546,2019,10,10
2019-10-11,1027,Friday,9200,2678,545,2019,10,11
2019-10-12,1027,Saturday,6578,1850,323,2019,10,12
2019-10-13,1027,Sunday,7158,2078,424,2019,10,13
2019-10-14,1027,Monday,7584,2257,561,2019,10,14
2019-10-15,1027,Tuesday,9114,2524,551,2019,10,15
2019-10-16,1027,Wednesday,8403,2291,583,2019,10,16
2019-10-17,1027,Thursday,9746,3129,623,2019,10,17
2019-10-18,1027,Friday,8745,2467,546,2019,10,18
2019-10-19,1027,Saturday,8722,2512,465,2019,10,19
2019-10-20,1027,Sunday,7816,2143,400,2019,10,20
2019-10-21,1027,Monday,7983,2155,541,2019,10,21
2019-10-22,1027,Tuesday,9120,2650,586,2019,10,22
2019-10-23,1027,Wednesday,8071,2308,553,2019,10,23
2019-10-24,1027,Thursday,10859,3114,651,2019,10,24
2019-10-25,1027,Friday,10508,2992,635,2019,10,25
2019-10-26,1027,Saturday,10637,2853,516,2019,10,26
2019-10-27,1027,Sunday,7324,1998,417,2019,10,27
2019-10-28,1027,Monday,9738,2783,596,2019,10,28
2019-10-29,1027,Tuesday,9915,2950,633,2019,10,29
2019-10-30,1027,Wednesday,8929,2647,577,2019,10,30
2019-10-31,1027,Thursday,11556,3197,662,2019,10,31
2019-11-01,1027,Friday,10876,3110,604,2019,11,1
2019-11-02,1027,Saturday,7970,2307,426,2019,11,2
2019-11-03,1027,Sunday,8302,2301,438,2019,11,3
2019-11-04,1027,Monday,7647,2105,538,2019,11,4
2019-11-05,1027,Tuesday,7946,2325,517,2019,11,5
2019-11-06,1027,Wednesday,9898,2736,597,2019,11,6
2019-11-07,1027,Thursday,10888,3271,620,2019,11,7
2019-11-08,1027,Friday,10112,2792,579,2019,11,8
2019-11-09,1027,Saturday,8652,2414,417,2019,11,9
2019-11-10,1027,Sunday,8161,2257,433,2019,11,10
2019-11-11,1027,Monday,7713,2141,500,2019,11,11
2019-11-12,1027,Tuesday,7650,2213,507,2019,11,12
2019-11-13,1027,Wednesday,7983,2223,514,2019,11,13
2019-11-14,1027,Thursday,9090,2478,541,2019,11,14
2019-11-15,1027,Friday,7873,1812,376,2019,11,15
2019-11-16,1027,Saturday,7597,1922,402,2019,11,16
2019-11-17,1027,Sunday,6392,1555,330,2019,11,17
2019-11-18,1027,Monday,8925,2339,540,2019,11,18
2019-11-19,1027,Tuesday,9294,2600,570,2019,11,19
2019-11-20,1027,Wednesday,6907,1757,375,2019,11,20
2019-11-21,1027,Thursday,9215,2562,595,2019,11,21
2019-11-22,1027,Friday,8455,2372,569,2019,11,22
2019-11-23,1027,Saturday,8884,2458,465,2019,11,23
2019-11-24,1027,Sunday,7519,2030,402,2019,11,24
2019-11-25,1027,Monday,6921,1982,507,2019,11,25
2019-11-26,1027,Tuesday,7784,2198,534,2019,11,26
2019-11-27,1027,Wednesday,6240,1722,444,2019,11,27
2019-11-28,1027,Thursday,11118,2721,557,2019,11,28
2019-11-29,1027,Friday,12907,3065,585,2019,11,29
2019-11-30,1027,Saturday,9066,2534,515,2019,11,30
2019-12-01,1027,Sunday,6822,1926,389,2019,12,1
2019-12-02,1027,Monday,7485,2021,513,2019,12,2
2019-12-03,1027,Tuesday,8233,2174,519,2019,12,3
2019-12-04,1027,Wednesday,7344,2028,489,2019,12,4
2019-12-05,1027,Thursday,10403,2677,558,2019,12,5
2019-12-06,1027,Friday,10711,2599,608,2019,12,6
2019-12-07,1027,Saturday,10265,2640,492,2019,12,7
2019-12-08,1027,Sunday,8233,2102,457,2019,12,8
2019-12-09,1027,Monday,7030,1927,457,2019,12,9
2019-12-10,1027,Tuesday,6142,1653,392,2019,12,10
2019-12-11,1027,Wednesday,6662,1682,423,2019,12,11
2019-12-12,1027,Thursday,8934,2522,572,2019,12,12
2019-12-13,1027,Friday,9327,2579,532,2019,12,13
2019-12-14,1027,Saturday,8044,2078,410,2019,12,14
2019-12-15,1027,Sunday,6913,1903,399,2019,12,15
2019-12-16,1027,Monday,7645,1813,465,2019,12,16
2019-12-17,1027,Tuesday,6898,1733,424,2019,12,17
2019-12-18,1027,Wednesday,6901,1867,416,2019,12,18
2019-12-19,1027,Thursday,9103,2353,505,2019,12,19
2019-12-20,1027,Friday,10020,2418,541,2019,12,20
2019-12-21,1027,Saturday,9074,2290,454,2019,12,21
2019-12-22,1027,Sunday,6133,1574,331,2019,12,22
2019-12-23,1027,Monday,6714,1577,382,2019,12,23
2019-12-24,1027,Tuesday,8262,1928,366,2019,12,24
2019-12-26,1027,Thursday,6650,1755,396,2019,12,26
2019-12-27,1027,Friday,8373,2031,425,2019,12,27
2019-12-28,1027,Saturday,6750,1783,349,2019,12,28
2019-12-29,1027,Sunday,5720,1562,308,2019,12,29
2019-12-30,1027,Monday,6899,1720,385,2019,12,30
2019-12-31,1027,Tuesday,6047,1546,300,2019,12,31
2020-01-02,1027,Thursday,6432,1686,374,2020,1,2
2020-01-03,1027,Friday,6793,1723,402,2020,1,3
2020-01-04,1027,Saturday,7590,1732,336,2020,1,4
2020-01-05,1027,Sunday,5967,1457,324,2020,1,5
2020-01-06,1027,Monday,8497,2181,492,2020,1,6
2020-01-07,1027,Tuesday,7089,1752,446,2020,1,7
2020-01-08,1027,Wednesday,6781,1740,441,2020,1,8
2020-01-09,1027,Thursday,7654,2113,460,2020,1,9
2020-01-10,1027,Friday,9459,2664,541,2020,1,10
2020-01-11,1027,Saturday,7735,2012,403,2020,1,11
2020-01-12,1027,Sunday,5602,1567,293,2020,1,12
2020-01-13,1027,Monday,6105,1691,397,2020,1,13
2020-01-14,1027,Tuesday,6321,1756,453,2020,1,14
2020-01-15,1027,Wednesday,7125,1819,477,2020,1,15
2020-01-16,1027,Thursday,7681,2062,447,2020,1,16
2020-01-17,1027,Friday,7121,1986,460,2020,1,17
2020-01-18,1027,Saturday,7803,1949,396,2020,1,18
2020-01-19,1027,Sunday,2311,623,149,2020,1,19
2020-01-20,1027,Monday,7791,2105,488,2020,1,20
2020-01-21,1027,Tuesday,7472,2003,457,2020,1,21
2020-01-22,1027,Wednesday,7327,1974,467,2020,1,22
2020-01-23,1027,Thursday,8083,2088,439,2020,1,23
2020-01-24,1027,Friday,7830,1861,442,2020,1,24
2020-01-25,1027,Saturday,7117,1717,365,2020,1,25
2020-01-26,1027,Sunday,6701,1552,327,2020,1,26
2020-01-27,1027,Monday,7139,1913,479,2020,1,27
2020-01-28,1027,Tuesday,7227,1865,432,2020,1,28
2020-01-29,1027,Wednesday,7299,2017,487,2020,1,29
2020-01-30,1027,Thursday,8110,2192,495,2020,1,30
2020-01-31,1027,Friday,8630,2276,468,2020,1,31
2020-02-01,1027,Saturday,8273,2065,371,2020,2,1
2020-02-02,1027,Sunday,6765,1782,320,2020,2,2
2020-02-03,1027,Monday,6794,1794,408,2020,2,3
2020-02-04,1027,Tuesday,8079,2340,501,2020,2,4
2020-02-05,1027,Wednesday,7600,2191,492,2020,2,5
2020-02-06,1027,Thursday,10211,2809,557,2020,2,6
2020-02-07,1027,Friday,9142,2582,550,2020,2,7
2020-02-08,1027,Saturday,9423,2328,447,2020,2,8
2020-02-09,1027,Sunday,7330,1885,323,2020,2,9
2020-02-10,1027,Monday,8112,2253,422,2020,2,10
2020-02-11,1027,Tuesday,8208,2268,500,2020,2,11
2020-02-12,1027,Wednesday,7833,2120,488,2020,2,12
2020-02-13,1027,Thursday,7842,2086,488,2020,2,13
2020-02-14,1027,Friday,7449,2035,477,2020,2,14
2020-02-15,1027,Saturday,9693,2501,490,2020,2,15
2020-02-16,1027,Sunday,7688,1933,359,2020,2,16
2020-02-17,1027,Monday,8003,2246,513,2020,2,17
2020-02-18,1027,Tuesday,7188,2028,498,2020,2,18
2020-02-19,1027,Wednesday,7341,1930,494,2020,2,19
2020-02-20,1027,Thursday,9769,2536,581,2020,2,20
2020-02-21,1027,Friday,8293,2291,538,2020,2,21
2020-02-22,1027,Saturday,8187,2157,371,2020,2,22
2020-02-23,1027,Sunday,5813,1426,298,2020,2,23
2020-02-24,1027,Monday,6041,1714,341,2020,2,24
2020-02-25,1027,Tuesday,5334,1406,292,2020,2,25
2020-02-26,1027,Wednesday,7119,1930,405,2020,2,26
2020-02-27,1027,Thursday,9207,2423,537,2020,2,27
2020-02-28,1027,Friday,9657,2522,498,2020,2,28
2020-02-29,1027,Saturday,9746,2475,445,2020,2,29
2020-03-01,1027,Sunday,6927,1867,392,2020,3,1
2020-03-02,1027,Monday,8303,2409,498,2020,3,2
2020-03-03,1027,Tuesday,7988,2051,487,2020,3,3
2020-03-04,1027,Wednesday,9229,2520,577,2020,3,4
2020-03-05,1027,Thursday,10293,2785,596,2020,3,5
2020-03-06,1027,Friday,9637,2489,531,2020,3,6
2020-03-07,1027,Saturday,8303,2078,442,2020,3,7
2020-03-08,1027,Sunday,6557,1662,345,2020,3,8
2020-03-09,1027,Monday,8543,2167,520,2020,3,9
2020-03-10,1027,Tuesday,8621,2119,558,2020,3,10
2020-03-11,1027,Wednesday,8549,1979,534,2020,3,11
2020-03-12,1027,Thursday,10005,2533,601,2020,3,12
2020-03-13,1027,Friday,10213,2403,548,2020,3,13
2020-03-14,1027,Saturday,9308,2083,437,2020,3,14
2020-03-15,1027,Sunday,8172,1598,336,2020,3,15
2020-03-16,1027,Monday,9215,1997,441,2020,3,16
2020-03-17,1027,Tuesday,10845,2575,481,2020,3,17
2020-03-18,1027,Wednesday,10544,2454,475,2020,3,18
2020-03-19,1027,Thursday,11866,2840,452,2020,3,19
2020-03-20,1027,Friday,10533,2587,398,2020,3,20
2020-03-21,1027,Saturday,6804,1591,246,2020,3,21
2020-03-22,1027,Sunday,4820,1119,197,2020,3,22
2020-03-23,1027,Monday,6644,1703,297,2020,3,23
2020-03-24,1027,Tuesday,5581,1375,283,2020,3,24
2020-03-25,1027,Wednesday,4901,1195,253,2020,3,25
2020-03-26,1027,Thursday,5885,1393,263,2020,3,26
2020-03-27,1027,Friday,6002,1535,273,2020,3,27
2020-03-28,1027,Saturday,6240,1431,238,2020,3,28
2020-03-29,1027,Sunday,4660,1232,214,2020,3,29
2020-03-30,1027,Monday,5096,1328,247,2020,3,30
2020-03-31,1027,Tuesday,5655,1461,247,2020,3,31
2020-04-01,1027,Wednesday,5934,1484,271,2020,4,1
2020-04-02,1027,Thursday,7157,1769,304,2020,4,2
2020-04-03,1027,Friday,7806,1955,305,2020,4,3
2020-04-04,1027,Saturday,8313,2001,293,2020,4,4
2020-04-05,1027,Sunday,6323,1534,268,2020,4,5
2020-04-06,1027,Monday,6091,1661,290,2020,4,6
2020-04-07,1027,Tuesday,7220,1792,298,2020,4,7
2020-04-08,1027,Wednesday,6881,1746,296,2020,4,8
2020-04-09,1027,Thursday,8548,2044,356,2020,4,9
2020-04-10,1027,Friday,3655,933,145,2020,4,10
2020-04-11,1027,Saturday,6053,1636,258,2020,4,11
2020-04-12,1027,Sunday,6343,1470,282,2020,4,12
2020-04-13,1027,Monday,5318,1377,286,2020,4,13
2020-04-14,1027,Tuesday,5232,1328,255,2020,4,14
2020-04-15,1027,Wednesday,5456,1349,269,2020,4,15
2020-04-16,1027,Thursday,6530,1563,274,2020,4,16
2020-04-17,1027,Friday,7424,1889,294,2020,4,17
2020-04-18,1027,Saturday,6449,1502,230,2020,4,18
2020-04-19,1027,Sunday,5733,1402,228,2020,4,19
2020-04-20,1027,Monday,6466,1731,279,2020,4,20
2020-04-21,1027,Tuesday,5371,1463,253,2020,4,21
2020-04-22,1027,Wednesday,5755,1599,301,2020,4,22
2020-04-23,1027,Thursday,6589,1642,292,2020,4,23
2020-04-24,1027,Friday,7863,1884,300,2020,4,24
2020-04-25,1027,Saturday,6077,1630,252,2020,4,25
2020-04-26,1027,Sunday,5249,1323,235,2020,4,26
2020-04-27,1027,Monday,5760,1464,262,2020,4,27
2020-04-28,1027,Tuesday,5341,1466,237,2020,4,28
2020-04-29,1027,Wednesday,6043,1618,294,2020,4,29
2020-04-30,1027,Thursday,7442,1984,320,2020,4,30
2020-05-01,1027,Friday,8067,2007,295,2020,5,1
2020-05-02,1027,Saturday,6979,1882,279,2020,5,2
2020-05-03,1027,Sunday,5753,1496,233,2020,5,3
2020-05-04,1027,Monday,5762,1567,267,2020,5,4
2020-05-05,1027,Tuesday,5543,1598,270,2020,5,5
2020-05-06,1027,Wednesday,6094,1561,270,2020,5,6
2020-05-07,1027,Thursday,6540,1621,266,2020,5,7
2020-05-08,1027,Friday,6414,1555,290,2020,5,8
2020-05-09,1027,Saturday,7128,1687,237,2020,5,9
2020-05-10,1027,Sunday,5365,1261,235,2020,5,10
2020-05-11,1027,Monday,5782,1443,276,2020,5,11
2020-05-12,1027,Tuesday,6196,1639,280,2020,5,12
2020-05-13,1027,Wednesday,5670,1526,259,2020,5,13
2020-05-14,1027,Thursday,6691,1693,269,2020,5,14
2020-05-15,1027,Friday,7122,1898,313,2020,5,15
2020-05-16,1027,Saturday,7540,1843,288,2020,5,16
2020-05-17,1027,Sunday,5956,1605,278,2020,5,17
2020-05-18,1027,Monday,6395,1535,270,2020,5,18
2020-05-19,1027,Tuesday,7567,1855,303,2020,5,19
2020-05-20,1027,Wednesday,6612,1684,286,2020,5,20
2020-05-21,1027,Thursday,6400,1511,265,2020,5,21
2020-05-22,1027,Friday,7376,1856,309,2020,5,22
2020-05-23,1027,Saturday,6661,1724,257,2020,5,23
2020-05-24,1027,Sunday,6465,1562,232,2020,5,24
2020-05-25,1027,Monday,5652,1407,256,2020,5,25
2020-05-26,1027,Tuesday,5409,1403,270,2020,5,26
2020-05-27,1027,Wednesday,5404,1382,263,2020,5,27
2020-05-28,1027,Thursday,6225,1559,287,2020,5,28
2020-05-29,1027,Friday,7098,1830,320,2020,5,29
2020-05-30,1027,Saturday,7484,1741,267,2020,5,30
2020-05-31,1027,Sunday,5341,1190,221,2020,5,31
2020-06-01,1027,Monday,6663,1731,310,2020,6,1
2020-06-02,1027,Tuesday,5135,1228,219,2020,6,2
2020-06-03,1027,Wednesday,6653,1649,296,2020,6,3
2020-06-04,1027,Thursday,6502,1625,271,2020,6,4
2020-06-05,1027,Friday,7531,1934,329,2020,6,5
2020-06-06,1027,Saturday,8206,2025,309,2020,6,6
2020-06-07,1027,Sunday,5728,1505,239,2020,6,7
2020-06-08,1027,Monday,6812,1664,302,2020,6,8
2020-06-09,1027,Tuesday,6954,1711,307,2020,6,9
2020-06-10,1027,Wednesday,7019,1658,330,2020,6,10
2020-06-11,1027,Thursday,6119,1558,283,2020,6,11
2020-06-12,1027,Friday,7406,1784,330,2020,6,12
2020-06-13,1027,Saturday,7606,1763,313,2020,6,13
2020-06-14,1027,Sunday,5080,1245,215,2020,6,14
2020-06-15,1027,Monday,6100,1647,302,2020,6,15
2020-06-16,1027,Tuesday,6567,1620,278,2020,6,16
2020-06-17,1027,Wednesday,6164,1674,286,2020,6,17
2020-06-18,1027,Thursday,8810,2273,361,2020,6,18
2020-06-19,1027,Friday,7651,1895,342,2020,6,19
2020-06-20,1027,Saturday,8114,2208,324,2020,6,20
2020-06-21,1027,Sunday,5847,1551,260,2020,6,21
2020-06-22,1027,Monday,6290,1754,317,2020,6,22
2020-06-23,1027,Tuesday,8040,2079,345,2020,6,23
2020-06-24,1027,Wednesday,7008,1911,350,2020,6,24
2020-06-25,1027,Thursday,8319,2108,364,2020,6,25
2020-06-26,1027,Friday,7407,1861,334,2020,6,26
2020-06-27,1027,Saturday,6772,1758,250,2020,6,27
2020-06-28,1027,Sunday,6009,1496,223,2020,6,28
2020-06-29,1027,Monday,6960,1777,309,2020,6,29
2020-06-30,1027,Tuesday,7593,2032,340,2020,6,30
2020-07-01,1027,Wednesday,6471,1824,322,2020,7,1
2020-07-02,1027,Thursday,7940,1982,340,2020,7,2
2020-07-03,1027,Friday,8309,2048,359,2020,7,3
2020-07-04,1027,Saturday,9528,2284,329,2020,7,4
2020-07-05,1027,Sunday,6667,1629,265,2020,7,5
2020-07-06,1027,Monday,7048,1695,306,2020,7,6
2020-07-07,1027,Tuesday,7093,1845,342,2020,7,7
2020-07-08,1027,Wednesday,8195,2072,357,2020,7,8
2020-07-09,1027,Thursday,7200,1741,355,2020,7,9
2020-07-10,1027,Friday,7991,2122,369,2020,7,10
2020-07-11,1027,Saturday,7243,1781,298,2020,7,11
2020-07-12,1027,Sunday,6048,1534,256,2020,7,12
2020-07-13,1027,Monday,6625,1763,328,2020,7,13
2020-07-14,1027,Tuesday,6995,1942,330,2020,7,14
2020-07-15,1027,Wednesday,5915,1607,313,2020,7,15
2020-07-16,1027,Thursday,8473,2196,385,2020,7,16
2020-07-17,1027,Friday,7888,2139,374,2020,7,17
2020-07-18,1027,Saturday,9199,2066,328,2020,7,18
2020-07-19,1027,Sunday,7410,1690,264,2020,7,19
2020-07-20,1027,Monday,7651,1822,381,2020,7,20
2020-07-21,1027,Tuesday,6877,1648,345,2020,7,21
2020-07-22,1027,Wednesday,7853,1898,368,2020,7,22
2020-07-23,1027,Thursday,7602,1705,360,2020,7,23
2020-07-24,1027,Friday,8284,1833,371,2020,7,24
2020-07-25,1027,Saturday,9940,2307,368,2020,7,25
2020-07-26,1027,Sunday,5568,1236,224,2020,7,26
2020-07-27,1027,Monday,6578,1619,356,2020,7,27
2020-07-28,1027,Tuesday,7381,1768,354,2020,7,28
2020-07-29,1027,Wednesday,6941,1574,326,2020,7,29
2020-07-30,1027,Thursday,8410,1852,352,2020,7,30
2020-07-31,1027,Friday,8981,2296,390,2020,7,31
