datetime,store,weekday,sales,products_sold,clients_that_bought,year,month,day
2020-01-04,274,Saturday,34190,7595,715,2020,1,4
2020-01-05,274,Sunday,31068,6848,567,2020,1,5
2020-01-06,274,Monday,42178,9350,910,2020,1,6
2020-01-07,274,Tuesday,34042,8317,921,2020,1,7
2020-01-08,274,Wednesday,22711,5372,790,2020,1,8
2020-01-09,274,Thursday,48385,11278,1048,2020,1,9
2020-01-10,274,Friday,42640,10538,972,2020,1,10
2020-01-11,274,Saturday,42232,10400,872,2020,1,11
2020-01-12,274,Sunday,35828,7829,575,2020,1,12
2020-01-13,274,Monday,33128,7304,847,2020,1,13
2020-01-14,274,Tuesday,34267,7858,944,2020,1,14
2020-01-15,274,Wednesday,28030,6545,863,2020,1,15
2020-01-16,274,Thursday,34789,8041,899,2020,1,16
2020-01-17,274,Friday,30586,6964,714,2020,1,17
2020-01-18,274,Saturday,39560,8776,827,2020,1,18
2020-01-19,274,Sunday,35026,7576,644,2020,1,19
2020-01-20,274,Monday,35480,7548,913,2020,1,20
2020-01-21,274,Tuesday,33993,7819,947,2020,1,21
2020-01-22,274,Wednesday,26926,6115,887,2020,1,22
2020-01-23,274,Thursday,38241,8437,950,2020,1,23
2020-01-24,274,Friday,36762,8035,887,2020,1,24
2020-01-25,274,Saturday,40766,8611,767,2020,1,25
2020-01-26,274,Sunday,33816,7129,602,2020,1,26
2020-01-27,274,Monday,32022,7186,811,2020,1,27
2020-01-28,274,Tuesday,37751,8403,928,2020,1,28
2020-01-29,274,Wednesday,25146,5718,890,2020,1,29
2020-01-30,274,Thursday,41066,9390,931,2020,1,30
2020-01-31,274,Friday,47472,10548,1001,2020,1,31
2020-02-01,274,Saturday,41232,9010,750,2020,2,1
2020-02-02,274,Sunday,37886,7913,575,2020,2,2
2020-02-03,274,Monday,33537,7039,729,2020,2,3
2020-02-04,274,Tuesday,40547,9050,983,2020,2,4
2020-02-05,274,Wednesday,29906,6574,866,2020,2,5
2020-02-06,274,Thursday,51075,11311,1039,2020,2,6
2020-02-07,274,Friday,46204,10272,982,2020,2,7
2020-02-08,274,Saturday,48125,10293,873,2020,2,8
2020-02-09,274,Sunday,38060,8005,602,2020,2,9
2020-02-10,274,Monday,39865,8488,812,2020,2,10
2020-02-11,274,Tuesday,41187,8714,992,2020,2,11
2020-02-12,274,Wednesday,26302,6098,943,2020,2,12
2020-02-13,274,Thursday,44649,9640,1003,2020,2,13
2020-02-14,274,Friday,41134,9082,984,2020,2,14
2020-02-15,274,Saturday,44762,10143,925,2020,2,15
2020-02-16,274,Sunday,39199,8478,670,2020,2,16
2020-02-17,274,Monday,38462,8370,872,2020,2,17
2020-02-18,274,Tuesday,36844,8207,951,2020,2,18
2020-02-19,274,Wednesday,23780,5435,868,2020,2,19
2020-02-20,274,Thursday,46438,10318,995,2020,2,20
2020-02-21,274,Friday,51069,11875,1012,2020,2,21
2020-02-22,274,Saturday,43617,10163,843,2020,2,22
2020-02-23,274,Sunday,28051,6221,553,2020,2,23
2020-02-24,274,Monday,29965,6531,681,2020,2,24
2020-02-25,274,Tuesday,26108,6016,577,2020,2,25
2020-02-26,274,Wednesday,26504,5863,777,2020,2,26
2020-02-27,274,Thursday,44778,9456,1002,2020,2,27
2020-02-28,274,Friday,50560,10592,978,2020,2,28
2020-02-29,274,Saturday,44286,9557,884,2020,2,29
2020-03-01,274,Sunday,39087,7942,620,2020,3,1
2020-03-02,274,Monday,39663,7974,808,2020,3,2
2020-03-03,274,Tuesday,38276,9237,978,2020,3,3
2020-03-04,274,Wednesday,29575,6825,935,2020,3,4
2020-03-05,274,Thursday,47477,10643,1046,2020,3,5
2020-03-06,274,Friday,50775,11357,1053,2020,3,6
2020-03-07,274,Saturday,55289,11944,982,2020,3,7
2020-03-08,274,Sunday,35401,7896,630,2020,3,8
2020-03-09,274,Monday,43181,8993,941,2020,3,9
2020-03-10,274,Tuesday,44846,9768,986,2020,3,10
2020-03-11,274,Wednesday,30687,6303,932,2020,3,11
2020-03-12,274,Thursday,77171,15689,1151,2020,3,12
2020-03-13,274,Friday,84889,17150,1160,2020,3,13
2020-03-14,274,Saturday,86623,17632,1104,2020,3,14
2020-03-15,274,Sunday,68175,12973,789,2020,3,15
2020-03-16,274,Monday,84414,17289,1137,2020,3,16
2020-03-17,274,Tuesday,86670,17868,1181,2020,3,17
2020-03-18,274,Wednesday,64870,13822,1032,2020,3,18
2020-03-19,274,Thursday,81285,16790,1051,2020,3,19
2020-03-20,274,Friday,68144,14437,847,2020,3,20
2020-03-21,274,Saturday,54806,11494,635,2020,3,21
2020-03-22,274,Sunday,38218,8125,473,2020,3,22
2020-03-23,274,Monday,31762,6674,506,2020,3,23
2020-03-24,274,Tuesday,30078,6525,457,2020,3,24
2020-03-25,274,Wednesday,23921,5364,546,2020,3,25
2020-03-26,274,Thursday,29319,6318,509,2020,3,26
2020-03-27,274,Friday,34154,7430,533,2020,3,27
2020-03-28,274,Saturday,39479,8318,523,2020,3,28
2020-03-29,274,Sunday,24213,5290,359,2020,3,29
2020-03-30,274,Monday,28361,5965,482,2020,3,30
2020-03-31,274,Tuesday,32841,6713,502,2020,3,31
2020-04-01,274,Wednesday,25144,5528,538,2020,4,1
2020-04-02,274,Thursday,39482,8023,541,2020,4,2
2020-04-03,274,Friday,40992,8620,577,2020,4,3
2020-04-04,274,Saturday,42884,8912,560,2020,4,4
2020-04-05,274,Sunday,30581,6468,444,2020,4,5
2020-04-06,274,Monday,28820,6310,467,2020,4,6
2020-04-07,274,Tuesday,36655,8299,501,2020,4,7
2020-04-08,274,Wednesday,30467,6183,568,2020,4,8
2020-04-09,274,Thursday,49856,10344,645,2020,4,9
2020-04-10,274,Friday,33821,7121,491,2020,4,10
2020-04-11,274,Saturday,38978,8281,548,2020,4,11
2020-04-12,274,Sunday,23707,5047,378,2020,4,12
2020-04-13,274,Monday,26637,5545,458,2020,4,13
2020-04-14,274,Tuesday,37335,8024,531,2020,4,14
2020-04-15,274,Wednesday,28209,6065,583,2020,4,15
2020-04-16,274,Thursday,40542,9070,575,2020,4,16
2020-04-17,274,Friday,43398,9078,589,2020,4,17
2020-04-18,274,Saturday,48504,10129,636,2020,4,18
2020-04-19,274,Sunday,36183,7458,474,2020,4,19
2020-04-20,274,Monday,30866,6234,511,2020,4,20
2020-04-21,274,Tuesday,28568,6088,466,2020,4,21
2020-04-22,274,Wednesday,24581,5349,547,2020,4,22
2020-04-23,274,Thursday,43125,9189,617,2020,4,23
2020-04-24,274,Friday,43615,9281,593,2020,4,24
2020-04-25,274,Saturday,47488,10200,635,2020,4,25
2020-04-26,274,Sunday,35177,7324,506,2020,4,26
2020-04-27,274,Monday,27535,5688,493,2020,4,27
2020-04-28,274,Tuesday,32142,7014,517,2020,4,28
2020-04-29,274,Wednesday,32120,6647,617,2020,4,29
2020-04-30,274,Thursday,44288,9531,644,2020,4,30
2020-05-01,274,Friday,46705,9910,594,2020,5,1
2020-05-02,274,Saturday,48159,10803,625,2020,5,2
2020-05-03,274,Sunday,27328,5716,403,2020,5,3
2020-05-04,274,Monday,30007,6421,522,2020,5,4
2020-05-05,274,Tuesday,34394,7324,534,2020,5,5
2020-05-06,274,Wednesday,25578,5588,559,2020,5,6
2020-05-07,274,Thursday,40041,8413,580,2020,5,7
2020-05-08,274,Friday,45996,9800,636,2020,5,8
2020-05-09,274,Saturday,52094,10950,632,2020,5,9
2020-05-10,274,Sunday,24287,5031,387,2020,5,10
2020-05-11,274,Monday,25643,5374,464,2020,5,11
2020-05-12,274,Tuesday,34347,7331,552,2020,5,12
2020-05-13,274,Wednesday,23214,5234,584,2020,5,13
2020-05-14,274,Thursday,34578,7488,543,2020,5,14
2020-05-15,274,Friday,44121,9479,635,2020,5,15
2020-05-16,274,Saturday,48679,9733,613,2020,5,16
2020-05-17,274,Sunday,31032,6649,437,2020,5,17
2020-05-18,274,Monday,29101,6066,500,2020,5,18
2020-05-19,274,Tuesday,35409,7618,551,2020,5,19
2020-05-20,274,Wednesday,27928,6227,578,2020,5,20
2020-05-21,274,Thursday,41984,8442,573,2020,5,21
2020-05-22,274,Friday,36504,7658,602,2020,5,22
2020-05-23,274,Saturday,42930,9034,579,2020,5,23
2020-05-24,274,Sunday,28835,6093,413,2020,5,24
2020-05-25,274,Monday,31298,6124,445,2020,5,25
2020-05-26,274,Tuesday,33133,6866,535,2020,5,26
2020-05-27,274,Wednesday,15611,3523,444,2020,5,27
2020-05-28,274,Thursday,40575,8526,624,2020,5,28
2020-05-29,274,Friday,39820,8274,597,2020,5,29
2020-05-30,274,Saturday,47859,10118,618,2020,5,30
2020-05-31,274,Sunday,26113,5704,419,2020,5,31
2020-06-01,274,Monday,31495,6524,549,2020,6,1
2020-06-02,274,Tuesday,33637,6702,489,2020,6,2
2020-06-03,274,Wednesday,29287,5979,618,2020,6,3
2020-06-04,274,Thursday,36423,7813,585,2020,6,4
2020-06-05,274,Friday,46132,9568,704,2020,6,5
2020-06-06,274,Saturday,46316,9620,628,2020,6,6
2020-06-07,274,Sunday,30377,6175,432,2020,6,7
2020-06-08,274,Monday,28963,5961,530,2020,6,8
2020-06-09,274,Tuesday,33130,7383,554,2020,6,9
2020-06-10,274,Wednesday,28647,6115,625,2020,6,10
2020-06-11,274,Thursday,38777,7909,617,2020,6,11
2020-06-12,274,Friday,41437,8744,686,2020,6,12
2020-06-13,274,Saturday,37754,7853,612,2020,6,13
2020-06-14,274,Sunday,23186,4898,365,2020,6,14
2020-06-15,274,Monday,28306,6116,535,2020,6,15
2020-06-16,274,Tuesday,32621,7037,579,2020,6,16
2020-06-17,274,Wednesday,26600,5631,635,2020,6,17
2020-06-18,274,Thursday,36207,7679,614,2020,6,18
2020-06-19,274,Friday,43527,8810,675,2020,6,19
2020-06-20,274,Saturday,39343,8384,576,2020,6,20
2020-06-21,274,Sunday,32084,6875,471,2020,6,21
2020-06-22,274,Monday,30590,6791,612,2020,6,22
2020-06-23,274,Tuesday,40109,8662,635,2020,6,23
2020-06-24,274,Wednesday,30384,6699,657,2020,6,24
2020-06-25,274,Thursday,40760,8717,696,2020,6,25
2020-06-26,274,Friday,42692,9182,663,2020,6,26
2020-06-27,274,Saturday,42687,8909,580,2020,6,27
2020-06-28,274,Sunday,32688,6914,452,2020,6,28
2020-06-29,274,Monday,40556,8741,652,2020,6,29
2020-06-30,274,Tuesday,35636,8027,618,2020,6,30
2020-07-01,274,Wednesday,26165,5706,619,2020,7,1
2020-07-02,274,Thursday,44505,8705,667,2020,7,2
2020-07-03,274,Friday,47576,9978,737,2020,7,3
2020-07-04,274,Saturday,52177,10516,700,2020,7,4
2020-07-05,274,Sunday,33203,6778,475,2020,7,5
2020-07-06,274,Monday,32991,6854,633,2020,7,6
2020-07-07,274,Tuesday,35850,7552,644,2020,7,7
2020-07-08,274,Wednesday,32113,6776,704,2020,7,8
2020-07-09,274,Thursday,43159,8948,681,2020,7,9
2020-07-10,274,Friday,48943,9939,744,2020,7,10
2020-07-11,274,Saturday,45730,9960,651,2020,7,11
2020-07-12,274,Sunday,30519,6165,449,2020,7,12
2020-07-13,274,Monday,35452,7303,627,2020,7,13
2020-07-14,274,Tuesday,38483,8225,644,2020,7,14
2020-07-15,274,Wednesday,29338,6402,654,2020,7,15
2020-07-16,274,Thursday,47291,10041,707,2020,7,16
2020-07-17,274,Friday,39552,8403,702,2020,7,17
2020-07-18,274,Saturday,51808,11000,737,2020,7,18
2020-07-19,274,Sunday,30910,6545,485,2020,7,19
2020-07-20,274,Monday,37965,7937,706,2020,7,20
2020-07-21,274,Tuesday,36815,8271,704,2020,7,21
2020-07-22,274,Wednesday,29405,6103,744,2020,7,22
2020-07-23,274,Thursday,41715,8865,703,2020,7,23
2020-07-24,274,Friday,46724,9269,747,2020,7,24
2020-07-25,274,Saturday,52468,10710,704,2020,7,25
2020-07-26,274,Sunday,31415,6523,476,2020,7,26
2020-07-27,274,Monday,41203,8354,701,2020,7,27
2020-07-28,274,Tuesday,36954,8016,688,2020,7,28
2020-07-29,274,Wednesday,28442,6191,696,2020,7,29
2020-07-30,274,Thursday,46020,9513,740,2020,7,30
2020-07-31,274,Friday,43080,9286,746,2020,7,31
