ds,sales,n_clients,year,month,day,halfhour
2020-08-21 09:00:00,33.42,8,2020,08,21,18
2020-08-21 09:30:00,69.99,15,2020,08,21,19
2020-08-21 10:00:00,144.39,22,2020,08,21,20
2020-08-21 10:30:00,156.49,27,2020,08,21,21
2020-08-21 11:00:00,163.72,24,2020,08,21,22
2020-08-21 11:30:00,167.75,25,2020,08,21,23
2020-08-21 12:00:00,152.24,23,2020,08,21,24
2020-08-21 12:30:00,277.19,34,2020,08,21,25
2020-08-21 13:00:00,259.88,41,2020,08,21,26
2020-08-21 13:30:00,275.53,33,2020,08,21,27
2020-08-21 14:00:00,80.50999999999999,20,2020,08,21,28
2020-08-21 14:30:00,35.6,11,2020,08,21,29
2020-08-21 15:00:00,85.85,10,2020,08,21,30
2020-08-21 15:30:00,20.369999999999997,5,2020,08,21,31
2020-08-21 16:00:00,37.87,6,2020,08,21,32
2020-08-21 16:30:00,21.0,6,2020,08,21,33
2020-08-21 17:00:00,111.39,12,2020,08,21,34
2020-08-21 17:30:00,112.43,18,2020,08,21,35
2020-08-21 18:00:00,142.39,14,2020,08,21,36
2020-08-21 18:30:00,175.51,22,2020,08,21,37
2020-08-21 19:00:00,116.0,21,2020,08,21,38
2020-08-21 19:30:00,82.64,13,2020,08,21,39
2020-08-21 20:00:00,142.5,17,2020,08,21,40
2020-08-21 20:30:00,133.57,22,2020,08,21,41
2020-08-21 21:00:00,108.28,14,2020,08,21,42
2020-08-22 09:00:00,58.69,4,2020,08,22,18
2020-08-22 09:30:00,60.400000000000006,12,2020,08,22,19
2020-08-22 10:00:00,155.26,21,2020,08,22,20
2020-08-22 10:30:00,83.1,18,2020,08,22,21
2020-08-22 11:00:00,143.32999999999998,17,2020,08,22,22
2020-08-22 11:30:00,185.81,25,2020,08,22,23
2020-08-22 12:00:00,162.37,29,2020,08,22,24
2020-08-22 12:30:00,249.17000000000002,34,2020,08,22,25
2020-08-22 13:00:00,143.45999999999998,23,2020,08,22,26
2020-08-22 13:30:00,110.21000000000001,21,2020,08,22,27
2020-08-22 14:00:00,129.19,19,2020,08,22,28
2020-08-22 14:30:00,86.41,18,2020,08,22,29
2020-08-22 15:00:00,48.1,6,2020,08,22,30
2020-08-22 15:30:00,36.010000000000005,8,2020,08,22,31
2020-08-22 16:00:00,61.92,8,2020,08,22,32
2020-08-22 16:30:00,4.0,2,2020,08,22,33
2020-08-22 17:00:00,48.0,6,2020,08,22,34
2020-08-22 17:30:00,136.87,15,2020,08,22,35
2020-08-22 18:00:00,77.33,16,2020,08,22,36
2020-08-22 18:30:00,65.84,16,2020,08,22,37
2020-08-22 19:00:00,69.36,10,2020,08,22,38
2020-08-22 19:30:00,76.53,12,2020,08,22,39
2020-08-22 20:00:00,94.17,24,2020,08,22,40
2020-08-22 20:30:00,181.47,25,2020,08,22,41
2020-08-22 21:00:00,60.96,7,2020,08,22,42
2020-08-23 09:00:00,19.0,6,2020,08,23,18
2020-08-23 09:30:00,51.94,11,2020,08,23,19
2020-08-23 10:00:00,48.1,10,2020,08,23,20
2020-08-23 10:30:00,76.55,17,2020,08,23,21
2020-08-23 11:00:00,106.6,17,2020,08,23,22
2020-08-23 11:30:00,116.9,26,2020,08,23,23
2020-08-23 12:00:00,96.66,19,2020,08,23,24
2020-08-23 12:30:00,163.19,30,2020,08,23,25
2020-08-23 13:00:00,171.26999999999998,35,2020,08,23,26
2020-08-23 13:30:00,142.2,28,2020,08,23,27
2020-08-23 14:00:00,49.0,10,2020,08,23,28
2020-08-23 14:30:00,82.05,7,2020,08,23,29
2020-08-23 15:00:00,27.27,8,2020,08,23,30
2020-08-23 15:30:00,6.0,1,2020,08,23,31
2020-08-24 09:00:00,56.6,10,2020,08,24,18
2020-08-24 09:30:00,152.57,14,2020,08,24,19
2020-08-24 10:00:00,156.2,26,2020,08,24,20
2020-08-24 10:30:00,48.019999999999996,16,2020,08,24,21
2020-08-24 11:00:00,94.18,20,2020,08,24,22
2020-08-24 11:30:00,129.23000000000002,26,2020,08,24,23
2020-08-24 12:00:00,164.78,27,2020,08,24,24
2020-08-24 12:30:00,217.35,22,2020,08,24,25
2020-08-24 13:00:00,153.5,29,2020,08,24,26
2020-08-24 13:30:00,121.25,20,2020,08,24,27
2020-08-24 14:00:00,90.94,20,2020,08,24,28
2020-08-24 14:30:00,85.7,18,2020,08,24,29
2020-08-24 15:00:00,24.0,5,2020,08,24,30
2020-08-24 15:30:00,26.52,5,2020,08,24,31
2020-08-24 16:00:00,68.42,8,2020,08,24,32
2020-08-24 16:30:00,31.62,9,2020,08,24,33
2020-08-24 17:00:00,85.75,13,2020,08,24,34
2020-08-24 17:30:00,75.0,15,2020,08,24,35
2020-08-24 18:00:00,54.0,12,2020,08,24,36
2020-08-24 18:30:00,100.75999999999999,11,2020,08,24,37
2020-08-24 19:00:00,133.16,18,2020,08,24,38
2020-08-24 19:30:00,67.47,15,2020,08,24,39
2020-08-24 20:00:00,111.66999999999999,17,2020,08,24,40
2020-08-24 20:30:00,34.0,6,2020,08,24,41
2020-08-24 21:00:00,54.959999999999994,13,2020,08,24,42
2020-08-25 09:00:00,76.0,11,2020,08,25,18
2020-08-25 09:30:00,71.24000000000001,14,2020,08,25,19
2020-08-25 10:00:00,72.03999999999999,14,2020,08,25,20
2020-08-25 10:30:00,93.84,17,2020,08,25,21
2020-08-25 11:00:00,169.96,23,2020,08,25,22
2020-08-25 11:30:00,101.16,18,2020,08,25,23
2020-08-25 12:00:00,181.82999999999998,24,2020,08,25,24
2020-08-25 12:30:00,179.64,31,2020,08,25,25
2020-08-25 13:00:00,157.73000000000002,22,2020,08,25,26
2020-08-25 13:30:00,148.82999999999998,22,2020,08,25,27
2020-08-25 14:00:00,36.53,7,2020,08,25,28
2020-08-25 14:30:00,128.04,12,2020,08,25,29
2020-08-25 15:00:00,36.39,6,2020,08,25,30
2020-08-25 15:30:00,53.37,7,2020,08,25,31
2020-08-25 16:00:00,26.0,5,2020,08,25,32
2020-08-25 16:30:00,40.43,7,2020,08,25,33
2020-08-25 17:00:00,46.47,6,2020,08,25,34
2020-08-25 17:30:00,66.0,10,2020,08,25,35
2020-08-25 18:00:00,69.21000000000001,12,2020,08,25,36
2020-08-25 18:30:00,49.76,7,2020,08,25,37
2020-08-25 19:00:00,177.32,15,2020,08,25,38
2020-08-25 19:30:00,89.75999999999999,15,2020,08,25,39
2020-08-25 20:00:00,110.59,19,2020,08,25,40
2020-08-25 20:30:00,102.52,17,2020,08,25,41
2020-08-25 21:00:00,80.69,13,2020,08,25,42
2020-08-26 09:00:00,78.13,13,2020,08,26,18
2020-08-26 09:30:00,65.35,11,2020,08,26,19
2020-08-26 10:00:00,60.76,11,2020,08,26,20
2020-08-26 10:30:00,106.89,13,2020,08,26,21
2020-08-26 11:00:00,108.23,19,2020,08,26,22
2020-08-26 11:30:00,153.55,25,2020,08,26,23
2020-08-26 12:00:00,134.85,21,2020,08,26,24
2020-08-26 12:30:00,162.18,26,2020,08,26,25
2020-08-26 13:00:00,140.94,25,2020,08,26,26
2020-08-26 13:30:00,175.4,23,2020,08,26,27
2020-08-26 14:00:00,186.26999999999998,28,2020,08,26,28
2020-08-26 14:30:00,58.92,11,2020,08,26,29
2020-08-26 15:00:00,11.0,4,2020,08,26,30
2020-08-26 15:30:00,19.39,5,2020,08,26,31
2020-08-26 16:00:00,30.68,4,2020,08,26,32
2020-08-26 16:30:00,27.0,7,2020,08,26,33
2020-08-26 17:00:00,40.18,4,2020,08,26,34
2020-08-26 17:30:00,105.31,11,2020,08,26,35
2020-08-26 18:00:00,46.94,9,2020,08,26,36
2020-08-26 18:30:00,84.53999999999999,11,2020,08,26,37
2020-08-26 19:00:00,113.0,19,2020,08,26,38
2020-08-26 19:30:00,132.31,17,2020,08,26,39
2020-08-26 20:00:00,73.12,12,2020,08,26,40
2020-08-26 20:30:00,17.17,6,2020,08,26,41
2020-08-26 21:00:00,31.0,7,2020,08,26,42
2020-08-27 09:00:00,93.39,13,2020,08,27,18
2020-08-27 09:30:00,44.58,11,2020,08,27,19
2020-08-27 10:00:00,76.98,16,2020,08,27,20
2020-08-27 10:30:00,130.08,17,2020,08,27,21
2020-08-27 11:00:00,90.11,24,2020,08,27,22
