ds,sales,n_clients,year,month,day,halfhour
2015-01-02 10:00:00,137.89,25,2015,01,02,20
2015-01-02 10:30:00,202.03,31,2015,01,02,21
2015-01-02 11:00:00,248.19,36,2015,01,02,22
2015-01-02 11:30:00,376.6,49,2015,01,02,23
2015-01-02 12:00:00,439.74,56,2015,01,02,24
2015-01-02 12:30:00,517.61,65,2015,01,02,25
2015-01-02 13:00:00,508.91999999999996,64,2015,01,02,26
2015-01-02 13:30:00,594.21,79,2015,01,02,27
2015-01-02 14:00:00,367.9,68,2015,01,02,28
2015-01-02 14:30:00,404.09000000000003,48,2015,01,02,29
2015-01-02 15:00:00,208.49,35,2015,01,02,30
2015-01-02 15:30:00,116.08000000000001,18,2015,01,02,31
2015-01-02 16:00:00,148.99,15,2015,01,02,32
2015-01-02 16:30:00,201.25,27,2015,01,02,33
2015-01-02 17:00:00,103.33,16,2015,01,02,34
2015-01-02 17:30:00,211.91,26,2015,01,02,35
2015-01-02 18:00:00,258.48,34,2015,01,02,36
2015-01-02 18:30:00,197.39,32,2015,01,02,37
2015-01-02 19:00:00,200.61,33,2015,01,02,38
2015-01-02 19:30:00,289.53,49,2015,01,02,39
2015-01-02 20:00:00,301.32,41,2015,01,02,40
2015-01-02 20:30:00,315.43,41,2015,01,02,41
2015-01-02 21:00:00,251.67000000000002,40,2015,01,02,42
2015-01-02 21:30:00,14.2,3,2015,01,02,43
2015-01-03 10:00:00,219.93,37,2015,01,03,20
2015-01-03 10:30:00,492.59000000000003,39,2015,01,03,21
2015-01-03 11:00:00,389.76,44,2015,01,03,22
2015-01-03 11:30:00,589.27,63,2015,01,03,23
2015-01-03 12:00:00,669.9,74,2015,01,03,24
2015-01-03 12:30:00,613.6,71,2015,01,03,25
2015-01-03 13:00:00,530.5799999999999,69,2015,01,03,26
2015-01-03 13:30:00,629.62,74,2015,01,03,27
2015-01-03 14:00:00,590.04,70,2015,01,03,28
2015-01-03 14:30:00,457.74,58,2015,01,03,29
2015-01-03 15:00:00,289.36,39,2015,01,03,30
2015-01-03 15:30:00,183.06,22,2015,01,03,31
2015-01-03 16:00:00,124.14,14,2015,01,03,32
2015-01-03 16:30:00,251.76,25,2015,01,03,33
2015-01-03 17:00:00,199.44,24,2015,01,03,34
2015-01-03 17:30:00,290.13,33,2015,01,03,35
2015-01-03 18:00:00,216.60000000000002,38,2015,01,03,36
2015-01-03 18:30:00,433.29999999999995,47,2015,01,03,37
2015-01-03 19:00:00,280.45,40,2015,01,03,38
2015-01-03 19:30:00,288.04,38,2015,01,03,39
2015-01-03 20:00:00,505.52,60,2015,01,03,40
2015-01-03 20:30:00,370.58,53,2015,01,03,41
2015-01-03 21:00:00,101.80000000000001,29,2015,01,03,42
2015-01-03 21:30:00,35.34,6,2015,01,03,43
2015-01-05 10:00:00,346.58,36,2015,01,05,20
2015-01-05 10:30:00,215.14999999999998,32,2015,01,05,21
2015-01-05 11:00:00,319.03000000000003,51,2015,01,05,22
2015-01-05 11:30:00,362.58,51,2015,01,05,23
2015-01-05 12:00:00,639.6600000000001,75,2015,01,05,24
2015-01-05 12:30:00,593.54,84,2015,01,05,25
2015-01-05 13:00:00,700.4,89,2015,01,05,26
2015-01-05 13:30:00,721.78,97,2015,01,05,27
2015-01-05 14:00:00,501.94,88,2015,01,05,28
2015-01-05 14:30:00,476.19,72,2015,01,05,29
2015-01-05 15:00:00,288.55,44,2015,01,05,30
2015-01-05 15:30:00,230.70999999999998,33,2015,01,05,31
2015-01-05 16:00:00,241.38,39,2015,01,05,32
2015-01-05 16:30:00,170.27,30,2015,01,05,33
2015-01-05 17:00:00,234.25,38,2015,01,05,34
2015-01-05 17:30:00,276.59000000000003,48,2015,01,05,35
2015-01-05 18:00:00,381.28,55,2015,01,05,36
2015-01-05 18:30:00,373.77,48,2015,01,05,37
2015-01-05 19:00:00,500.29,65,2015,01,05,38
2015-01-05 19:30:00,387.94,55,2015,01,05,39
2015-01-05 20:00:00,332.39,54,2015,01,05,40
2015-01-05 20:30:00,426.51,70,2015,01,05,41
2015-01-05 21:00:00,465.42,55,2015,01,05,42
2015-01-05 22:00:00,11.94,5,2015,01,05,44
2015-01-05 23:00:00,35.92,8,2015,01,05,46
2015-01-06 18:00:00,6.0,2,2015,01,06,36
2015-01-06 19:00:00,20.4,3,2015,01,06,38
2015-01-06 20:00:00,49.45,3,2015,01,06,40
2015-01-06 21:00:00,63.47,6,2015,01,06,42
2015-01-06 22:00:00,29.49,3,2015,01,06,44
2015-01-06 23:00:00,27.42,4,2015,01,06,46
2015-01-07 10:00:00,264.58,37,2015,01,07,20
2015-01-07 10:30:00,307.07,37,2015,01,07,21
2015-01-07 11:00:00,335.85,45,2015,01,07,22
2015-01-07 11:30:00,358.12,52,2015,01,07,23
2015-01-07 12:00:00,308.5,52,2015,01,07,24
2015-01-07 12:30:00,413.71000000000004,65,2015,01,07,25
2015-01-07 13:00:00,527.49,79,2015,01,07,26
2015-01-07 13:30:00,692.75,96,2015,01,07,27
2015-01-07 14:00:00,390.23,61,2015,01,07,28
2015-01-07 14:30:00,332.86,47,2015,01,07,29
2015-01-07 15:00:00,195.26,38,2015,01,07,30
2015-01-07 15:30:00,169.03,30,2015,01,07,31
2015-01-07 16:00:00,200.12,20,2015,01,07,32
2015-01-07 16:30:00,144.66000000000003,20,2015,01,07,33
2015-01-07 17:00:00,216.44,31,2015,01,07,34
2015-01-07 17:30:00,339.45000000000005,35,2015,01,07,35
2015-01-07 18:00:00,413.38,45,2015,01,07,36
2015-01-07 18:30:00,197.53,38,2015,01,07,37
2015-01-07 19:00:00,364.65,46,2015,01,07,38
2015-01-07 19:30:00,532.01,61,2015,01,07,39
2015-01-07 20:00:00,347.59,58,2015,01,07,40
2015-01-07 20:30:00,383.02,56,2015,01,07,41
2015-01-07 21:00:00,219.44,41,2015,01,07,42
2015-01-07 21:30:00,13.31,7,2015,01,07,43
2015-01-08 10:00:00,189.62,26,2015,01,08,20
2015-01-08 10:30:00,262.8,32,2015,01,08,21
2015-01-08 11:00:00,308.05,38,2015,01,08,22
2015-01-08 11:30:00,426.75,63,2015,01,08,23
2015-01-08 12:00:00,435.87,60,2015,01,08,24
2015-01-08 12:30:00,406.08000000000004,58,2015,01,08,25
2015-01-08 13:00:00,587.91,70,2015,01,08,26
2015-01-08 13:30:00,579.26,80,2015,01,08,27
2015-01-08 14:00:00,308.19,51,2015,01,08,28
2015-01-08 14:30:00,302.95,53,2015,01,08,29
2015-01-08 15:00:00,233.53,49,2015,01,08,30
2015-01-08 15:30:00,179.42000000000002,33,2015,01,08,31
2015-01-08 16:00:00,147.16000000000003,26,2015,01,08,32
2015-01-08 16:30:00,154.49,20,2015,01,08,33
2015-01-08 17:00:00,176.45,37,2015,01,08,34
2015-01-08 17:30:00,187.03,28,2015,01,08,35
2015-01-08 18:00:00,293.51,41,2015,01,08,36
2015-01-08 18:30:00,261.27,41,2015,01,08,37
2015-01-08 19:00:00,387.23,48,2015,01,08,38
2015-01-08 19:30:00,394.78999999999996,52,2015,01,08,39
2015-01-08 20:00:00,380.72,60,2015,01,08,40
2015-01-08 20:30:00,402.53,73,2015,01,08,41
2015-01-08 21:00:00,273.94,37,2015,01,08,42
2015-01-08 21:30:00,4.7,2,2015,01,08,43
2015-01-08 22:00:00,72.79,11,2015,01,08,44
2015-01-08 23:00:00,151.29,19,2015,01,08,46
2015-01-09 10:00:00,208.10000000000002,30,2015,01,09,20
2015-01-09 10:30:00,307.62,44,2015,01,09,21
2015-01-09 11:00:00,297.37,42,2015,01,09,22
2015-01-09 11:30:00,452.30999999999995,51,2015,01,09,23
2015-01-09 12:00:00,534.5699999999999,58,2015,01,09,24
2015-01-09 12:30:00,395.51,59,2015,01,09,25
2015-01-09 13:00:00,611.28,76,2015,01,09,26
2015-01-09 13:30:00,564.88,69,2015,01,09,27
2015-01-09 14:00:00,464.52,58,2015,01,09,28
2015-01-09 14:30:00,270.29,55,2015,01,09,29
2015-01-09 15:00:00,259.32,39,2015,01,09,30
2015-01-09 15:30:00,175.98000000000002,24,2015,01,09,31
2015-01-09 16:00:00,118.12,22,2015,01,09,32
2015-01-09 16:30:00,207.89,30,2015,01,09,33
2015-01-09 17:00:00,140.04000000000002,24,2015,01,09,34
2015-01-09 17:30:00,198.19,34,2015,01,09,35
2015-01-09 18:00:00,239.84,36,2015,01,09,36
2015-01-09 18:30:00,291.33,42,2015,01,09,37
2015-01-09 19:00:00,293.73,45,2015,01,09,38
2015-01-09 19:30:00,322.88,56,2015,01,09,39
2015-01-09 20:00:00,232.02,41,2015,01,09,40
2015-01-09 20:30:00,305.23,41,2015,01,09,41
