ds,n_clients,T2M,T2MDEW,T2MWET,QV2M,RH2M,PS,WS2M,WD2M,WS10M,WD10M
2019-06-27 10:00:00,78,25.97,18.03,22.0,13.12,61.56,98.94,1.97,98.42,2.6,100.74
2019-06-27 11:00:00,135,27.29,18.28,22.79,13.31,57.88,98.87,2.04,93.74,2.66,95.89
2019-06-27 12:00:00,157,28.15,18.3,23.23,13.37,55.12,98.81,1.98,82.99,2.56,84.92
2019-06-27 13:00:00,171,28.42,18.19,23.31,13.24,53.88,98.77,1.97,67.1,2.49,68.5
2019-06-27 14:00:00,109,27.99,18.07,23.03,13.18,54.75,98.75,2.19,45.87,2.8,46.58
2019-06-27 15:00:00,51,26.73,17.98,22.35,13.06,58.56,98.77,2.54,23.01,3.32,23.3
2019-06-27 16:00:00,30,24.75,17.85,21.3,12.94,65.44,98.85,3.14,356.72,4.26,356.74
2019-06-27 17:00:00,45,22.46,17.59,20.03,12.76,73.81,98.96,3.94,337.97,5.44,338.18
2019-06-27 18:00:00,43,20.15,17.1,18.62,12.33,82.5,99.11,4.5,328.99,6.14,329.49
2019-06-27 19:00:00,72,17.97,16.55,17.26,11.9,91.31,99.25,4.39,325.89,5.88,326.44
2019-06-27 20:00:00,93,16.93,16.02,16.48,11.47,94.25,99.36,3.54,324.87,4.68,325.41
2019-06-27 21:00:00,33,16.56,15.53,16.05,11.11,93.5,99.43,2.63,319.1,3.38,319.6
2019-06-28 09:00:00,79,22.09,16.24,19.16,11.66,69.31,99.31,2.52,58.98,3.33,60.0
2019-06-28 10:00:00,129,22.95,16.55,19.75,11.84,67.12,99.32,2.95,59.09,3.93,59.92
2019-06-28 11:00:00,157,23.73,16.83,20.29,12.08,65.25,99.29,3.19,58.22,4.26,58.87
2019-06-28 12:00:00,159,24.26,17.08,20.67,12.27,64.12,99.26,3.41,55.07,4.57,55.66
2019-06-28 13:00:00,188,24.47,17.14,20.8,12.33,63.62,99.22,3.63,50.94,4.89,51.43
2019-06-28 14:00:00,164,24.1,17.04,20.57,12.27,64.56,99.19,3.94,46.93,5.35,47.19
2019-06-28 15:00:00,74,23.21,16.82,20.01,12.08,67.25,99.19,4.16,46.75,5.67,46.96
2019-06-28 16:00:00,37,22.08,16.58,19.33,11.9,70.94,99.18,4.31,46.62,5.87,46.73
2019-06-28 17:00:00,56,20.65,16.28,18.47,11.66,75.88,99.17,4.45,45.28,6.04,45.31
2019-06-28 18:00:00,80,19.0,15.95,17.48,11.41,82.38,99.16,4.53,44.16,6.09,44.06
2019-06-28 19:00:00,112,17.39,15.77,16.58,11.29,90.12,99.15,3.95,46.2,5.27,46.14
2019-06-28 20:00:00,141,16.57,15.68,16.12,11.23,94.31,99.17,2.74,43.5,3.61,43.33
2019-06-28 21:00:00,63,16.26,15.57,15.92,11.17,95.5,99.18,1.85,32.75,2.44,33.13
2019-07-01 09:00:00,85,17.65,13.8,15.73,9.89,78.06,99.76,3.04,36.84,3.79,37.04
2019-07-01 10:00:00,121,18.65,13.94,16.3,10.01,74.0,99.77,2.91,34.93,3.58,35.04
2019-07-01 11:00:00,138,19.28,14.11,16.69,10.07,71.88,99.77,2.84,32.42,3.51,32.74
2019-07-01 12:00:00,185,19.76,14.34,17.05,10.25,70.88,99.76,2.98,32.28,3.73,32.59
2019-07-01 13:00:00,222,20.01,14.51,17.26,10.38,70.5,99.74,3.29,34.45,4.16,34.67
2019-07-01 14:00:00,155,19.83,14.55,17.19,10.38,71.5,99.72,3.6,36.07,4.59,36.29
2019-07-01 15:00:00,71,19.35,14.58,16.97,10.44,73.75,99.7,3.88,37.31,4.98,37.35
2019-07-01 16:00:00,45,18.6,14.47,16.53,10.31,76.81,99.69,3.94,39.78,5.07,39.87
2019-07-01 17:00:00,46,17.67,14.27,15.97,10.19,80.44,99.67,3.77,42.82,4.86,42.98
2019-07-01 18:00:00,68,16.79,14.17,15.48,10.13,84.44,99.66,3.52,45.81,4.57,46.04
2019-07-01 19:00:00,87,15.95,14.17,15.06,10.13,89.0,99.68,3.29,46.54,4.32,46.9
2019-07-01 20:00:00,105,15.46,14.23,14.85,10.19,92.31,99.72,3.19,46.09,4.22,46.43
2019-07-01 21:00:00,81,15.42,14.4,14.91,10.25,93.5,99.76,3.14,48.73,4.17,49.03
2019-07-02 09:00:00,59,19.02,15.73,17.37,11.23,81.06,99.48,3.23,52.38,4.06,52.58
2019-07-02 10:00:00,113,19.83,15.77,17.8,11.29,77.38,99.46,3.32,50.73,4.2,50.89
2019-07-02 11:00:00,137,20.23,15.83,18.03,11.29,75.69,99.45,3.47,48.84,4.41,48.95
2019-07-02 12:00:00,183,20.33,15.88,18.1,11.35,75.5,99.42,3.61,47.89,4.62,47.95
2019-07-02 13:00:00,191,20.42,15.94,18.18,11.41,75.31,99.38,3.78,46.93,4.85,46.96
2019-07-02 14:00:00,158,20.19,15.92,18.05,11.41,76.31,99.35,4.01,46.58,5.2,46.64
2019-07-02 15:00:00,59,19.68,15.87,17.77,11.35,78.56,99.33,4.31,48.68,5.63,48.66
2019-07-02 16:00:00,45,19.09,15.82,17.46,11.35,81.25,99.3,4.46,52.47,5.86,52.47
2019-07-02 17:00:00,38,18.45,15.78,17.12,11.29,84.38,99.27,4.46,57.31,5.88,57.37
2019-07-02 18:00:00,46,17.83,15.73,16.78,11.29,87.44,99.26,4.19,63.39,5.55,63.51
2019-07-02 19:00:00,70,17.19,15.75,16.47,11.29,91.12,99.26,3.59,67.9,4.78,68.13
2019-07-02 20:00:00,92,16.67,15.83,16.26,11.35,94.62,99.29,2.84,69.08,3.79,69.36
2019-07-02 21:00:00,50,16.46,15.89,16.17,11.35,96.25,99.3,2.36,71.27,3.18,71.52
2019-07-03 09:00:00,60,22.58,17.58,20.08,12.7,73.31,98.93,2.81,77.16,3.75,78.11
2019-07-03 10:00:00,99,23.45,17.7,20.58,12.82,70.06,98.93,2.65,73.71,3.48,74.65
2019-07-03 11:00:00,148,24.23,17.9,21.06,13.0,67.69,98.94,2.67,66.74,3.49,67.34
2019-07-03 12:00:00,168,24.25,17.9,21.08,13.0,67.56,98.94,2.93,58.98,3.87,59.29
2019-07-03 13:00:00,205,24.26,18.01,21.14,13.06,68.06,98.94,3.23,57.16,4.31,57.35
2019-07-03 14:00:00,119,23.8,17.92,20.86,13.0,69.56,98.94,3.31,58.6,4.49,58.8
2019-07-03 15:00:00,74,23.12,17.87,20.49,12.94,72.12,98.93,3.49,58.44,4.78,58.65
2019-07-03 16:00:00,30,22.4,17.8,20.1,12.94,75.19,98.93,3.7,59.8,5.03,60.01
2019-07-03 17:00:00,49,21.44,17.69,19.56,12.82,79.0,98.93,3.7,64.79,5.04,64.95
2019-07-03 18:00:00,56,20.24,17.53,18.88,12.7,84.25,98.95,3.48,71.12,4.73,71.42
2019-07-03 19:00:00,94,19.15,17.48,18.32,12.63,89.88,98.97,2.99,76.69,4.07,77.24
2019-07-03 20:00:00,98,18.5,17.58,18.04,12.7,94.31,99.0,2.49,78.76,3.35,79.37
2019-07-03 21:00:00,49,18.37,17.69,18.04,12.82,95.62,99.02,1.76,75.1,2.42,75.96
2019-07-04 09:00:00,65,24.85,18.44,21.65,13.43,67.44,98.81,1.37,124.51,1.8,127.42
2019-07-04 10:00:00,98,26.16,18.3,22.23,13.31,61.88,98.85,1.28,110.76,1.62,112.73
2019-07-04 11:00:00,123,27.54,18.24,22.89,13.31,56.88,98.86,1.37,95.58,1.69,96.63
2019-07-04 12:00:00,156,28.49,18.09,23.3,13.18,53.31,98.87,1.59,86.62,1.97,87.27
2019-07-04 13:00:00,175,28.73,17.87,23.3,12.94,51.81,98.88,1.92,83.92,2.42,84.82
2019-07-04 14:00:00,140,28.17,17.69,22.93,12.82,53.0,98.87,2.17,82.57,2.86,83.88
2019-07-04 15:00:00,56,27.77,17.5,22.63,12.7,53.62,98.86,2.24,81.39,3.03,82.75
2019-07-04 16:00:00,30,27.78,17.38,22.58,12.57,53.19,98.86,2.4,80.05,3.23,81.22
2019-07-04 17:00:00,42,27.08,17.21,22.15,12.45,54.75,98.85,2.36,74.45,3.27,75.33
2019-07-04 18:00:00,60,25.04,17.85,21.44,12.94,64.31,98.89,2.22,65.96,3.21,66.93
2019-07-04 19:00:00,71,22.37,18.85,20.61,13.79,80.44,98.95,1.57,65.6,2.39,67.71
2019-07-04 20:00:00,79,20.94,18.74,19.84,13.67,87.25,99.04,0.74,72.14,1.13,82.04
2019-07-04 21:00:00,40,20.17,18.64,19.4,13.55,90.75,99.12,0.11,300.26,0.25,244.23
2019-07-05 09:00:00,89,24.73,17.73,21.23,12.88,65.0,98.98,1.93,263.71,2.51,261.95
2019-07-05 10:00:00,127,25.74,17.38,21.56,12.57,59.94,98.98,1.73,277.25,2.2,275.51
2019-07-05 11:00:00,135,26.37,16.9,21.64,12.21,56.06,98.99,1.56,293.35,1.94,292.02
2019-07-05 12:00:00,174,26.68,16.41,21.55,11.84,53.38,98.97,1.5,312.05,1.85,310.89
2019-07-05 13:00:00,174,26.65,16.01,21.33,11.54,52.06,98.94,1.63,331.72,2.01,331.25
2019-07-05 14:00:00,112,26.17,15.84,21.01,11.41,53.0,98.93,1.99,348.69,2.52,348.76
2019-07-05 15:00:00,67,25.3,15.97,20.63,11.47,56.25,98.93,2.43,358.89,3.2,359.16
2019-07-05 16:00:00,27,24.1,16.21,20.15,11.66,61.31,98.94,2.73,1.31,3.7,1.57
2019-07-05 17:00:00,53,22.64,16.41,19.52,11.78,67.81,98.98,2.84,356.22,3.92,356.69
2019-07-05 18:00:00,43,20.98,16.47,18.73,11.84,75.25,99.05,2.92,345.59,4.01,346.37
2019-07-05 19:00:00,94,18.96,16.38,17.67,11.78,84.94,99.12,3.0,335.57,4.03,336.47
2019-07-05 20:00:00,113,17.48,16.44,16.96,11.78,93.5,99.2,2.33,321.94,3.11,322.87
2019-07-05 21:00:00,47,17.19,16.4,16.8,11.78,95.0,99.26,1.84,299.71,2.43,300.36
2019-07-06 09:00:00,96,23.41,14.83,19.12,10.68,58.56,98.93,0.77,336.04,0.91,336.09
2019-07-06 10:00:00,127,24.26,14.85,19.55,10.68,55.75,98.93,1.26,344.15,1.53,343.97
2019-07-06 11:00:00,156,24.73,14.96,19.84,10.8,54.62,98.93,1.73,348.28,2.14,348.2
2019-07-06 12:00:00,170,24.75,15.18,19.96,10.93,55.25,98.94,2.29,353.72,2.92,353.86
2019-07-06 13:00:00,145,24.27,15.48,19.87,11.17,58.0,98.95,2.91,358.46,3.83,358.6
2019-07-06 14:00:00,134,23.41,15.77,19.59,11.35,62.19,98.97,3.38,0.66,4.48,0.9
2019-07-06 15:00:00,67,22.4,15.98,19.19,11.47,66.94,98.99,3.49,0.64,4.61,0.97
2019-07-06 16:00:00,30,21.32,16.01,18.66,11.47,71.62,99.02,3.55,0.0,4.64,0.48
2019-07-06 17:00:00,27,19.94,15.91,17.93,11.41,77.44,99.05,3.52,359.87,4.57,0.39
2019-07-06 18:00:00,48,18.46,15.78,17.12,11.29,84.25,99.08,3.05,358.38,3.92,358.97
2019-07-06 19:00:00,64,17.46,15.55,16.51,11.17,88.56,99.13,2.22,346.6,2.83,347.39
2019-07-06 20:00:00,89,16.83,15.43,16.13,11.05,91.31,99.2,1.61,320.51,2.03,321.1
2019-07-06 21:00:00,55,16.58,15.37,15.98,10.99,92.44,99.24,1.44,299.9,1.85,300.26
2019-07-08 09:00:00,76,19.08,16.4,17.73,11.78,84.31,99.18,2.64,37.18,3.28,37.36
2019-07-08 10:00:00,98,19.78,16.54,18.16,11.9,81.44,99.18,2.47,33.89,3.07,34.09
2019-07-08 11:00:00,143,20.28,16.67,18.48,11.96,79.62,99.17,2.48,25.76,3.1,25.85
2019-07-08 12:00:00,172,20.73,16.78,18.76,12.08,77.94,99.14,2.78,17.82,3.51,18.03
2019-07-08 13:00:00,226,20.61,16.65,18.63,11.96,77.88,99.11,3.3,12.98,4.22,13.16
2019-07-08 14:00:00,150,20.35,16.36,18.36,11.72,77.75,99.11,3.91,14.09,5.08,14.16
2019-07-08 15:00:00,67,19.89,16.02,17.96,11.47,78.38,99.12,4.1,21.58,5.34,21.54
2019-07-08 16:00:00,44,19.1,15.91,17.51,11.41,81.75,99.18,3.22,25.26,4.15,25.17
2019-07-08 17:00:00,28,18.44,16.05,17.24,11.54,85.94,99.21,2.5,11.73,3.19,11.59
2019-07-08 18:00:00,51,18.18,16.36,17.27,11.72,89.06,99.22,2.43,1.47,3.12,1.29
2019-07-08 19:00:00,75,17.63,16.6,17.12,11.9,93.56,99.24,1.92,352.53,2.54,352.22
2019-07-08 20:00:00,84,17.27,16.58,16.93,11.9,95.62,99.22,1.63,326.54,2.24,325.53
2019-07-08 21:00:00,63,17.11,16.52,16.81,11.84,96.25,99.24,1.66,313.09,2.32,311.31
2019-07-09 09:00:00,68,20.81,14.61,17.71,10.5,67.75,99.4,2.66,289.93,3.34,290.09
2019-07-09 10:00:00,103,21.87,14.62,18.24,10.5,63.5,99.41,2.48,304.09,3.11,304.45
2019-07-09 11:00:00,128,22.66,14.83,18.74,10.68,61.44,99.42,2.27,321.56,2.83,322.06
2019-07-09 12:00:00,181,23.09,15.17,19.13,10.86,61.12,99.43,2.15,339.13,2.69,339.62
2019-07-09 13:00:00,212,23.23,15.4,19.31,11.05,61.62,99.43,2.13,351.78,2.7,352.34
2019-07-09 14:00:00,122,23.13,15.52,19.33,11.17,62.44,99.43,2.17,1.86,2.75,2.28
2019-07-09 15:00:00,51,22.87,15.62,19.24,11.17,63.75,99.41,2.23,12.77,2.85,13.16
2019-07-09 16:00:00,34,22.38,15.6,18.99,11.17,65.56,99.41,2.3,24.65,2.96,24.67
2019-07-09 17:00:00,25,21.7,15.4,18.55,11.05,67.38,99.41,2.31,35.25,2.99,35.31
2019-07-09 18:00:00,41,20.73,15.19,17.96,10.86,70.5,99.44,2.23,45.71,2.92,45.87
2019-07-09 19:00:00,77,19.21,15.32,17.26,10.93,78.06,99.48,1.7,56.24,2.38,56.78
2019-07-09 20:00:00,93,17.64,14.95,16.3,10.68,84.12,99.55,1.48,68.98,2.24,70.24
2019-07-09 21:00:00,56,17.01,14.76,15.89,10.56,86.44,99.6,1.4,82.64,2.14,84.33
2019-07-10 09:00:00,69,23.49,10.28,16.89,7.93,43.62,99.4,1.75,81.25,2.29,82.37
2019-07-10 10:00:00,94,24.36,10.87,17.61,8.24,43.06,99.38,2.16,67.7,2.85,68.64
2019-07-10 11:00:00,142,24.9,11.55,18.23,8.67,43.56,99.35,2.54,62.09,3.38,62.72
2019-07-10 12:00:00,143,25.2,12.26,18.73,9.03,44.81,99.31,2.82,60.24,3.77,60.73
2019-07-10 13:00:00,176,25.28,12.87,19.08,9.4,46.38,99.26,3.01,60.31,4.04,60.61
2019-07-10 14:00:00,134,25.19,13.33,19.26,9.7,47.94,99.21,3.13,61.71,4.21,62.01
2019-07-10 15:00:00,71,24.91,13.7,19.31,9.95,49.94,99.17,3.16,62.1,4.28,62.36
2019-07-10 16:00:00,38,24.33,14.08,19.2,10.19,53.0,99.15,3.11,58.47,4.23,58.75
2019-07-10 17:00:00,34,23.27,14.47,18.87,10.44,57.88,99.15,3.06,52.46,4.18,52.59
2019-07-10 18:00:00,59,21.77,14.83,18.3,10.68,64.94,99.17,2.86,51.44,3.89,51.45
2019-07-10 19:00:00,82,19.76,15.34,17.55,11.05,75.81,99.21,2.01,51.17,2.83,51.39
2019-07-10 20:00:00,100,18.19,15.44,16.82,11.05,84.0,99.26,1.38,59.81,2.05,60.12
2019-07-10 21:00:00,45,17.96,15.55,16.75,11.17,85.75,99.28,1.04,97.77,1.44,100.94
2019-07-11 09:00:00,74,24.22,15.11,19.66,10.86,56.81,99.22,0.99,13.16,1.22,11.81
2019-07-11 10:00:00,98,24.96,15.52,20.24,11.11,55.81,99.22,1.44,16.76,1.8,15.91
2019-07-11 11:00:00,110,25.39,15.9,20.65,11.41,55.69,99.21,1.84,20.9,2.34,20.13
2019-07-11 12:00:00,172,25.6,16.06,20.83,11.54,55.56,99.18,2.14,24.32,2.77,23.81
2019-07-11 13:00:00,160,25.55,16.07,20.81,11.54,55.81,99.17,2.3,28.13,2.99,27.84
2019-07-11 14:00:00,130,25.28,16.0,20.64,11.47,56.5,99.17,2.34,30.93,3.07,30.61
2019-07-11 15:00:00,57,24.86,15.9,20.38,11.41,57.62,99.17,2.38,31.29,3.14,31.04
2019-07-11 16:00:00,35,24.15,15.7,19.93,11.29,59.31,99.16,2.42,31.38,3.21,31.18
2019-07-11 17:00:00,39,23.15,15.37,19.26,11.05,61.62,99.18,2.31,32.99,3.06,32.92
2019-07-11 18:00:00,63,21.98,14.95,18.46,10.74,64.31,99.21,1.98,38.27,2.6,38.28
2019-07-11 19:00:00,78,20.35,15.24,17.8,10.93,72.44,99.25,1.16,48.27,1.67,49.54
2019-07-11 20:00:00,96,19.26,14.59,16.93,10.44,74.25,99.3,0.9,78.01,1.27,80.77
2019-07-11 21:00:00,48,18.76,14.57,16.66,10.44,76.5,99.33,0.84,118.23,1.25,122.5
2019-07-12 09:00:00,88,22.15,14.87,18.51,10.68,63.44,99.34,2.5,72.19,3.15,72.24
2019-07-12 10:00:00,120,23.01,15.09,19.05,10.8,61.0,99.35,2.47,66.75,3.12,66.71
2019-07-12 11:00:00,141,23.69,15.48,19.58,11.11,60.06,99.33,2.72,60.19,3.47,60.21
2019-07-12 12:00:00,158,24.12,15.69,19.91,11.29,59.38,99.3,3.06,56.88,3.97,56.97
2019-07-12 13:00:00,185,24.18,15.71,19.94,11.29,59.19,99.27,3.36,55.31,4.39,55.38
2019-07-12 14:00:00,143,23.82,15.55,19.69,11.17,59.81,99.26,3.53,55.08,4.62,54.99
2019-07-12 15:00:00,77,23.23,15.26,19.24,10.93,60.88,99.25,3.63,55.69,4.73,55.63
2019-07-12 16:00:00,34,22.44,14.93,18.69,10.68,62.38,99.25,3.53,59.23,4.59,59.42
2019-07-12 17:00:00,42,21.59,14.58,18.08,10.44,64.25,99.26,3.15,64.77,4.1,65.19
2019-07-12 18:00:00,52,20.62,14.31,17.47,10.25,67.0,99.31,2.71,71.36,3.55,72.2
2019-07-12 19:00:00,80,19.19,14.48,16.83,10.38,74.12,99.38,2.01,74.24,2.79,75.89
2019-07-12 20:00:00,91,17.8,14.29,16.05,10.25,79.94,99.45,1.76,77.69,2.66,80.18
2019-07-12 21:00:00,48,17.33,14.35,15.83,10.31,82.69,99.49,1.74,85.36,2.7,88.34
2019-07-13 09:00:00,89,21.43,15.12,18.27,10.86,67.31,99.28,4.31,76.27,5.61,76.39
2019-07-13 10:00:00,110,22.24,15.1,18.67,10.86,64.0,99.25,4.35,74.07,5.68,74.18
2019-07-13 11:00:00,183,22.87,15.33,19.1,10.99,62.5,99.21,4.34,71.3,5.68,71.47
2019-07-13 12:00:00,168,23.26,15.76,19.51,11.29,62.75,99.16,4.3,69.26,5.64,69.41
2019-07-13 13:00:00,177,23.44,16.26,19.85,11.66,64.0,99.13,4.26,66.07,5.61,66.18
2019-07-13 14:00:00,135,23.07,16.69,19.87,12.02,67.31,99.11,4.28,62.36,5.66,62.44
2019-07-13 15:00:00,63,22.02,16.98,19.5,12.21,73.0,99.1,4.44,57.93,5.9,57.99
2019-07-13 16:00:00,28,20.83,17.18,19.01,12.39,79.44,99.11,4.68,56.02,6.21,56.03
2019-07-13 17:00:00,33,19.92,17.28,18.6,12.45,84.62,99.14,4.57,60.15,6.05,60.26
2019-07-13 18:00:00,48,19.33,17.27,18.3,12.45,87.75,99.22,4.11,64.46,5.45,64.54
2019-07-13 19:00:00,54,18.71,17.29,18.0,12.45,91.31,99.3,3.52,60.19,4.7,60.07
2019-07-13 20:00:00,85,18.23,17.35,17.79,12.51,94.5,99.35,3.02,52.77,4.04,52.47
2019-07-13 21:00:00,40,18.12,17.34,17.73,12.45,95.0,99.29,2.83,35.45,3.8,35.03
2019-07-15 09:00:00,95,22.94,14.04,18.49,10.19,57.69,99.26,3.19,78.0,4.2,78.42
2019-07-15 10:00:00,117,23.51,14.51,19.01,10.5,57.44,99.27,3.49,71.2,4.61,71.5
2019-07-15 11:00:00,145,23.91,14.87,19.39,10.74,57.25,99.28,3.61,65.82,4.76,66.09
2019-07-15 12:00:00,182,24.03,15.08,19.55,10.86,57.62,99.27,3.68,61.21,4.87,61.42
2019-07-15 13:00:00,186,23.95,15.21,19.58,10.93,58.25,99.26,3.8,57.84,5.05,58.03
2019-07-15 14:00:00,146,23.76,15.29,19.53,10.99,59.12,99.26,3.96,57.31,5.27,57.35
2019-07-15 15:00:00,64,23.42,15.24,19.33,10.93,60.19,99.25,4.07,58.11,5.41,58.1
2019-07-15 16:00:00,45,22.69,15.06,18.87,10.8,62.19,99.23,4.13,60.82,5.53,60.72
2019-07-15 17:00:00,36,21.67,14.82,18.24,10.62,65.06,99.22,4.02,64.33,5.41,64.21
2019-07-15 18:00:00,67,20.69,14.73,17.71,10.56,68.62,99.24,3.57,66.92,4.79,66.78
2019-07-15 19:00:00,100,19.36,14.71,17.04,10.56,74.44,99.27,2.61,68.04,3.6,67.83
2019-07-15 20:00:00,117,17.83,14.51,16.17,10.38,80.81,99.33,2.07,71.29,3.15,70.76
2019-07-15 21:00:00,68,17.34,14.4,15.87,10.31,82.75,99.37,1.99,74.98,3.12,74.74
2019-07-16 09:00:00,93,21.23,14.19,17.71,10.19,64.19,99.36,3.02,52.36,3.78,52.4
2019-07-16 10:00:00,122,21.96,14.47,18.22,10.38,62.44,99.36,3.08,46.23,3.88,46.22
2019-07-16 11:00:00,129,22.45,14.76,18.61,10.56,61.75,99.34,3.27,40.65,4.14,40.57
2019-07-16 12:00:00,139,22.67,15.0,18.83,10.74,61.88,99.32,3.53,36.82,4.52,36.63
2019-07-16 13:00:00,176,22.64,15.18,18.91,10.86,62.75,99.29,3.84,36.15,4.94,36.0
2019-07-16 14:00:00,113,22.37,15.33,18.85,10.99,64.38,99.27,4.04,37.69,5.22,37.64
2019-07-16 15:00:00,73,21.8,15.37,18.58,10.99,66.75,99.25,4.22,40.35,5.49,40.38
2019-07-16 16:00:00,26,21.05,15.31,18.19,10.99,69.62,99.24,4.3,43.23,5.61,43.25
2019-07-16 17:00:00,37,20.33,15.26,17.8,10.93,72.56,99.24,4.12,44.69,5.39,44.88
2019-07-16 18:00:00,51,19.52,15.25,17.38,10.93,76.25,99.27,3.7,42.78,4.86,42.92
2019-07-16 19:00:00,82,18.63,15.45,17.04,11.05,81.62,99.31,3.03,40.09,4.02,40.28
2019-07-16 20:00:00,86,18.06,15.74,16.9,11.29,86.31,99.38,2.54,41.38,3.4,41.64
2019-07-16 21:00:00,44,17.9,15.83,16.87,11.35,87.56,99.39,2.35,45.27,3.18,45.6
2019-07-17 09:00:00,52,19.76,15.87,17.82,11.35,78.19,99.41,2.82,10.84,3.5,10.93
2019-07-17 10:00:00,105,20.52,15.73,18.12,11.23,73.88,99.42,2.79,7.56,3.43,7.72
2019-07-17 11:00:00,148,20.91,15.6,18.26,11.17,71.56,99.43,2.81,3.19,3.46,3.5
2019-07-17 12:00:00,162,21.16,15.56,18.37,11.11,70.31,99.44,2.99,358.65,3.69,358.79
2019-07-17 13:00:00,178,21.19,15.48,18.33,11.05,69.88,99.45,3.06,356.05,3.79,356.22
2019-07-17 14:00:00,154,21.01,15.33,18.17,10.99,69.94,99.45,2.89,354.89,3.58,355.11
2019-07-17 15:00:00,64,20.9,15.27,18.09,10.93,70.12,99.44,2.61,357.09,3.2,357.34
2019-07-17 16:00:00,25,20.08,14.98,17.53,10.74,72.38,99.42,2.36,359.81,2.9,0.0
2019-07-17 17:00:00,50,19.04,14.8,16.92,10.62,76.38,99.41,2.38,359.25,2.97,359.4
2019-07-17 18:00:00,48,18.17,14.76,16.46,10.56,80.38,99.45,2.5,357.14,3.17,357.31
2019-07-17 19:00:00,73,17.29,14.73,16.01,10.56,84.81,99.51,2.26,359.41,2.91,359.85
2019-07-17 20:00:00,103,16.61,14.68,15.64,10.5,88.25,99.56,1.74,2.82,2.3,3.5
2019-07-17 21:00:00,42,16.3,14.48,15.39,10.38,88.81,99.6,1.13,358.42,1.55,359.71
2019-07-18 09:00:00,70,20.56,12.02,16.3,8.85,58.12,99.49,1.43,300.21,1.67,300.87
2019-07-18 10:00:00,135,21.5,12.49,16.99,9.09,56.56,99.48,1.35,314.53,1.59,315.4
2019-07-18 11:00:00,136,22.44,13.05,17.74,9.46,55.31,99.46,1.46,328.77,1.77,330.16
2019-07-18 12:00:00,181,23.08,13.52,18.3,9.77,54.81,99.43,1.76,341.89,2.17,342.81
2019-07-18 13:00:00,177,23.37,13.9,18.63,10.01,55.25,99.4,2.1,349.73,2.63,350.26
2019-07-18 14:00:00,125,23.24,14.21,18.73,10.19,56.81,99.37,2.36,353.93,2.97,354.26
2019-07-18 15:00:00,73,22.89,14.48,18.69,10.38,59.12,99.36,2.48,354.58,3.12,354.83
2019-07-18 16:00:00,35,22.23,14.76,18.49,10.56,62.56,99.35,2.44,355.78,3.09,355.94
2019-07-18 17:00:00,35,21.4,14.88,18.14,10.68,66.38,99.35,2.08,358.06,2.6,358.45
2019-07-18 18:00:00,59,20.48,14.9,17.69,10.68,70.31,99.37,1.52,3.25,1.89,3.78
2019-07-18 19:00:00,89,19.27,15.1,17.19,10.8,76.69,99.39,0.85,14.42,1.16,16.0
2019-07-18 20:00:00,97,18.28,15.0,16.64,10.74,81.06,99.43,0.64,40.53,0.94,40.96
2019-07-18 21:00:00,46,17.94,15.08,16.51,10.8,83.31,99.45,0.59,72.28,0.83,72.42
2019-07-19 09:00:00,96,24.58,14.38,19.48,10.38,53.19,99.02,1.72,72.8,2.14,73.42
2019-07-19 10:00:00,116,25.98,14.33,20.15,10.38,48.88,98.99,1.72,60.06,2.12,60.23
2019-07-19 11:00:00,170,27.05,14.46,20.76,10.5,46.25,98.94,1.88,43.32,2.32,42.82
2019-07-19 12:00:00,160,27.55,14.77,21.16,10.68,45.88,98.89,2.21,27.56,2.78,26.85
2019-07-19 13:00:00,189,27.25,15.25,21.25,11.05,48.12,98.86,2.76,17.46,3.6,16.51
2019-07-19 14:00:00,133,26.24,15.72,20.98,11.35,52.56,98.85,3.23,11.99,4.34,11.21
2019-07-19 15:00:00,56,24.92,16.1,20.51,11.6,58.12,98.87,3.4,6.33,4.57,5.89
2019-07-19 16:00:00,28,23.43,16.23,19.83,11.72,64.06,98.9,3.45,359.48,4.57,359.31
2019-07-19 17:00:00,40,21.87,16.2,19.04,11.66,70.12,98.93,3.11,351.63,4.03,351.65
2019-07-19 18:00:00,61,20.58,16.04,18.31,11.54,75.19,98.94,2.15,340.44,2.72,340.68
2019-07-19 19:00:00,68,19.52,15.94,17.73,11.47,79.75,98.96,1.08,314.12,1.36,313.6
2019-07-19 20:00:00,104,18.71,16.0,17.36,11.54,84.19,98.98,0.74,266.35,1.02,263.42
2019-07-19 21:00:00,34,18.3,15.86,17.08,11.41,85.56,98.98,0.96,241.76,1.42,238.5
2019-07-20 09:00:00,83,22.99,15.91,19.45,11.41,64.38,99.19,2.25,295.23,2.83,295.65
2019-07-20 10:00:00,113,23.9,16.1,20.01,11.6,61.69,99.19,2.53,316.75,3.25,317.14
2019-07-20 11:00:00,158,24.46,16.31,20.38,11.72,60.5,99.21,2.96,330.46,3.86,330.95
2019-07-20 12:00:00,164,24.51,16.57,20.55,11.9,61.38,99.22,3.51,340.35,4.58,340.79
2019-07-20 13:00:00,185,24.1,16.77,20.44,12.08,63.62,99.25,3.87,347.99,5.05,348.31
2019-07-20 14:00:00,143,23.28,16.82,20.05,12.08,67.06,99.3,4.11,353.33,5.35,353.72
2019-07-20 15:00:00,48,21.94,16.76,19.35,12.02,72.38,99.34,4.19,355.94,5.45,356.22
