ds,n_clients,T2M,T2MDEW,T2MWET,QV2M,RH2M,PS,WS2M,WD2M,WS10M,WD10M
2015-01-02 10:00:00,91,13.0,0.23,6.62,3.85,41.94,101.44,1.33,223.34,1.76,222.84
2015-01-02 11:00:00,143,13.98,-1.6,6.19,3.36,34.38,101.42,1.15,227.75,1.42,227.68
2015-01-02 12:00:00,165,14.3,-0.92,6.69,3.54,35.31,101.36,0.98,222.09,1.18,221.51
2015-01-02 13:00:00,180,14.5,-0.76,6.87,3.6,35.25,101.3,0.82,214.14,0.99,213.06
2015-01-02 14:00:00,156,14.54,0.23,7.38,3.85,37.69,101.26,0.69,208.61,0.88,206.79
2015-01-02 15:00:00,60,14.19,1.26,7.73,4.15,41.5,101.25,0.55,198.95,0.77,197.15
2015-01-02 16:00:00,28,13.18,0.2,6.69,3.85,41.06,101.23,0.65,178.62,0.92,178.06
2015-01-02 17:00:00,47,11.9,0.71,6.3,3.97,46.19,101.23,0.93,179.04,1.44,179.69
2015-01-02 18:00:00,64,11.37,0.77,6.07,3.97,48.06,101.24,1.23,188.8,1.94,189.27
2015-01-02 19:00:00,88,10.88,0.81,5.84,3.97,49.81,101.24,1.37,201.01,2.23,200.98
2015-01-02 20:00:00,85,10.54,0.69,5.61,3.97,50.62,101.23,1.5,212.2,2.45,211.81
2015-01-02 21:00:00,30,10.1,0.31,5.21,3.85,50.75,101.22,1.69,218.04,2.74,217.13
2015-01-03 10:00:00,112,13.55,3.33,8.44,4.82,50.38,101.24,2.29,245.36,3.12,243.88
2015-01-03 11:00:00,138,14.37,2.87,8.62,4.7,46.38,101.25,2.74,262.29,3.59,261.99
2015-01-03 12:00:00,168,14.58,4.87,9.73,5.37,52.44,101.22,3.14,270.71,4.1,270.65
2015-01-03 13:00:00,173,14.55,6.21,10.38,5.86,57.5,101.15,3.17,271.84,4.13,271.73
2015-01-03 14:00:00,156,14.37,6.96,10.67,6.23,61.25,101.11,2.81,271.12,3.72,270.84
2015-01-03 15:00:00,75,13.5,9.1,11.3,7.14,74.81,101.1,1.73,273.88,2.48,273.61
2015-01-03 16:00:00,42,11.86,7.65,9.76,6.53,75.75,101.1,1.64,274.09,2.36,273.42
2015-01-03 17:00:00,40,10.88,6.83,8.86,6.16,76.44,101.13,1.77,273.54,2.45,272.74
2015-01-03 18:00:00,67,10.22,7.05,8.64,6.23,81.06,101.18,1.93,273.72,2.68,272.84
2015-01-03 19:00:00,75,9.69,7.26,8.48,6.29,85.12,101.22,2.1,272.78,2.95,271.82
2015-01-03 20:00:00,83,9.05,7.39,8.22,6.35,89.56,101.25,2.17,268.56,3.1,267.4
2015-01-03 21:00:00,29,8.43,7.34,7.88,6.35,93.12,101.27,2.24,260.57,3.29,259.33
2015-01-05 10:00:00,113,12.51,6.53,9.52,6.04,66.88,100.19,2.65,239.73,3.59,239.08
2015-01-05 11:00:00,140,13.55,6.58,10.06,6.04,62.69,100.14,2.54,263.82,3.31,263.08
2015-01-05 12:00:00,222,14.12,6.71,10.41,6.1,60.94,100.06,2.59,280.6,3.34,279.97
2015-01-05 13:00:00,226,14.23,6.9,10.56,6.23,61.31,100.0,2.55,292.71,3.27,292.34
2015-01-05 14:00:00,180,13.64,7.12,10.38,6.29,64.69,99.98,2.45,305.41,3.17,305.18
2015-01-05 15:00:00,82,12.44,8.28,10.37,6.84,75.69,99.99,1.93,321.74,2.55,322.36
2015-01-05 16:00:00,50,10.08,8.27,9.18,6.84,88.44,100.01,1.65,330.15,2.46,331.97
2015-01-05 17:00:00,63,9.04,8.31,8.67,6.84,95.12,100.06,1.67,325.12,2.29,326.69
2015-01-05 18:00:00,116,9.0,8.4,8.7,6.9,95.94,100.09,1.4,310.01,1.82,311.16
2015-01-05 19:00:00,139,9.15,8.31,8.73,6.84,94.44,100.1,1.26,287.99,1.57,287.98
2015-01-05 20:00:00,98,8.76,8.03,8.4,6.71,95.06,100.08,1.38,267.72,1.73,266.89
2015-01-05 21:00:00,54,8.08,7.65,7.87,6.53,97.06,100.07,1.6,260.45,2.12,258.94
2015-01-05 22:00:00,12,7.77,7.26,7.51,6.35,96.5,100.08,1.86,259.82,2.52,257.99
2015-01-05 23:00:00,11,7.42,6.82,7.12,6.16,95.94,100.07,1.95,261.03,2.68,258.92
2015-01-06 18:00:00,4,10.36,1.96,6.16,4.39,56.31,100.34,0.56,204.78,0.65,203.2
2015-01-06 19:00:00,8,9.8,2.26,6.04,4.52,59.75,100.37,0.98,207.99,1.23,206.89
2015-01-06 20:00:00,15,8.8,2.69,5.74,4.64,66.0,100.39,1.31,221.61,1.74,220.27
2015-01-06 21:00:00,8,8.41,3.15,5.78,4.82,70.06,100.41,1.49,228.19,2.03,226.87
2015-01-06 22:00:00,17,8.08,3.55,5.82,4.94,73.69,100.42,1.56,223.18,2.18,221.8
2015-01-06 23:00:00,10,7.66,3.76,5.72,5.0,76.88,100.42,1.64,215.89,2.34,214.38
2015-01-07 10:00:00,86,11.08,4.77,7.93,5.37,65.56,100.64,1.87,218.73,2.34,218.48
2015-01-07 11:00:00,110,12.48,6.62,9.55,6.04,67.5,100.61,1.37,227.77,1.63,227.73
2015-01-07 12:00:00,159,13.49,6.94,10.22,6.23,64.5,100.53,1.03,239.93,1.2,240.26
2015-01-07 13:00:00,227,14.16,7.09,10.63,6.29,62.5,100.46,0.76,271.77,0.91,273.45
2015-01-07 14:00:00,164,14.22,7.56,10.89,6.47,64.31,100.45,0.9,316.41,1.17,317.98
2015-01-07 15:00:00,74,13.01,9.08,11.05,7.2,77.0,100.49,0.99,339.71,1.57,342.92
2015-01-07 16:00:00,32,11.13,7.73,9.44,6.53,79.62,100.54,1.22,354.11,1.88,355.24
2015-01-07 17:00:00,60,10.71,7.52,9.12,6.47,80.75,100.59,0.85,9.55,1.16,10.86
2015-01-07 18:00:00,65,10.94,7.56,9.26,6.47,79.69,100.65,0.28,73.61,0.36,74.74
2015-01-07 19:00:00,94,10.49,7.41,8.95,6.41,81.38,100.7,0.55,174.29,0.71,173.03
2015-01-07 20:00:00,111,9.8,7.19,8.49,6.29,83.88,100.73,0.95,194.84,1.28,193.02
2015-01-07 21:00:00,33,9.28,6.9,8.09,6.16,85.25,100.76,1.31,202.75,1.85,201.26
2015-01-08 10:00:00,98,10.76,6.35,8.55,5.92,74.38,101.21,4.49,213.72,5.97,213.36
2015-01-08 11:00:00,139,12.55,6.94,9.74,6.16,68.69,101.09,4.43,212.99,5.89,212.59
2015-01-08 12:00:00,165,14.15,6.72,10.44,6.1,60.94,101.1,3.45,234.76,4.54,234.31
2015-01-08 13:00:00,186,14.68,5.77,10.23,5.68,55.31,101.19,3.13,271.72,4.13,271.84
2015-01-08 14:00:00,152,13.74,6.56,10.15,6.04,62.19,101.27,2.8,279.49,3.73,279.76
2015-01-08 15:00:00,49,12.3,8.15,10.23,6.71,75.88,101.35,2.05,269.78,2.93,270.15
2015-01-08 16:00:00,43,11.26,8.07,9.66,6.65,80.75,101.4,1.9,253.05,2.99,252.18
2015-01-08 17:00:00,40,10.4,7.28,8.84,6.29,81.12,101.44,1.96,245.57,3.16,243.56
2015-01-08 18:00:00,87,10.19,6.91,8.55,6.16,80.31,101.52,1.91,250.16,3.03,247.73
2015-01-08 19:00:00,112,10.34,7.0,8.67,6.16,79.94,101.6,1.78,252.68,2.81,250.66
2015-01-08 20:00:00,109,10.41,7.07,8.74,6.23,79.94,101.62,1.69,240.58,2.68,238.49
2015-01-08 21:00:00,43,9.93,6.5,8.22,5.98,79.5,101.61,1.84,218.96,2.99,216.72
2015-01-08 22:00:00,18,8.96,5.61,7.29,5.62,79.81,101.56,2.21,206.93,3.71,204.78
2015-01-08 23:00:00,18,8.69,5.53,7.11,5.55,80.69,101.52,2.49,205.84,4.16,203.72
2015-01-09 10:00:00,104,15.08,9.16,12.12,7.14,67.62,101.69,2.34,218.48,3.3,217.6
2015-01-09 11:00:00,139,16.21,9.79,13.0,7.45,65.62,101.71,1.93,256.19,2.64,255.43
2015-01-09 12:00:00,182,16.46,10.36,13.4,7.69,67.06,101.7,2.45,292.72,3.29,293.04
2015-01-09 13:00:00,214,16.04,10.69,13.37,7.87,70.44,101.67,2.58,298.35,3.47,298.99
2015-01-09 14:00:00,144,15.5,10.91,13.21,8.0,74.0,101.63,2.29,290.78,3.06,291.58
2015-01-09 15:00:00,60,14.89,11.41,13.15,8.3,79.62,101.6,1.5,278.68,2.09,279.46
2015-01-09 16:00:00,44,13.8,10.8,12.3,8.0,82.06,101.57,1.0,256.5,1.38,255.57
2015-01-09 17:00:00,51,12.73,10.47,11.6,7.81,86.0,101.55,1.07,223.52,1.59,218.84
2015-01-09 18:00:00,66,12.08,10.37,11.23,7.75,89.19,101.53,1.24,212.39,2.07,208.4
2015-01-09 19:00:00,74,11.77,10.17,10.97,7.63,89.88,101.51,1.31,210.38,2.32,207.0
2015-01-09 20:00:00,112,11.6,9.89,10.74,7.51,89.19,101.48,1.36,210.4,2.47,208.1
2015-01-09 21:00:00,22,11.14,9.5,10.32,7.32,89.62,101.45,1.43,214.99,2.66,212.66
2015-01-10 10:00:00,94,13.57,6.58,10.07,6.04,62.75,101.05,2.94,239.82,3.82,239.08
2015-01-10 11:00:00,127,14.51,7.82,11.16,6.53,64.12,100.96,3.42,257.87,4.48,257.81
2015-01-10 12:00:00,215,15.1,8.51,11.8,6.9,64.69,100.84,3.34,260.43,4.39,260.37
2015-01-10 13:00:00,207,15.53,9.01,12.27,7.14,65.06,100.71,3.08,265.78,4.11,265.64
2015-01-10 14:00:00,161,15.5,9.35,12.42,7.26,66.69,100.62,2.76,275.84,3.75,275.62
2015-01-10 15:00:00,77,14.53,10.33,12.43,7.81,75.88,100.6,1.98,292.01,2.75,291.83
2015-01-10 16:00:00,35,12.13,9.94,11.04,7.63,86.44,100.62,1.66,299.71,2.47,300.13
2015-01-10 17:00:00,30,10.85,9.62,10.23,7.45,92.06,100.66,1.7,287.1,2.34,286.5
2015-01-10 18:00:00,64,10.17,9.8,9.98,7.51,97.44,100.68,1.73,262.2,2.41,260.29
2015-01-10 19:00:00,84,9.33,9.71,9.52,7.45,100.0,100.67,1.96,246.2,2.95,243.57
2015-01-10 20:00:00,96,8.71,9.31,9.01,7.26,100.0,100.64,2.17,238.82,3.43,235.95
2015-01-10 21:00:00,30,8.3,8.69,8.49,6.96,100.0,100.61,2.36,235.36,3.77,232.49
2015-01-10 22:00:00,9,7.98,7.94,7.96,6.65,100.0,100.59,2.63,233.33,4.08,231.07
2015-01-10 23:00:00,15,8.4,7.25,7.83,6.35,92.75,100.59,3.06,238.46,4.5,237.06
2015-01-11 18:00:00,9,8.69,6.0,7.34,5.8,83.25,100.74,2.12,120.35,3.22,123.61
2015-01-11 19:00:00,16,8.6,5.89,7.25,5.74,83.06,100.74,2.0,130.72,3.07,135.1
2015-01-11 20:00:00,16,8.05,5.87,6.96,5.74,86.19,100.74,1.87,150.97,3.09,156.74
2015-01-11 21:00:00,11,7.41,5.87,6.64,5.74,90.0,100.72,2.0,172.6,3.49,177.43
2015-01-11 22:00:00,17,7.17,5.71,6.44,5.68,90.5,100.69,2.68,188.56,4.21,190.37
2015-01-11 23:00:00,16,7.37,5.3,6.33,5.55,86.75,100.63,3.93,196.16,5.6,196.62
2015-01-12 10:00:00,89,11.94,5.16,8.55,5.49,63.19,100.29,4.63,203.58,6.21,203.18
2015-01-12 11:00:00,139,13.83,5.23,9.52,5.49,56.06,100.22,4.46,210.74,6.01,210.26
2015-01-12 12:00:00,164,14.92,5.33,10.12,5.55,52.62,100.11,3.96,217.8,5.39,217.29
2015-01-12 13:00:00,196,15.39,5.66,10.52,5.68,52.25,100.02,3.38,220.87,4.66,220.1
2015-01-12 14:00:00,157,15.37,6.4,10.88,5.98,55.06,99.94,2.65,219.13,3.76,218.42
2015-01-12 15:00:00,59,14.49,8.54,11.51,6.96,67.5,99.89,1.54,212.96,2.48,212.24
2015-01-12 16:00:00,41,12.05,7.43,9.74,6.47,73.5,99.86,1.55,202.18,2.96,202.36
2015-01-12 17:00:00,66,10.39,6.05,8.22,5.92,74.81,99.84,2.14,197.84,3.81,198.51
2015-01-12 18:00:00,100,9.96,5.56,7.76,5.68,74.5,99.81,2.9,198.39,4.57,198.65
2015-01-12 19:00:00,124,9.87,5.11,7.49,5.55,72.56,99.77,3.94,198.4,5.72,198.39
2015-01-12 20:00:00,100,9.87,4.58,7.23,5.31,69.75,99.7,4.92,196.71,6.91,196.41
2015-01-12 21:00:00,45,9.65,4.13,6.89,5.13,68.62,99.65,5.53,195.31,7.68,195.04
2015-01-12 22:00:00,15,9.4,3.83,6.62,5.07,68.31,99.59,5.88,195.5,8.12,195.23
2015-01-12 23:00:00,11,9.23,3.59,6.4,4.94,68.06,99.53,6.21,195.54,8.57,195.28
2015-01-13 10:00:00,103,10.35,5.91,8.13,5.86,74.31,99.38,5.46,218.15,7.37,217.46
2015-01-13 11:00:00,138,11.68,6.68,9.18,6.16,71.62,99.38,5.55,224.26,7.47,223.56
2015-01-13 12:00:00,159,12.74,7.26,10.0,6.41,69.38,99.35,5.41,234.64,7.26,233.88
2015-01-13 13:00:00,167,13.28,7.74,10.51,6.65,69.12,99.32,4.8,239.88,6.41,239.06
2015-01-13 14:00:00,128,13.4,8.16,10.79,6.84,70.5,99.31,4.08,242.99,5.45,242.04
2015-01-13 15:00:00,62,12.74,8.62,10.68,7.02,75.94,99.34,3.37,248.37,4.55,247.27
2015-01-13 16:00:00,17,11.02,8.45,9.73,6.96,84.06,99.41,2.89,255.44,4.1,253.98
2015-01-13 17:00:00,39,9.53,7.65,8.59,6.59,87.94,99.5,2.93,260.94,4.37,259.81
2015-01-13 18:00:00,73,8.81,7.34,8.08,6.41,90.31,99.57,3.04,263.66,4.57,262.73
2015-01-13 19:00:00,104,8.25,6.99,7.62,6.29,91.62,99.64,3.22,261.36,4.79,260.61
2015-01-13 20:00:00,95,7.74,6.48,7.11,6.04,91.62,99.67,3.25,255.36,4.81,254.27
2015-01-13 21:00:00,46,7.2,5.86,6.53,5.8,91.25,99.72,3.22,248.97,4.81,247.47
2015-01-13 22:00:00,11,6.79,5.28,6.04,5.55,90.25,99.75,3.24,242.14,4.81,240.52
2015-01-13 23:00:00,14,6.58,4.73,5.65,5.37,88.25,99.74,3.4,235.69,4.96,234.03
2015-01-14 10:00:00,105,9.95,5.94,7.94,5.8,76.0,99.83,4.02,208.46,5.34,207.99
2015-01-14 11:00:00,148,11.24,5.31,8.28,5.55,66.81,99.73,4.8,210.4,6.35,210.13
2015-01-14 12:00:00,165,12.41,4.64,8.52,5.31,59.12,99.59,5.16,216.44,6.85,216.23
2015-01-14 13:00:00,184,13.05,4.63,8.83,5.31,56.62,99.47,4.98,219.91,6.63,219.69
2015-01-14 14:00:00,132,13.2,4.76,8.98,5.37,56.56,99.41,4.58,223.13,6.15,222.89
2015-01-14 15:00:00,8,12.2,5.29,8.75,5.62,62.62,99.38,3.46,221.98,4.76,221.54
2015-01-15 10:00:00,108,12.16,6.58,9.37,6.23,68.69,98.07,6.17,216.81,8.46,216.29
2015-01-15 11:00:00,147,12.44,7.08,9.76,6.41,69.81,98.02,5.49,220.79,7.51,220.15
2015-01-15 12:00:00,194,12.29,7.51,9.9,6.65,72.69,97.95,4.57,227.15,6.27,226.16
2015-01-15 13:00:00,191,11.78,7.98,9.88,6.84,77.5,97.91,3.69,242.51,5.05,240.94
2015-01-15 14:00:00,116,10.92,8.36,9.64,7.02,84.06,97.94,3.22,272.92,4.31,271.35
2015-01-15 15:00:00,33,9.66,8.13,8.9,6.9,90.0,98.01,3.55,298.82,4.66,298.11
2015-01-15 16:00:00,39,8.34,7.05,7.7,6.41,91.44,98.09,3.33,300.3,4.33,299.85
2015-01-15 17:00:00,45,7.44,6.21,6.82,6.04,91.81,98.17,2.96,290.54,3.83,290.02
2015-01-15 18:00:00,84,6.93,5.69,6.31,5.8,91.75,98.23,2.89,276.84,3.74,276.35
2015-01-15 19:00:00,93,6.51,5.3,5.9,5.68,91.88,98.25,2.75,264.29,3.59,263.51
2015-01-15 20:00:00,84,6.05,4.85,5.44,5.49,91.88,98.25,2.57,254.15,3.48,253.03
2015-01-15 21:00:00,50,5.51,4.3,4.9,5.25,91.88,98.24,2.5,245.84,3.62,243.99
2015-01-15 22:00:00,14,5.12,3.87,4.49,5.13,91.56,98.21,2.6,234.06,3.87,231.72
2015-01-15 23:00:00,13,4.95,3.42,4.19,4.94,89.88,98.17,2.86,221.23,4.22,219.29
2015-01-16 10:00:00,141,7.37,4.6,5.98,5.37,82.56,98.74,5.21,251.81,6.88,251.46
2015-01-16 11:00:00,167,7.71,4.87,6.29,5.43,82.12,98.79,6.35,261.37,8.46,261.29
2015-01-16 12:00:00,203,7.75,5.13,6.44,5.55,83.38,98.82,7.31,269.39,9.78,269.18
2015-01-16 13:00:00,215,8.0,4.94,6.47,5.49,80.94,98.88,7.82,280.41,10.54,280.03
2015-01-16 14:00:00,104,8.08,4.6,6.34,5.37,78.56,99.0,7.55,292.64,10.18,292.18
2015-01-16 15:00:00,74,8.04,4.36,6.19,5.25,77.44,99.12,6.52,301.18,8.78,300.72
2015-01-16 16:00:00,35,7.75,4.11,5.93,5.13,77.62,99.22,5.44,306.82,7.34,306.35
2015-01-16 17:00:00,45,7.31,4.11,5.71,5.13,80.0,99.32,4.55,309.7,6.18,309.1
2015-01-16 18:00:00,60,6.76,4.04,5.4,5.13,82.69,99.41,3.69,309.42,5.13,308.56
2015-01-16 19:00:00,101,6.16,3.7,4.94,5.0,84.19,99.47,3.12,302.02,4.51,300.47
2015-01-16 20:00:00,87,5.84,3.52,4.69,4.94,84.94,99.53,2.87,289.08,4.28,286.88
2015-01-16 21:00:00,30,5.51,3.46,4.49,4.88,86.5,99.57,2.75,276.2,4.2,273.63
2015-01-16 22:00:00,15,5.16,3.51,4.33,4.94,88.94,99.59,2.79,265.34,4.26,262.73
2015-01-16 23:00:00,10,5.1,3.8,4.44,5.0,91.19,99.61,2.98,261.7,4.41,259.7
2015-01-17 10:00:00,101,7.61,4.66,6.14,5.31,81.5,99.73,4.17,245.69,5.45,245.09
2015-01-17 11:00:00,143,8.38,4.29,6.33,5.19,75.38,99.7,4.25,250.23,5.52,249.9
2015-01-17 12:00:00,200,9.16,3.51,6.33,4.94,67.81,99.62,4.3,249.82,5.56,249.53
2015-01-17 13:00:00,204,9.3,2.69,5.99,4.64,63.44,99.49,3.75,241.94,4.89,241.55
2015-01-17 14:00:00,150,8.83,3.01,5.92,4.76,66.88,99.41,2.77,234.52,3.66,233.59
2015-01-17 15:00:00,66,8.19,3.58,5.88,4.94,72.56,99.34,2.27,222.21,3.16,220.39
2015-01-17 16:00:00,45,7.3,2.91,5.11,4.76,73.62,99.26,2.3,210.13,3.45,208.13
2015-01-17 17:00:00,44,6.69,2.33,4.51,4.52,73.62,99.19,2.42,199.6,3.71,197.9
2015-01-17 18:00:00,63,6.4,2.08,4.24,4.46,73.88,99.12,2.67,192.53,4.0,191.38
2015-01-17 19:00:00,83,6.22,2.08,4.15,4.46,74.69,99.06,3.05,190.48,4.41,189.8
2015-01-17 20:00:00,102,6.28,2.31,4.3,4.52,75.62,98.99,3.52,187.14,4.92,186.84
2015-01-17 21:00:00,41,6.44,2.55,4.5,4.64,76.06,98.91,4.16,183.88,5.71,183.61
2015-01-17 22:00:00,11,6.55,2.8,4.68,4.7,76.88,98.84,4.67,181.92,6.37,181.76
2015-01-17 23:00:00,17,6.65,2.99,4.82,4.76,77.38,98.75,5.1,181.32,6.94,181.29
2015-01-18 18:00:00,19,7.19,5.68,6.44,5.8,90.0,98.64,7.5,356.78,10.15,356.56
2015-01-18 19:00:00,19,6.96,5.08,6.02,5.55,87.69,98.74,7.29,357.97,9.86,357.82
2015-01-18 20:00:00,11,6.73,4.57,5.65,5.31,85.94,98.82,6.52,355.05,8.81,354.86
2015-01-18 21:00:00,10,6.56,4.21,5.38,5.19,84.81,98.9,6.24,354.9,8.43,354.68
2015-01-18 22:00:00,8,6.58,3.99,5.29,5.13,83.44,98.96,6.31,355.88,8.53,355.75
2015-01-18 23:00:00,15,6.57,3.76,5.17,5.07,82.12,99.01,6.04,356.22,8.17,356.11
2015-01-19 10:00:00,91,7.22,3.76,5.49,5.0,78.56,99.3,3.71,351.53,4.83,351.35
2015-01-19 11:00:00,132,7.81,3.33,5.58,4.88,73.25,99.28,3.72,344.27,4.77,344.03
2015-01-19 12:00:00,193,8.19,2.86,5.53,4.7,68.94,99.21,3.77,334.07,4.8,333.85
2015-01-19 13:00:00,190,8.31,2.38,5.35,4.58,66.19,99.15,3.8,326.73,4.85,326.49
2015-01-19 14:00:00,123,8.18,1.98,5.08,4.46,64.94,99.11,3.62,320.08,4.65,319.77
2015-01-19 15:00:00,67,7.74,1.97,4.85,4.46,66.81,99.09,3.07,312.32,4.01,311.84
2015-01-19 16:00:00,39,6.47,2.72,4.59,4.7,76.81,99.09,2.2,305.44,3.1,304.53
2015-01-19 17:00:00,47,5.55,2.37,3.96,4.58,79.81,99.08,2.0,298.77,3.1,297.79
2015-01-19 18:00:00,83,5.53,2.37,3.95,4.58,79.94,99.07,1.91,291.32,2.99,290.19
2015-01-19 19:00:00,107,5.46,2.37,3.91,4.58,80.38,99.06,1.98,283.43,3.1,282.36
2015-01-19 20:00:00,110,5.34,2.31,3.83,4.52,80.69,99.03,1.97,276.39,3.07,275.1
2015-01-19 21:00:00,50,5.28,2.15,3.72,4.52,80.12,98.97,1.82,266.79,2.84,265.11
2015-01-19 22:00:00,12,5.25,2.02,3.64,4.46,79.56,98.9,1.75,254.16,2.73,252.14
2015-01-19 23:00:00,16,5.19,2.03,3.61,4.46,79.94,98.82,1.74,239.52,2.72,237.18
2015-01-20 09:00:00,81,7.08,6.0,6.55,5.92,92.75,98.37,3.94,280.73,5.32,280.75
2015-01-20 10:00:00,116,7.58,6.51,7.05,6.16,92.88,98.42,4.56,293.53,6.11,293.42
2015-01-20 11:00:00,139,7.94,6.69,7.32,6.23,91.69,98.47,5.21,302.14,6.98,301.91
2015-01-20 12:00:00,163,8.15,6.51,7.33,6.16,89.31,98.48,5.61,308.5,7.5,308.28
2015-01-20 13:00:00,151,8.36,6.23,7.3,6.04,86.38,98.5,5.83,314.19,7.8,313.98
2015-01-20 14:00:00,124,8.53,6.03,7.28,5.92,84.12,98.55,5.81,317.78,7.78,317.61
2015-01-20 15:00:00,57,8.36,5.91,7.14,5.86,84.44,98.59,5.33,318.09,7.14,317.84
2015-01-20 16:00:00,31,7.91,5.76,6.84,5.8,86.12,98.63,4.67,317.51,6.29,317.17
2015-01-20 17:00:00,41,7.32,5.37,6.34,5.68,87.38,98.69,4.31,318.16,5.87,317.8
2015-01-20 18:00:00,86,7.19,5.19,6.19,5.62,87.0,98.75,4.26,318.57,5.83,318.21
2015-01-20 19:00:00,92,6.98,5.04,6.01,5.49,87.31,98.81,4.0,316.42,5.5,316.04
2015-01-20 20:00:00,89,6.86,4.96,5.9,5.49,87.62,98.85,3.83,312.52,5.28,312.06
2015-01-20 21:00:00,39,6.61,4.8,5.7,5.43,88.12,98.87,3.64,307.14,5.06,306.71
2015-01-20 22:00:00,9,6.65,4.84,5.75,5.43,88.12,98.86,3.63,299.99,5.01,299.6
2015-01-20 23:00:00,11,6.52,4.81,5.66,5.43,88.75,98.82,3.67,291.6,5.08,291.11
2015-01-21 09:00:00,70,7.2,5.6,6.4,5.74,89.38,98.54,6.13,306.77,8.21,306.49
2015-01-21 10:00:00,105,7.39,5.25,6.32,5.62,86.12,98.59,6.29,307.23,8.4,306.91
2015-01-21 11:00:00,151,7.52,5.0,6.26,5.49,83.88,98.58,6.47,306.21,8.64,306.02
2015-01-21 12:00:00,166,7.55,4.9,6.22,5.49,83.12,98.53,6.48,304.84,8.67,304.61
2015-01-21 13:00:00,166,7.52,4.96,6.24,5.49,83.62,98.49,6.59,304.09,8.81,303.94
2015-01-21 14:00:00,147,7.29,5.14,6.22,5.55,86.06,98.48,6.53,304.91,8.72,304.67
2015-01-21 15:00:00,68,7.04,5.32,6.18,5.62,88.62,98.49,6.16,305.4,8.23,305.11
2015-01-21 16:00:00,37,6.81,5.42,6.12,5.68,90.75,98.48,5.63,304.59,7.51,304.19
2015-01-21 17:00:00,48,6.68,5.48,6.08,5.74,91.88,98.49,5.28,304.75,7.04,304.33
2015-01-21 18:00:00,55,6.65,5.45,6.05,5.68,91.88,98.53,5.38,307.98,7.18,307.53
2015-01-21 19:00:00,76,6.64,5.4,6.02,5.68,91.69,98.57,5.52,312.25,7.37,311.87
2015-01-21 20:00:00,74,6.58,5.29,5.93,5.62,91.31,98.6,5.57,315.91,7.45,315.6
2015-01-21 21:00:00,24,6.51,5.19,5.85,5.62,91.19,98.63,5.54,317.69,7.41,317.43
2015-01-22 09:00:00,76,7.4,5.54,6.47,5.68,87.81,99.3,4.55,326.28,6.06,325.72
2015-01-22 10:00:00,113,7.9,5.71,6.8,5.74,85.88,99.39,4.49,325.84,5.96,325.41
2015-01-22 11:00:00,135,8.42,5.43,6.92,5.62,81.31,99.44,4.68,327.35,6.2,327.03
2015-01-22 12:00:00,198,8.84,4.89,6.87,5.43,76.12,99.45,4.81,327.68,6.34,327.49
2015-01-22 13:00:00,193,9.07,4.5,6.78,5.31,72.94,99.46,4.67,325.78,6.12,325.62
2015-01-22 14:00:00,128,8.95,4.25,6.6,5.19,72.25,99.48,4.3,322.67,5.64,322.43
2015-01-22 15:00:00,51,8.55,4.26,6.4,5.19,74.31,99.51,3.81,317.83,5.0,317.59
2015-01-22 16:00:00,31,7.3,4.46,5.88,5.25,82.06,99.56,2.9,313.58,3.96,312.92
2015-01-22 17:00:00,69,5.98,3.94,4.97,5.07,86.69,99.63,2.56,309.67,3.79,308.38
2015-01-22 18:00:00,72,5.81,4.08,4.94,5.13,88.62,99.7,2.39,306.08,3.57,304.49
2015-01-22 19:00:00,93,5.77,4.28,5.03,5.19,90.0,99.75,2.27,304.78,3.4,303.0
2015-01-22 20:00:00,97,6.0,4.61,5.3,5.31,90.69,99.8,2.2,306.46,3.25,304.72
2015-01-22 21:00:00,41,6.23,4.8,5.51,5.37,90.38,99.84,2.05,308.35,3.03,306.72
2015-01-22 22:00:00,6,6.1,4.66,5.38,5.31,90.38,99.86,1.82,307.16,2.76,305.09
2015-01-22 23:00:00,18,6.19,4.68,5.43,5.31,90.0,99.88,1.67,305.69,2.52,303.49
2015-01-23 09:00:00,82,7.71,5.32,6.51,5.55,84.69,100.19,1.27,338.0,1.65,336.59
2015-01-23 10:00:00,111,8.24,5.0,6.62,5.43,79.94,100.24,1.43,334.13,1.75,333.21
2015-01-23 11:00:00,176,8.66,4.6,6.63,5.25,75.56,100.25,1.11,331.45,1.31,330.38
2015-01-23 12:00:00,173,9.2,4.14,6.67,5.13,70.5,100.22,0.8,328.17,0.94,327.24
2015-01-23 13:00:00,198,9.78,3.7,6.74,4.94,65.75,100.19,0.77,327.44,0.9,326.31
2015-01-23 14:00:00,117,9.9,3.38,6.65,4.82,63.75,100.19,0.74,327.48,0.87,326.74
2015-01-23 15:00:00,74,9.53,3.01,6.27,4.7,63.69,100.22,0.66,316.91,0.8,315.8
2015-01-23 16:00:00,37,8.48,3.32,5.9,4.82,69.94,100.26,0.52,297.72,0.72,295.73
2015-01-23 17:00:00,53,7.75,2.15,4.94,4.46,67.62,100.3,0.6,275.93,0.78,274.62
2015-01-23 18:00:00,74,7.47,2.14,4.8,4.46,68.81,100.34,0.61,268.53,0.77,267.11
2015-01-23 19:00:00,81,7.04,2.15,4.59,4.46,70.94,100.36,0.64,238.07,0.83,237.65
2015-01-23 20:00:00,98,6.43,2.16,4.3,4.46,74.12,100.38,0.89,217.87,1.21,217.39
