ds,sales,n_clients,year,month,day,halfhour
2017-04-06 09:00:00,25.52,8,2017,04,06,18
2017-04-06 09:30:00,2073.0,18,2017,04,06,19
2017-04-06 10:00:00,61.989999999999995,16,2017,04,06,20
2017-04-06 10:30:00,250.0,6,2017,04,06,21
2017-04-06 11:00:00,400.0,13,2017,04,06,22
2017-04-06 11:30:00,4219.1900000000005,29,2017,04,06,23
2017-04-06 12:00:00,1010.81,20,2017,04,06,24
2017-04-06 12:30:00,855.9100000000001,21,2017,04,06,25
2017-04-06 13:00:00,2891.84,31,2017,04,06,26
2017-04-06 13:30:00,5090.0,31,2017,04,06,27
2017-04-06 14:00:00,1691.37,20,2017,04,06,28
2017-04-06 14:30:00,28.0,9,2017,04,06,29
2017-04-06 15:00:00,69.0,19,2017,04,06,30
2017-04-06 15:30:00,26.0,9,2017,04,06,31
2017-04-06 16:00:00,30.0,9,2017,04,06,32
2017-04-06 16:30:00,657.74,9,2017,04,06,33
2017-04-06 17:00:00,305.0,11,2017,04,06,34
2017-04-06 17:30:00,12.0,6,2017,04,06,35
2017-04-06 18:00:00,1370.0,10,2017,04,06,36
2017-04-06 18:30:00,6976.0,9,2017,04,06,37
2017-04-06 19:00:00,21.54,12,2017,04,06,38
2017-04-06 19:30:00,111.81,18,2017,04,06,39
2017-04-06 20:00:00,363.0,16,2017,04,06,40
2017-04-06 20:30:00,542.41,15,2017,04,06,41
2017-04-06 21:00:00,273.0,13,2017,04,06,42
2017-04-07 09:00:00,21.0,5,2017,04,07,18
2017-04-07 09:30:00,1100.0,6,2017,04,07,19
2017-04-07 10:00:00,781.17,11,2017,04,07,20
2017-04-07 10:30:00,283.0,9,2017,04,07,21
2017-04-07 11:00:00,2307.0,15,2017,04,07,22
2017-04-07 11:30:00,4585.21,20,2017,04,07,23
2017-04-07 12:00:00,2192.0,20,2017,04,07,24
2017-04-07 12:30:00,3938.0,13,2017,04,07,25
2017-04-07 13:00:00,2202.95,18,2017,04,07,26
2017-04-07 13:30:00,1565.75,23,2017,04,07,27
2017-04-07 14:00:00,1419.0,21,2017,04,07,28
2017-04-07 14:30:00,243.0,19,2017,04,07,29
2017-04-07 15:00:00,399.27,11,2017,04,07,30
2017-04-07 15:30:00,77.78,6,2017,04,07,31
2017-04-07 16:00:00,2.0,2,2017,04,07,32
2017-04-07 16:30:00,396.27,9,2017,04,07,33
2017-04-07 17:00:00,2746.0,9,2017,04,07,34
2017-04-07 17:30:00,660.0,8,2017,04,07,35
2017-04-07 18:00:00,2641.31,8,2017,04,07,36
2017-04-07 18:30:00,1406.0,8,2017,04,07,37
2017-04-07 19:00:00,863.43,18,2017,04,07,38
2017-04-07 19:30:00,2702.63,26,2017,04,07,39
2017-04-07 20:00:00,349.57,15,2017,04,07,40
2017-04-07 20:30:00,3605.81,18,2017,04,07,41
2017-04-07 21:00:00,269.0,5,2017,04,07,42
2017-04-08 09:00:00,735.0,3,2017,04,08,18
2017-04-08 09:30:00,5.0,2,2017,04,08,19
2017-04-08 10:00:00,1195.72,11,2017,04,08,20
2017-04-08 10:30:00,786.77,16,2017,04,08,21
2017-04-08 11:00:00,637.0,13,2017,04,08,22
2017-04-08 11:30:00,2391.0,14,2017,04,08,23
2017-04-08 12:00:00,2228.52,33,2017,04,08,24
2017-04-08 12:30:00,6109.0,33,2017,04,08,25
2017-04-08 13:00:00,1598.59,22,2017,04,08,26
2017-04-08 13:30:00,3526.0,30,2017,04,08,27
2017-04-08 14:00:00,1975.0,23,2017,04,08,28
2017-04-08 14:30:00,1575.6,23,2017,04,08,29
2017-04-08 15:00:00,281.25,17,2017,04,08,30
