ds,sales,n_clients,year,month,day,halfhour
2015-01-02 10:00:00,171.32,47,2015,01,02,20
2015-01-02 10:30:00,261.02,67,2015,01,02,21
2015-01-02 11:00:00,157.84,49,2015,01,02,22
2015-01-02 11:30:00,321.16999999999996,71,2015,01,02,23
2015-01-02 12:00:00,347.93,89,2015,01,02,24
2015-01-02 12:30:00,365.65999999999997,97,2015,01,02,25
2015-01-02 13:00:00,369.26,98,2015,01,02,26
2015-01-02 13:30:00,356.95000000000005,103,2015,01,02,27
2015-01-02 14:00:00,132.22,59,2015,01,02,28
2015-01-02 14:30:00,215.41000000000003,67,2015,01,02,29
2015-01-02 15:00:00,181.52,41,2015,01,02,30
2015-01-02 15:30:00,108.38,34,2015,01,02,31
2015-01-02 16:00:00,96.19999999999999,27,2015,01,02,32
2015-01-02 16:30:00,62.45,17,2015,01,02,33
2015-01-02 17:00:00,215.85,37,2015,01,02,34
2015-01-02 17:30:00,151.70999999999998,26,2015,01,02,35
2015-01-02 18:00:00,404.9,42,2015,01,02,36
2015-01-02 18:30:00,163.6,31,2015,01,02,37
2015-01-02 19:00:00,215.1,37,2015,01,02,38
2015-01-02 19:30:00,294.77,41,2015,01,02,39
2015-01-02 20:00:00,238.2,48,2015,01,02,40
2015-01-02 20:30:00,197.41000000000003,59,2015,01,02,41
2015-01-02 21:00:00,43.04,14,2015,01,02,42
2015-01-03 10:00:00,202.07,47,2015,01,03,20
2015-01-03 10:30:00,311.40999999999997,59,2015,01,03,21
2015-01-03 11:00:00,418.66,72,2015,01,03,22
2015-01-03 11:30:00,431.83000000000004,80,2015,01,03,23
2015-01-03 12:00:00,484.88,109,2015,01,03,24
2015-01-03 12:30:00,479.90999999999997,102,2015,01,03,25
2015-01-03 13:00:00,537.8,98,2015,01,03,26
2015-01-03 13:30:00,416.47,99,2015,01,03,27
2015-01-03 14:00:00,304.98,59,2015,01,03,28
2015-01-03 14:30:00,196.01000000000002,45,2015,01,03,29
2015-01-03 15:00:00,185.32999999999998,49,2015,01,03,30
2015-01-03 15:30:00,82.8,23,2015,01,03,31
2015-01-03 16:00:00,55.05,16,2015,01,03,32
2015-01-03 16:30:00,51.260000000000005,18,2015,01,03,33
2015-01-03 17:00:00,84.97,22,2015,01,03,34
2015-01-03 17:30:00,241.44,36,2015,01,03,35
2015-01-03 18:00:00,196.7,40,2015,01,03,36
2015-01-03 18:30:00,183.09,41,2015,01,03,37
2015-01-03 19:00:00,190.85,47,2015,01,03,38
2015-01-03 19:30:00,156.57999999999998,34,2015,01,03,39
2015-01-03 20:00:00,301.13,55,2015,01,03,40
2015-01-03 20:30:00,381.3,54,2015,01,03,41
2015-01-03 21:00:00,34.370000000000005,11,2015,01,03,42
2015-01-05 10:00:00,232.5,52,2015,01,05,20
2015-01-05 10:30:00,349.71999999999997,82,2015,01,05,21
2015-01-05 11:00:00,336.28,72,2015,01,05,22
2015-01-05 11:30:00,381.13,93,2015,01,05,23
2015-01-05 12:00:00,426.77,97,2015,01,05,24
2015-01-05 12:30:00,475.12,113,2015,01,05,25
2015-01-05 13:00:00,582.4100000000001,138,2015,01,05,26
2015-01-05 13:30:00,397.09000000000003,101,2015,01,05,27
2015-01-05 14:00:00,268.55,79,2015,01,05,28
2015-01-05 14:30:00,244.68,64,2015,01,05,29
2015-01-05 15:00:00,115.09,51,2015,01,05,30
2015-01-05 15:30:00,136.29,29,2015,01,05,31
2015-01-05 16:00:00,204.67,47,2015,01,05,32
2015-01-05 16:30:00,153.31,38,2015,01,05,33
2015-01-05 17:00:00,216.49,37,2015,01,05,34
2015-01-05 17:30:00,214.35000000000002,39,2015,01,05,35
2015-01-05 18:00:00,302.04,65,2015,01,05,36
