ds,sales,n_clients,year,month,day,halfhour
2017-03-09 08:30:00,1.0,1,2017,03,09,17
2017-03-09 09:00:00,1512.18,8,2017,03,09,18
2017-03-09 09:30:00,215.07,18,2017,03,09,19
2017-03-09 10:00:00,333.3,31,2017,03,09,20
2017-03-09 10:30:00,1590.37,39,2017,03,09,21
2017-03-09 11:00:00,461.22,43,2017,03,09,22
2017-03-09 11:30:00,2013.07,49,2017,03,09,23
2017-03-09 12:00:00,1231.67,57,2017,03,09,24
2017-03-09 12:30:00,1003.6400000000001,56,2017,03,09,25
2017-03-09 13:00:00,440.83000000000004,52,2017,03,09,26
2017-03-09 13:30:00,457.32,49,2017,03,09,27
2017-03-09 14:00:00,271.73,30,2017,03,09,28
2017-03-09 14:30:00,244.27999999999997,27,2017,03,09,29
2017-03-09 15:00:00,282.22,30,2017,03,09,30
2017-03-09 15:30:00,202.69,23,2017,03,09,31
2017-03-09 16:00:00,148.11,17,2017,03,09,32
2017-03-09 16:30:00,276.36,19,2017,03,09,33
2017-03-09 17:00:00,195.05,22,2017,03,09,34
2017-03-09 17:30:00,427.75,36,2017,03,09,35
2017-03-09 18:00:00,415.56,39,2017,03,09,36
2017-03-09 18:30:00,498.56,57,2017,03,09,37
2017-03-09 19:00:00,3413.95,54,2017,03,09,38
2017-03-09 19:30:00,787.27,62,2017,03,09,39
2017-03-09 20:00:00,625.75,58,2017,03,09,40
2017-03-09 20:30:00,538.3,51,2017,03,09,41
2017-03-09 21:00:00,187.2,21,2017,03,09,42
2017-03-10 09:00:00,124.43,22,2017,03,10,18
2017-03-10 09:30:00,262.08,33,2017,03,10,19
2017-03-10 10:00:00,282.05,41,2017,03,10,20
2017-03-10 10:30:00,571.99,56,2017,03,10,21
2017-03-10 11:00:00,554.89,85,2017,03,10,22
2017-03-10 11:30:00,591.36,99,2017,03,10,23
2017-03-10 12:00:00,910.61,137,2017,03,10,24
2017-03-10 12:30:00,894.25,130,2017,03,10,25
2017-03-10 13:00:00,806.1500000000001,121,2017,03,10,26
2017-03-10 13:30:00,579.32,85,2017,03,10,27
2017-03-10 14:00:00,597.16,95,2017,03,10,28
2017-03-10 14:30:00,428.17,86,2017,03,10,29
2017-03-10 15:00:00,380.96000000000004,69,2017,03,10,30
2017-03-10 15:30:00,287.31,35,2017,03,10,31
2017-03-10 16:00:00,201.5,27,2017,03,10,32
2017-03-10 16:30:00,338.19,38,2017,03,10,33
2017-03-10 17:00:00,377.15,42,2017,03,10,34
2017-03-10 17:30:00,445.28000000000003,50,2017,03,10,35
2017-03-10 18:00:00,323.16999999999996,53,2017,03,10,36
2017-03-10 18:30:00,708.45,82,2017,03,10,37
2017-03-10 19:00:00,1320.62,71,2017,03,10,38
2017-03-10 19:30:00,603.77,75,2017,03,10,39
2017-03-10 20:00:00,830.06,90,2017,03,10,40
2017-03-10 20:30:00,2753.1800000000003,90,2017,03,10,41
2017-03-10 21:00:00,409.78,57,2017,03,10,42
2017-03-10 21:30:00,16.49,1,2017,03,10,43
2017-03-11 09:00:00,96.6,15,2017,03,11,18
2017-03-11 09:30:00,276.81,34,2017,03,11,19
2017-03-11 10:00:00,545.12,38,2017,03,11,20
2017-03-11 10:30:00,855.94,61,2017,03,11,21
2017-03-11 11:00:00,5565.24,86,2017,03,11,22
2017-03-11 11:30:00,1417.26,95,2017,03,11,23
2017-03-11 12:00:00,1201.44,83,2017,03,11,24
2017-03-11 12:30:00,2902.2,101,2017,03,11,25
2017-03-11 13:00:00,4093.14,84,2017,03,11,26
2017-03-11 13:30:00,1915.3899999999999,107,2017,03,11,27
2017-03-11 14:00:00,1263.6599999999999,79,2017,03,11,28
2017-03-11 14:30:00,1028.0,61,2017,03,11,29
2017-03-11 15:00:00,483.26,46,2017,03,11,30
2017-03-11 15:30:00,335.93,18,2017,03,11,31
2017-03-11 16:00:00,810.28,24,2017,03,11,32
2017-03-11 16:30:00,349.45,15,2017,03,11,33
2017-03-11 17:00:00,568.14,30,2017,03,11,34
