,store 1,store 2,store 3,store 4,store 5
MAE,11.749390967729449,9.650793663719142,9.968375921706093,11.670436651256402,9.575971468163154
R2,0.8970193667250742,0.9394027700258235,0.9189790204480892,0.8230094981630943,0.7787791083488237
RMSE,15.168228969276612,12.480560948965682,12.5538175892419,14.576428934767968,11.896415783765477
MAPE,0.12067446127376757,0.13283014039374316,0.14372827369930385,0.18166775593176424,0.16531460938376877
MedAE,9.463407214333893,7.856848232270661,8.37858123747506,9.900616768017711,8.1776454394475
