,store1,store2,store3,store4,store5
MAE,10.64389885284452,9.37482119725196,9.223088996037935,8.769495411305458,7.943387782643981
R2,0.9154352788313679,0.9428937265784253,0.9296822919041614,0.8919737057351084,0.8421480150776713
RMSE,13.775155514108784,12.105898597137118,11.646135289373111,11.355654308168454,10.13656415559546
MAPE,0.11490579034474617,0.12766922559414332,0.12831069575834428,0.12533423147171405,0.12752150689807537
MedAE,8.65513927353514,7.541900735691573,7.392775381118438,7.181546297038413,6.631781462628761
