datetime,store,weekday,sales,products_sold,clients_that_bought,halfhour,year,month,day
2019-08-13 14:00:00,1027,Tuesday,296.79001,104,23,28,2019,8,13
2019-08-13 14:30:00,1027,Tuesday,190.08,63,21,29,2019,8,13
2019-08-13 15:00:00,1027,Tuesday,187.47,57,13,30,2019,8,13
2019-08-13 15:30:00,1027,Tuesday,128.98,27,12,31,2019,8,13
2019-08-13 16:00:00,1027,Tuesday,307.57999,105,24,32,2019,8,13
2019-08-13 16:30:00,1027,Tuesday,310.60999,98,25,33,2019,8,13
2019-08-13 17:00:00,1027,Tuesday,281.98001,93,21,34,2019,8,13
2019-08-13 17:30:00,1027,Tuesday,511.28,133,28,35,2019,8,13
2019-08-13 18:00:00,1027,Tuesday,288.73999,73,24,36,2019,8,13
2019-08-13 18:30:00,1027,Tuesday,437.07001,131,31,37,2019,8,13
2019-08-13 19:00:00,1027,Tuesday,288.04999,91,21,38,2019,8,13
2019-08-13 19:30:00,1027,Tuesday,366.54999,101,20,39,2019,8,13
2019-08-13 20:00:00,1027,Tuesday,249.66,83,24,40,2019,8,13
2019-08-13 20:30:00,1027,Tuesday,273.31,90,11,41,2019,8,13
2019-08-13 21:00:00,1027,Tuesday,41.68,18,3,42,2019,8,13
2019-08-14 08:00:00,1027,Wednesday,42.040001,14,7,16,2019,8,14
2019-08-14 08:30:00,1027,Wednesday,222.86,72,19,17,2019,8,14
2019-08-14 09:00:00,1027,Wednesday,239.10001,68,24,18,2019,8,14
2019-08-14 09:30:00,1027,Wednesday,313.88,87,15,19,2019,8,14
2019-08-14 10:00:00,1027,Wednesday,195.17,47,15,20,2019,8,14
2019-08-14 10:30:00,1027,Wednesday,204.17,69,16,21,2019,8,14
2019-08-14 11:00:00,1027,Wednesday,257.85999,73,22,22,2019,8,14
2019-08-14 11:30:00,1027,Wednesday,240.73,66,19,23,2019,8,14
2019-08-14 12:00:00,1027,Wednesday,300.79999,104,19,24,2019,8,14
