datetime,store,weekday,sales,products_sold,clients_that_bought,year,month,day,halfhour
2019-05-30 20:30:00,274,Thursday,606.72998,178,16,2019,5,30,41
2019-05-30 21:00:00,274,Thursday,452.10001,105,7,2019,5,30,42
2019-05-30 21:30:00,274,Thursday,126.11,27,1,2019,5,30,43
2019-05-31 07:30:00,274,Friday,17.290001,6,3,2019,5,31,15
2019-05-31 08:00:00,274,Friday,585.9500099999998,179,34,2019,5,31,16
2019-05-31 08:30:00,274,Friday,756.83002,177,26,2019,5,31,17
2019-05-31 09:00:00,274,Friday,701.38,187,35,2019,5,31,18
2019-05-31 09:30:00,274,Friday,910.19,239,42,2019,5,31,19
2019-05-31 10:00:00,274,Friday,1123.1801,257,36,2019,5,31,20
2019-05-31 10:30:00,274,Friday,1389.27,307,40,2019,5,31,21
2019-05-31 11:00:00,274,Friday,1258.66,286,35,2019,5,31,22
2019-05-31 11:30:00,274,Friday,1353.1,371,48,2019,5,31,23
2019-05-31 12:00:00,274,Friday,1603.16,312,39,2019,5,31,24
2019-05-31 12:30:00,274,Friday,1470.45,369,42,2019,5,31,25
2019-05-31 13:00:00,274,Friday,2021.79,481,64,2019,5,31,26
2019-05-31 13:30:00,274,Friday,1498.37,364,46,2019,5,31,27
2019-05-31 14:00:00,274,Friday,838.59998,218,38,2019,5,31,28
2019-05-31 14:30:00,274,Friday,1037.58,289,42,2019,5,31,29
2019-05-31 15:00:00,274,Friday,897.2700199999997,281,39,2019,5,31,30
2019-05-31 15:30:00,274,Friday,1695.89,305,39,2019,5,31,31
2019-05-31 16:00:00,274,Friday,1277.78,327,41,2019,5,31,32
2019-05-31 16:30:00,274,Friday,1602.02,359,49,2019,5,31,33
2019-05-31 17:00:00,274,Friday,921.53998,232,33,2019,5,31,34
2019-05-31 17:30:00,274,Friday,1835.72,503,51,2019,5,31,35
2019-05-31 18:00:00,274,Friday,1260.3101,251,30,2019,5,31,36
2019-05-31 18:30:00,274,Friday,1259.6801,305,40,2019,5,31,37
2019-05-31 19:00:00,274,Friday,1799.5699,420,44,2019,5,31,38
2019-05-31 19:30:00,274,Friday,1114.28,280,38,2019,5,31,39
2019-05-31 20:00:00,274,Friday,612.96002,181,26,2019,5,31,40
2019-05-31 20:30:00,274,Friday,914.85999,207,23,2019,5,31,41
2019-05-31 21:00:00,274,Friday,392.82999,110,12,2019,5,31,42
2019-05-31 21:30:00,274,Friday,9.96,4,1,2019,5,31,43
2019-06-01 07:30:00,274,Saturday,25.440001,8,3,2019,6,1,15
2019-06-01 08:00:00,274,Saturday,343.10999,89,17,2019,6,1,16
2019-06-01 08:30:00,274,Saturday,663.14001,168,27,2019,6,1,17
2019-06-01 09:00:00,274,Saturday,1082.77,228,40,2019,6,1,18
2019-06-01 09:30:00,274,Saturday,1373.4,313,36,2019,6,1,19
2019-06-01 10:00:00,274,Saturday,1437.36,358,40,2019,6,1,20
2019-06-01 10:30:00,274,Saturday,1312.22,284,34,2019,6,1,21
2019-06-01 11:00:00,274,Saturday,1781.48,367,36,2019,6,1,22
2019-06-01 11:30:00,274,Saturday,1381.91,337,34,2019,6,1,23
2019-06-01 12:00:00,274,Saturday,1957.5,466,38,2019,6,1,24
2019-06-01 12:30:00,274,Saturday,1572.39,399,40,2019,6,1,25
2019-06-01 13:00:00,274,Saturday,717.71002,192,28,2019,6,1,26
2019-06-01 13:30:00,274,Saturday,1034.35,300,32,2019,6,1,27
2019-06-01 14:00:00,274,Saturday,1538.78,387,42,2019,6,1,28
2019-06-01 14:30:00,274,Saturday,978.20001,276,32,2019,6,1,29
2019-06-01 15:00:00,274,Saturday,1384.25,361,46,2019,6,1,30
2019-06-01 15:30:00,274,Saturday,1317.84,325,31,2019,6,1,31
2019-06-01 16:00:00,274,Saturday,1841.27,440,38,2019,6,1,32
2019-06-01 16:30:00,274,Saturday,1705.36,390,46,2019,6,1,33
2019-06-01 17:00:00,274,Saturday,1064.7,237,31,2019,6,1,34
2019-06-01 17:30:00,274,Saturday,1419.48,254,34,2019,6,1,35
2019-06-01 18:00:00,274,Saturday,951.97998,251,30,2019,6,1,36
2019-06-01 18:30:00,274,Saturday,1489.04,356,37,2019,6,1,37
2019-06-01 19:00:00,274,Saturday,1111.74,276,27,2019,6,1,38
2019-06-01 19:30:00,274,Saturday,845.1500199999997,208,22,2019,6,1,39
2019-06-01 20:00:00,274,Saturday,923.16998,248,26,2019,6,1,40
2019-06-01 20:30:00,274,Saturday,602.13,132,16,2019,6,1,41
2019-06-01 21:00:00,274,Saturday,9.7299995,1,0,2019,6,1,42
2019-06-02 08:00:00,274,Sunday,79.529999,17,3,2019,6,2,16
2019-06-02 08:30:00,274,Sunday,310.10001,60,13,2019,6,2,17
2019-06-02 09:00:00,274,Sunday,208.41,40,13,2019,6,2,18
2019-06-02 09:30:00,274,Sunday,505.39999000000006,117,17,2019,6,2,19
2019-06-02 10:00:00,274,Sunday,428.41,105,15,2019,6,2,20
2019-06-02 10:30:00,274,Sunday,933.5,211,25,2019,6,2,21
2019-06-02 11:00:00,274,Sunday,1645.85,410,38,2019,6,2,22
2019-06-02 11:30:00,274,Sunday,1736.4301,361,42,2019,6,2,23
2019-06-02 12:00:00,274,Sunday,1414.02,278,26,2019,6,2,24
2019-06-02 12:30:00,274,Sunday,1234.0601,320,33,2019,6,2,25
2019-06-02 13:00:00,274,Sunday,721.47998,151,19,2019,6,2,26
2019-06-02 13:30:00,274,Sunday,1705.5699,386,29,2019,6,2,27
2019-06-02 14:00:00,274,Sunday,1259.49,268,35,2019,6,2,28
2019-06-02 14:30:00,274,Sunday,896.2199699999999,195,20,2019,6,2,29
2019-06-02 15:00:00,274,Sunday,986.81,208,19,2019,6,2,30
2019-06-02 15:30:00,274,Sunday,639.35999,154,21,2019,6,2,31
2019-06-02 16:00:00,274,Sunday,431.97,92,17,2019,6,2,32
2019-06-02 16:30:00,274,Sunday,1172.49,252,25,2019,6,2,33
2019-06-02 17:00:00,274,Sunday,525.52002,112,16,2019,6,2,34
2019-06-02 17:30:00,274,Sunday,673.73999,194,23,2019,6,2,35
2019-06-02 18:00:00,274,Sunday,352.44,103,12,2019,6,2,36
2019-06-02 18:30:00,274,Sunday,567.0700099999998,136,14,2019,6,2,37
2019-06-02 19:00:00,274,Sunday,510.75,108,13,2019,6,2,38
2019-06-02 19:30:00,274,Sunday,281.31,71,12,2019,6,2,39
2019-06-02 20:00:00,274,Sunday,193.55,64,12,2019,6,2,40
2019-06-02 20:30:00,274,Sunday,157.52,38,6,2019,6,2,41
2019-06-02 21:00:00,274,Sunday,254.63,40,5,2019,6,2,42
2019-06-02 21:30:00,274,Sunday,112.94,26,1,2019,6,2,43
2019-06-03 07:00:00,274,Monday,5.6599998,3,1,2019,6,3,14
2019-06-03 07:30:00,274,Monday,69.940002,19,6,2019,6,3,15
2019-06-03 08:00:00,274,Monday,213.16,76,15,2019,6,3,16
2019-06-03 08:30:00,274,Monday,300.73999,79,23,2019,6,3,17
2019-06-03 09:00:00,274,Monday,331.19,85,18,2019,6,3,18
2019-06-03 09:30:00,274,Monday,811.73999,175,31,2019,6,3,19
2019-06-03 10:00:00,274,Monday,389.45001,90,19,2019,6,3,20
2019-06-03 10:30:00,274,Monday,884.2299800000003,205,25,2019,6,3,21
2019-06-03 11:00:00,274,Monday,1347.29,322,32,2019,6,3,22
2019-06-03 11:30:00,274,Monday,1014.16,289,32,2019,6,3,23
2019-06-03 12:00:00,274,Monday,864.5,228,29,2019,6,3,24
2019-06-03 12:30:00,274,Monday,995.56,233,31,2019,6,3,25
2019-06-03 13:00:00,274,Monday,1104.08,276,42,2019,6,3,26
2019-06-03 13:30:00,274,Monday,925.58002,215,36,2019,6,3,27
2019-06-03 14:00:00,274,Monday,1026.78,229,35,2019,6,3,28
2019-06-03 14:30:00,274,Monday,919.46002,206,27,2019,6,3,29
2019-06-03 15:00:00,274,Monday,895.4600199999999,236,35,2019,6,3,30
2019-06-03 15:30:00,274,Monday,1033.77,271,34,2019,6,3,31
2019-06-03 16:00:00,274,Monday,1012.1,198,29,2019,6,3,32
2019-06-03 16:30:00,274,Monday,1030.46,249,26,2019,6,3,33
2019-06-03 17:00:00,274,Monday,1306.72,332,37,2019,6,3,34
2019-06-03 17:30:00,274,Monday,1461.36,347,53,2019,6,3,35
2019-06-03 18:00:00,274,Monday,1439.64,379,43,2019,6,3,36
2019-06-03 18:30:00,274,Monday,732.71002,212,30,2019,6,3,37
2019-06-03 19:00:00,274,Monday,1355.09,324,42,2019,6,3,38
2019-06-03 19:30:00,274,Monday,1376.55,321,35,2019,6,3,39
2019-06-03 20:00:00,274,Monday,1322.77,272,36,2019,6,3,40
2019-06-03 20:30:00,274,Monday,713.27002,148,23,2019,6,3,41
2019-06-03 21:00:00,274,Monday,385.10999,120,11,2019,6,3,42
2019-06-03 21:30:00,274,Monday,119.67,27,1,2019,6,3,43
2019-06-04 07:00:00,274,Tuesday,29.870001,16,4,2019,6,4,14
2019-06-04 07:30:00,274,Tuesday,181.91,47,13,2019,6,4,15
2019-06-04 08:00:00,274,Tuesday,419.48001,131,25,2019,6,4,16
2019-06-04 08:30:00,274,Tuesday,230.23,109,29,2019,6,4,17
2019-06-04 09:00:00,274,Tuesday,627.65997,144,26,2019,6,4,18
2019-06-04 09:30:00,274,Tuesday,401.92001,117,28,2019,6,4,19
2019-06-04 10:00:00,274,Tuesday,781.96002,187,25,2019,6,4,20
2019-06-04 10:30:00,274,Tuesday,782.2999900000003,198,28,2019,6,4,21
2019-06-04 11:00:00,274,Tuesday,1302.62,328,35,2019,6,4,22
2019-06-04 11:30:00,274,Tuesday,1161.8,273,45,2019,6,4,23
2019-06-04 12:00:00,274,Tuesday,1190.64,279,41,2019,6,4,24
2019-06-04 12:30:00,274,Tuesday,1491.75,309,43,2019,6,4,25
2019-06-04 13:00:00,274,Tuesday,1014.13,308,43,2019,6,4,26
2019-06-04 13:30:00,274,Tuesday,1260.85,331,45,2019,6,4,27
2019-06-04 14:00:00,274,Tuesday,748.21997,214,34,2019,6,4,28
2019-06-04 14:30:00,274,Tuesday,1188.73,259,30,2019,6,4,29
2019-06-04 15:00:00,274,Tuesday,1384.6899,319,43,2019,6,4,30
2019-06-04 15:30:00,274,Tuesday,1523.86,356,44,2019,6,4,31
2019-06-04 16:00:00,274,Tuesday,1122.8,280,45,2019,6,4,32
2019-06-04 16:30:00,274,Tuesday,1272.08,331,39,2019,6,4,33
2019-06-04 17:00:00,274,Tuesday,1846.1,413,39,2019,6,4,34
2019-06-04 17:30:00,274,Tuesday,1227.84,336,44,2019,6,4,35
2019-06-04 18:00:00,274,Tuesday,1244.91,332,39,2019,6,4,36
2019-06-04 18:30:00,274,Tuesday,1264.28,330,36,2019,6,4,37
2019-06-04 19:00:00,274,Tuesday,1041.71,224,28,2019,6,4,38
2019-06-04 19:30:00,274,Tuesday,1387.21,328,35,2019,6,4,39
2019-06-04 20:00:00,274,Tuesday,758.91998,196,23,2019,6,4,40
2019-06-04 20:30:00,274,Tuesday,537.10999,140,18,2019,6,4,41
2019-06-04 21:00:00,274,Tuesday,504.92999,129,12,2019,6,4,42
2019-06-04 21:30:00,274,Tuesday,69.800003,28,1,2019,6,4,43
2019-06-05 07:00:00,274,Wednesday,17.02,6,2,2019,6,5,14
2019-06-05 07:30:00,274,Wednesday,66.050003,27,7,2019,6,5,15
2019-06-05 08:00:00,274,Wednesday,240.36,75,21,2019,6,5,16
2019-06-05 08:30:00,274,Wednesday,239.17,80,22,2019,6,5,17
2019-06-05 09:00:00,274,Wednesday,505.34,135,22,2019,6,5,18
2019-06-05 09:30:00,274,Wednesday,404.88,105,25,2019,6,5,19
2019-06-05 10:00:00,274,Wednesday,306.63,85,25,2019,6,5,20
2019-06-05 10:30:00,274,Wednesday,630.6799900000002,152,29,2019,6,5,21
2019-06-05 11:00:00,274,Wednesday,496.07001,131,20,2019,6,5,22
2019-06-05 11:30:00,274,Wednesday,517.23999,130,24,2019,6,5,23
2019-06-05 12:00:00,274,Wednesday,831.72998,189,36,2019,6,5,24
2019-06-05 12:30:00,274,Wednesday,946.54999,238,42,2019,6,5,25
2019-06-05 13:00:00,274,Wednesday,714.08002,178,41,2019,6,5,26
2019-06-05 13:30:00,274,Wednesday,633.77002,154,30,2019,6,5,27
2019-06-05 14:00:00,274,Wednesday,396.01999,102,21,2019,6,5,28
2019-06-05 14:30:00,274,Wednesday,615.96997,159,29,2019,6,5,29
2019-06-05 15:00:00,274,Wednesday,488.41,118,24,2019,6,5,30
2019-06-05 15:30:00,274,Wednesday,532.71002,168,33,2019,6,5,31
2019-06-05 16:00:00,274,Wednesday,1015.39,254,28,2019,6,5,32
2019-06-05 16:30:00,274,Wednesday,1021.97,230,35,2019,6,5,33
2019-06-05 17:00:00,274,Wednesday,1392.21,342,42,2019,6,5,34
2019-06-05 17:30:00,274,Wednesday,1313.1899,283,40,2019,6,5,35
2019-06-05 18:00:00,274,Wednesday,1333.8199,291,36,2019,6,5,36
2019-06-05 18:30:00,274,Wednesday,803.78998,199,27,2019,6,5,37
2019-06-05 19:00:00,274,Wednesday,1440.1,344,33,2019,6,5,38
2019-06-05 19:30:00,274,Wednesday,1406.26,293,33,2019,6,5,39
2019-06-05 20:00:00,274,Wednesday,1048.5601,211,25,2019,6,5,40
2019-06-05 20:30:00,274,Wednesday,845.5300300000001,206,25,2019,6,5,41
2019-06-05 21:00:00,274,Wednesday,221.92,61,7,2019,6,5,42
2019-06-05 21:30:00,274,Wednesday,184.08,22,1,2019,6,5,43
2019-06-06 07:00:00,274,Thursday,18.17,2,2,2019,6,6,14
2019-06-06 07:30:00,274,Thursday,207.87,43,13,2019,6,6,15
2019-06-06 08:00:00,274,Thursday,390.54001,86,20,2019,6,6,16
2019-06-06 08:30:00,274,Thursday,570.02002,147,34,2019,6,6,17
2019-06-06 09:00:00,274,Thursday,537.27002,149,31,2019,6,6,18
2019-06-06 09:30:00,274,Thursday,971.64001,233,37,2019,6,6,19
2019-06-06 10:00:00,274,Thursday,630.78998,133,29,2019,6,6,20
2019-06-06 10:30:00,274,Thursday,941.53998,221,27,2019,6,6,21
2019-06-06 11:00:00,274,Thursday,715.62,188,28,2019,6,6,22
2019-06-06 11:30:00,274,Thursday,1375.65,249,43,2019,6,6,23
2019-06-06 12:00:00,274,Thursday,1613.61,324,37,2019,6,6,24
2019-06-06 12:30:00,274,Thursday,1101.26,257,38,2019,6,6,25
2019-06-06 13:00:00,274,Thursday,1277.3101,277,30,2019,6,6,26
2019-06-06 13:30:00,274,Thursday,1359.1,340,46,2019,6,6,27
2019-06-06 14:00:00,274,Thursday,1086.76,304,36,2019,6,6,28
2019-06-06 14:30:00,274,Thursday,1042.8101,261,41,2019,6,6,29
2019-06-06 15:00:00,274,Thursday,1004.26,271,40,2019,6,6,30
2019-06-06 15:30:00,274,Thursday,963.81,222,35,2019,6,6,31
2019-06-06 16:00:00,274,Thursday,1043.3101,236,45,2019,6,6,32
2019-06-06 16:30:00,274,Thursday,1498.34,315,37,2019,6,6,33
2019-06-06 17:00:00,274,Thursday,1594.16,348,45,2019,6,6,34
2019-06-06 17:30:00,274,Thursday,1240.75,309,36,2019,6,6,35
2019-06-06 18:00:00,274,Thursday,1214.91,338,37,2019,6,6,36
2019-06-06 18:30:00,274,Thursday,1319.01,311,38,2019,6,6,37
2019-06-06 19:00:00,274,Thursday,1080.58,241,31,2019,6,6,38
2019-06-06 19:30:00,274,Thursday,922.04999,234,25,2019,6,6,39
2019-06-06 20:00:00,274,Thursday,1235.4399,206,19,2019,6,6,40
2019-06-06 20:30:00,274,Thursday,619.84003,149,16,2019,6,6,41
2019-06-06 21:00:00,274,Thursday,322.73999,98,7,2019,6,6,42
2019-06-06 21:30:00,274,Thursday,75.410004,21,1,2019,6,6,43
2019-06-07 07:00:00,274,Friday,58.209999,17,8,2019,6,7,14
2019-06-07 07:30:00,274,Friday,130.95,45,15,2019,6,7,15
2019-06-07 08:00:00,274,Friday,184.39999,65,18,2019,6,7,16
2019-06-07 08:30:00,274,Friday,480.14001,140,39,2019,6,7,17
2019-06-07 09:00:00,274,Friday,413.01999,114,31,2019,6,7,18
2019-06-07 09:30:00,274,Friday,848.75,166,32,2019,6,7,19
2019-06-07 10:00:00,274,Friday,724.71997,161,29,2019,6,7,20
2019-06-07 10:30:00,274,Friday,547.96997,143,33,2019,6,7,21
2019-06-07 11:00:00,274,Friday,757.37,197,32,2019,6,7,22
2019-06-07 11:30:00,274,Friday,704.37,166,25,2019,6,7,23
2019-06-07 12:00:00,274,Friday,980.26001,263,34,2019,6,7,24
2019-06-07 12:30:00,274,Friday,746.83002,165,29,2019,6,7,25
2019-06-07 13:00:00,274,Friday,809.02002,281,41,2019,6,7,26
2019-06-07 13:30:00,274,Friday,534.39001,155,31,2019,6,7,27
2019-06-07 14:00:00,274,Friday,1329.6,334,40,2019,6,7,28
2019-06-07 14:30:00,274,Friday,991.59003,236,30,2019,6,7,29
2019-06-07 15:00:00,274,Friday,1110.54,248,39,2019,6,7,30
2019-06-07 15:30:00,274,Friday,1012.71,244,23,2019,6,7,31
2019-06-07 16:00:00,274,Friday,1618.76,446,59,2019,6,7,32
2019-06-07 16:30:00,274,Friday,779.98999,219,33,2019,6,7,33
2019-06-07 17:00:00,274,Friday,890.56,252,36,2019,6,7,34
2019-06-07 17:30:00,274,Friday,1295.46,321,44,2019,6,7,35
2019-06-07 18:00:00,274,Friday,1073.22,245,40,2019,6,7,36
2019-06-07 18:30:00,274,Friday,1632.6,391,43,2019,6,7,37
2019-06-07 19:00:00,274,Friday,768.4299900000003,218,34,2019,6,7,38
2019-06-07 19:30:00,274,Friday,1109.24,240,28,2019,6,7,39
2019-06-07 20:00:00,274,Friday,962.71997,174,17,2019,6,7,40
2019-06-07 20:30:00,274,Friday,936.78003,223,31,2019,6,7,41
2019-06-07 21:00:00,274,Friday,6.559999900000001,4,1,2019,6,7,42
2019-06-07 21:30:00,274,Friday,101.15,27,1,2019,6,7,43
2019-06-08 08:00:00,274,Saturday,294.09,79,16,2019,6,8,16
2019-06-08 08:30:00,274,Saturday,671.5700099999998,172,34,2019,6,8,17
2019-06-08 09:00:00,274,Saturday,637.59998,170,31,2019,6,8,18
2019-06-08 09:30:00,274,Saturday,840.0399800000001,207,40,2019,6,8,19
2019-06-08 10:00:00,274,Saturday,652.85999,146,23,2019,6,8,20
2019-06-08 10:30:00,274,Saturday,1442.39,358,37,2019,6,8,21
2019-06-08 11:00:00,274,Saturday,1036.65,233,28,2019,6,8,22
2019-06-08 11:30:00,274,Saturday,1543.5601,402,37,2019,6,8,23
2019-06-08 12:00:00,274,Saturday,1151.85,232,27,2019,6,8,24
2019-06-08 12:30:00,274,Saturday,2015.01,416,47,2019,6,8,25
2019-06-08 13:00:00,274,Saturday,1233.45,288,32,2019,6,8,26
2019-06-08 13:30:00,274,Saturday,887.0900300000003,204,29,2019,6,8,27
2019-06-08 14:00:00,274,Saturday,882.63,201,29,2019,6,8,28
2019-06-08 14:30:00,274,Saturday,1581.1899,390,41,2019,6,8,29
2019-06-08 15:00:00,274,Saturday,1529.47,324,32,2019,6,8,30
2019-06-08 15:30:00,274,Saturday,1118.5601,283,38,2019,6,8,31
2019-06-08 16:00:00,274,Saturday,984.65997,154,22,2019,6,8,32
2019-06-08 16:30:00,274,Saturday,1520.7,356,40,2019,6,8,33
2019-06-08 17:00:00,274,Saturday,1024.1,270,41,2019,6,8,34
2019-06-08 17:30:00,274,Saturday,915.76001,239,38,2019,6,8,35
2019-06-08 18:00:00,274,Saturday,1437.33,320,34,2019,6,8,36
2019-06-08 18:30:00,274,Saturday,1021.51,254,27,2019,6,8,37
2019-06-08 19:00:00,274,Saturday,950.03998,237,27,2019,6,8,38
2019-06-08 19:30:00,274,Saturday,989.97998,224,26,2019,6,8,39
2019-06-08 20:00:00,274,Saturday,812.65002,187,16,2019,6,8,40
2019-06-08 20:30:00,274,Saturday,439.57999,121,17,2019,6,8,41
2019-06-08 21:00:00,274,Saturday,203.39999,46,7,2019,6,8,42
2019-06-09 08:00:00,274,Sunday,95.279999,16,5,2019,6,9,16
2019-06-09 08:30:00,274,Sunday,645.09998,108,15,2019,6,9,17
2019-06-09 09:00:00,274,Sunday,937.39001,158,20,2019,6,9,18
2019-06-09 09:30:00,274,Sunday,541.5499900000002,152,25,2019,6,9,19
2019-06-09 10:00:00,274,Sunday,1312.34,270,28,2019,6,9,20
2019-06-09 10:30:00,274,Sunday,651.78998,163,21,2019,6,9,21
2019-06-09 11:00:00,274,Sunday,652.96997,168,20,2019,6,9,22
2019-06-09 11:30:00,274,Sunday,1375.54,327,31,2019,6,9,23
2019-06-09 12:00:00,274,Sunday,709.28998,207,31,2019,6,9,24
2019-06-09 12:30:00,274,Sunday,1263.65,268,35,2019,6,9,25
2019-06-09 13:00:00,274,Sunday,1059.6801,244,31,2019,6,9,26
2019-06-09 13:30:00,274,Sunday,1402.52,255,26,2019,6,9,27
2019-06-09 14:00:00,274,Sunday,800.77002,162,21,2019,6,9,28
2019-06-09 14:30:00,274,Sunday,692.02002,141,19,2019,6,9,29
2019-06-09 15:00:00,274,Sunday,589.28003,176,14,2019,6,9,30
2019-06-09 15:30:00,274,Sunday,427.87,90,22,2019,6,9,31
2019-06-09 16:00:00,274,Sunday,569.90997,137,20,2019,6,9,32
2019-06-09 16:30:00,274,Sunday,908.46002,225,22,2019,6,9,33
2019-06-09 17:00:00,274,Sunday,829.06,198,20,2019,6,9,34
2019-06-09 17:30:00,274,Sunday,589.53998,177,16,2019,6,9,35
2019-06-09 18:00:00,274,Sunday,210.28,59,14,2019,6,9,36
2019-06-09 18:30:00,274,Sunday,811.59998,155,16,2019,6,9,37
2019-06-09 19:00:00,274,Sunday,439.03,124,14,2019,6,9,38
2019-06-09 19:30:00,274,Sunday,224.60001,58,11,2019,6,9,39
2019-06-09 20:00:00,274,Sunday,245.56,63,9,2019,6,9,40
2019-06-09 20:30:00,274,Sunday,415.78,106,12,2019,6,9,41
2019-06-09 21:00:00,274,Sunday,2.74,2,1,2019,6,9,42
2019-06-10 07:00:00,274,Monday,101.95,22,6,2019,6,10,14
2019-06-10 07:30:00,274,Monday,73.58000200000002,27,12,2019,6,10,15
2019-06-10 08:00:00,274,Monday,296.97,101,27,2019,6,10,16
2019-06-10 08:30:00,274,Monday,446.17999,141,29,2019,6,10,17
2019-06-10 09:00:00,274,Monday,374.25,90,23,2019,6,10,18
2019-06-10 09:30:00,274,Monday,574.81,130,24,2019,6,10,19
2019-06-10 10:00:00,274,Monday,553.03998,120,21,2019,6,10,20
2019-06-10 10:30:00,274,Monday,1283.65,245,33,2019,6,10,21
2019-06-10 11:00:00,274,Monday,814.03998,192,32,2019,6,10,22
2019-06-10 11:30:00,274,Monday,956.75,169,29,2019,6,10,23
2019-06-10 12:00:00,274,Monday,940.72998,219,28,2019,6,10,24
2019-06-10 12:30:00,274,Monday,1378.53,323,34,2019,6,10,25
2019-06-10 13:00:00,274,Monday,828.19,207,35,2019,6,10,26
2019-06-10 13:30:00,274,Monday,931.20001,175,27,2019,6,10,27
2019-06-10 14:00:00,274,Monday,1226.24,271,28,2019,6,10,28
2019-06-10 14:30:00,274,Monday,1168.09,317,32,2019,6,10,29
2019-06-10 15:00:00,274,Monday,572.71997,141,25,2019,6,10,30
2019-06-10 15:30:00,274,Monday,647.65002,167,27,2019,6,10,31
2019-06-10 16:00:00,274,Monday,926.47998,225,36,2019,6,10,32
2019-06-10 16:30:00,274,Monday,1438.8,323,43,2019,6,10,33
2019-06-10 17:00:00,274,Monday,1319.4399,316,45,2019,6,10,34
2019-06-10 17:30:00,274,Monday,1053.05,264,32,2019,6,10,35
2019-06-10 18:00:00,274,Monday,676.89001,132,25,2019,6,10,36
2019-06-10 18:30:00,274,Monday,956.44,249,31,2019,6,10,37
2019-06-10 19:00:00,274,Monday,1416.5,323,35,2019,6,10,38
2019-06-10 19:30:00,274,Monday,819.3200099999997,151,27,2019,6,10,39
2019-06-10 20:00:00,274,Monday,522.4500099999998,122,17,2019,6,10,40
2019-06-10 20:30:00,274,Monday,743.59003,154,22,2019,6,10,41
2019-06-10 21:00:00,274,Monday,228.84,46,7,2019,6,10,42
2019-06-10 21:30:00,274,Monday,151.67,48,3,2019,6,10,43
2019-06-11 07:00:00,274,Tuesday,85.190002,22,11,2019,6,11,14
2019-06-11 07:30:00,274,Tuesday,140.77,59,14,2019,6,11,15
2019-06-11 08:00:00,274,Tuesday,300.34,84,23,2019,6,11,16
2019-06-11 08:30:00,274,Tuesday,273.42001,110,20,2019,6,11,17
2019-06-11 09:00:00,274,Tuesday,522.44,147,31,2019,6,11,18
2019-06-11 09:30:00,274,Tuesday,1065.61,234,41,2019,6,11,19
2019-06-11 10:00:00,274,Tuesday,660.38,158,32,2019,6,11,20
2019-06-11 10:30:00,274,Tuesday,945.85999,241,32,2019,6,11,21
2019-06-11 11:00:00,274,Tuesday,722.03998,130,27,2019,6,11,22
2019-06-11 11:30:00,274,Tuesday,1179.95,269,35,2019,6,11,23
2019-06-11 12:00:00,274,Tuesday,1167.1,296,44,2019,6,11,24
2019-06-11 12:30:00,274,Tuesday,991.73999,272,37,2019,6,11,25
2019-06-11 13:00:00,274,Tuesday,1079.13,273,43,2019,6,11,26
2019-06-11 13:30:00,274,Tuesday,1102.34,243,40,2019,6,11,27
2019-06-11 14:00:00,274,Tuesday,658.71997,188,35,2019,6,11,28
2019-06-11 14:30:00,274,Tuesday,749.39001,224,29,2019,6,11,29
2019-06-11 15:00:00,274,Tuesday,1087.65,278,29,2019,6,11,30
2019-06-11 15:30:00,274,Tuesday,513.1799900000002,128,17,2019,6,11,31
2019-06-11 16:00:00,274,Tuesday,1093.86,287,39,2019,6,11,32
