,ds,y,store
0,2015-01-02 10:00:00,55,15
1,2015-01-02 10:30:00,3083,15
2,2015-01-02 11:00:00,192,15
3,2015-01-02 11:30:00,608,15
4,2015-01-02 12:00:00,277,15
5,2015-01-02 12:30:00,324,15
6,2015-01-02 13:00:00,958,15
7,2015-01-02 13:30:00,315,15
8,2015-01-02 14:00:00,633,15
9,2015-01-02 14:30:00,966,15
10,2015-01-02 15:00:00,197,15
11,2015-01-02 15:30:00,108,15
12,2015-01-02 16:00:00,56,15
13,2015-01-02 16:30:00,107,15
14,2015-01-02 17:00:00,68,15
15,2015-01-02 17:30:00,75,15
16,2015-01-02 18:00:00,443,15
17,2015-01-02 18:30:00,106,15
18,2015-01-02 19:00:00,145,15
19,2015-01-02 19:30:00,225,15
20,2015-01-02 20:00:00,160,15
21,2015-01-02 20:30:00,188,15
22,2015-01-02 21:00:00,257,15
23,2015-01-02 21:30:00,70,15
24,2015-01-02 22:00:00,0,15
25,2015-01-02 22:30:00,0,15
26,2015-01-02 23:00:00,0,15
27,2015-01-02 23:30:00,0,15
28,2015-01-03 00:00:00,0,15
29,2015-01-03 00:30:00,0,15
30,2015-01-03 01:00:00,0,15
31,2015-01-03 01:30:00,0,15
32,2015-01-03 02:00:00,0,15
33,2015-01-03 02:30:00,0,15
34,2015-01-03 03:00:00,0,15
35,2015-01-03 03:30:00,0,15
36,2015-01-03 04:00:00,0,15
37,2015-01-03 04:30:00,0,15
38,2015-01-03 05:00:00,0,15
39,2015-01-03 05:30:00,0,15
40,2015-01-03 06:00:00,0,15
41,2015-01-03 06:30:00,0,15
42,2015-01-03 07:00:00,0,15
43,2015-01-03 07:30:00,0,15
44,2015-01-03 08:00:00,0,15
45,2015-01-03 08:30:00,0,15
46,2015-01-03 09:00:00,0,15
47,2015-01-03 09:30:00,0,15
48,2015-01-03 10:00:00,138,15
49,2015-01-03 10:30:00,765,15
50,2015-01-03 11:00:00,340,15
51,2015-01-03 11:30:00,265,15
52,2015-01-03 12:00:00,505,15
53,2015-01-03 12:30:00,1577,15
54,2015-01-03 13:00:00,4156,15
55,2015-01-03 13:30:00,871,15
56,2015-01-03 14:00:00,602,15
57,2015-01-03 14:30:00,1069,15
58,2015-01-03 15:00:00,239,15
59,2015-01-03 15:30:00,170,15
60,2015-01-03 16:00:00,69,15
61,2015-01-03 16:30:00,73,15
62,2015-01-03 17:00:00,99,15
63,2015-01-03 17:30:00,121,15
64,2015-01-03 18:00:00,145,15
65,2015-01-03 18:30:00,125,15
66,2015-01-03 19:00:00,150,15
67,2015-01-03 19:30:00,138,15
68,2015-01-03 20:00:00,198,15
69,2015-01-03 20:30:00,146,15
70,2015-01-03 21:00:00,206,15
71,2015-01-03 21:30:00,30,15
72,2015-01-03 22:00:00,0,15
73,2015-01-03 22:30:00,0,15
74,2015-01-03 23:00:00,0,15
75,2015-01-03 23:30:00,0,15
76,2015-01-04 00:00:00,0,15
77,2015-01-04 00:30:00,0,15
78,2015-01-04 01:00:00,0,15
79,2015-01-04 01:30:00,0,15
80,2015-01-04 02:00:00,0,15
81,2015-01-04 02:30:00,0,15
82,2015-01-04 03:00:00,0,15
83,2015-01-04 03:30:00,0,15
84,2015-01-04 04:00:00,0,15
85,2015-01-04 04:30:00,0,15
86,2015-01-04 05:00:00,0,15
87,2015-01-04 05:30:00,0,15
88,2015-01-04 06:00:00,0,15
89,2015-01-04 06:30:00,0,15
90,2015-01-04 07:00:00,0,15
91,2015-01-04 07:30:00,0,15
92,2015-01-04 08:00:00,0,15
93,2015-01-04 08:30:00,0,15
94,2015-01-04 09:00:00,0,15
95,2015-01-04 09:30:00,0,15
96,2015-01-04 10:00:00,34,15
97,2015-01-04 10:30:00,91,15
98,2015-01-04 11:00:00,117,15
99,2015-01-04 11:30:00,175,15
100,2015-01-04 12:00:00,170,15
101,2015-01-04 12:30:00,147,15
102,2015-01-04 13:00:00,137,15
103,2015-01-04 13:30:00,148,15
104,2015-01-04 14:00:00,145,15
105,2015-01-04 14:30:00,53,15
106,2015-01-04 15:00:00,0,15
107,2015-01-04 15:30:00,0,15
108,2015-01-04 16:00:00,0,15
109,2015-01-04 16:30:00,0,15
