,ds,y,store
0,2018-03-25 10:00:00,11128,4957
1,2018-03-25 10:30:00,41,4957
2,2018-03-25 11:00:00,22,4957
3,2018-03-25 11:30:00,93,4957
4,2018-03-25 12:00:00,88,4957
5,2018-03-25 12:30:00,128,4957
6,2018-03-25 13:00:00,173,4957
7,2018-03-25 13:30:00,164,4957
8,2018-03-25 14:00:00,114,4957
9,2018-03-25 14:30:00,92,4957
10,2018-03-25 15:00:00,12,4957
11,2018-03-25 15:30:00,0,4957
12,2018-03-25 16:00:00,0,4957
13,2018-03-25 16:30:00,0,4957
14,2018-03-25 17:00:00,0,4957
15,2018-03-25 17:30:00,0,4957
16,2018-03-25 18:00:00,0,4957
17,2018-03-25 18:30:00,0,4957
18,2018-03-25 19:00:00,0,4957
19,2018-03-25 19:30:00,0,4957
20,2018-03-25 20:00:00,0,4957
21,2018-03-25 20:30:00,4948,4957
22,2018-03-25 21:00:00,0,4957
23,2018-03-25 21:30:00,0,4957
24,2018-03-25 22:00:00,0,4957
25,2018-03-25 22:30:00,0,4957
26,2018-03-25 23:00:00,0,4957
27,2018-03-25 23:30:00,0,4957
28,2018-03-26 00:00:00,0,4957
29,2018-03-26 00:30:00,0,4957
30,2018-03-26 01:00:00,0,4957
31,2018-03-26 01:30:00,0,4957
32,2018-03-26 02:00:00,0,4957
33,2018-03-26 02:30:00,0,4957
34,2018-03-26 03:00:00,0,4957
35,2018-03-26 03:30:00,0,4957
36,2018-03-26 04:00:00,0,4957
37,2018-03-26 04:30:00,0,4957
38,2018-03-26 05:00:00,0,4957
39,2018-03-26 05:30:00,0,4957
40,2018-03-26 06:00:00,0,4957
41,2018-03-26 06:30:00,0,4957
42,2018-03-26 07:00:00,0,4957
43,2018-03-26 07:30:00,0,4957
44,2018-03-26 08:00:00,0,4957
45,2018-03-26 08:30:00,0,4957
46,2018-03-26 09:00:00,0,4957
47,2018-03-26 09:30:00,0,4957
48,2018-03-26 10:00:00,0,4957
49,2018-03-26 10:30:00,0,4957
50,2018-03-26 11:00:00,0,4957
51,2018-03-26 11:30:00,0,4957
52,2018-03-26 12:00:00,0,4957
53,2018-03-26 12:30:00,0,4957
54,2018-03-26 13:00:00,0,4957
55,2018-03-26 13:30:00,0,4957
56,2018-03-26 14:00:00,0,4957
57,2018-03-26 14:30:00,0,4957
58,2018-03-26 15:00:00,0,4957
59,2018-03-26 15:30:00,0,4957
60,2018-03-26 16:00:00,0,4957
61,2018-03-26 16:30:00,0,4957
62,2018-03-26 17:00:00,0,4957
63,2018-03-26 17:30:00,0,4957
64,2018-03-26 18:00:00,0,4957
65,2018-03-26 18:30:00,0,4957
66,2018-03-26 19:00:00,0,4957
67,2018-03-26 19:30:00,0,4957
68,2018-03-26 20:00:00,0,4957
69,2018-03-26 20:30:00,0,4957
70,2018-03-26 21:00:00,0,4957
71,2018-03-26 21:30:00,0,4957
72,2018-03-26 22:00:00,0,4957
73,2018-03-26 22:30:00,0,4957
74,2018-03-26 23:00:00,0,4957
75,2018-03-26 23:30:00,0,4957
76,2018-03-27 00:00:00,0,4957
77,2018-03-27 00:30:00,0,4957
78,2018-03-27 01:00:00,0,4957
79,2018-03-27 01:30:00,0,4957
80,2018-03-27 02:00:00,0,4957
81,2018-03-27 02:30:00,0,4957
82,2018-03-27 03:00:00,0,4957
83,2018-03-27 03:30:00,0,4957
84,2018-03-27 04:00:00,0,4957
85,2018-03-27 04:30:00,0,4957
86,2018-03-27 05:00:00,0,4957
87,2018-03-27 05:30:00,0,4957
88,2018-03-27 06:00:00,0,4957
89,2018-03-27 06:30:00,0,4957
90,2018-03-27 07:00:00,0,4957
91,2018-03-27 07:30:00,0,4957
92,2018-03-27 08:00:00,0,4957
93,2018-03-27 08:30:00,0,4957
94,2018-03-27 09:00:00,0,4957
95,2018-03-27 09:30:00,19,4957
96,2018-03-27 10:00:00,20,4957
97,2018-03-27 10:30:00,47,4957
98,2018-03-27 11:00:00,102,4957
99,2018-03-27 11:30:00,75,4957
100,2018-03-27 12:00:00,83,4957
101,2018-03-27 12:30:00,77,4957
102,2018-03-27 13:00:00,52,4957
103,2018-03-27 13:30:00,55,4957
104,2018-03-27 14:00:00,72,4957
105,2018-03-27 14:30:00,30,4957
106,2018-03-27 15:00:00,22,4957
107,2018-03-27 15:30:00,0,4957
108,2018-03-27 16:00:00,0,4957
109,2018-03-27 16:30:00,0,4957
110,2018-03-27 17:00:00,7,4957
111,2018-03-27 17:30:00,35,4957
112,2018-03-27 18:00:00,27,4957
113,2018-03-27 18:30:00,37,4957
114,2018-03-27 19:00:00,68,4957
115,2018-03-27 19:30:00,115,4957
116,2018-03-27 20:00:00,128,4957
117,2018-03-27 20:30:00,102,4957
118,2018-03-27 21:00:00,2,4957
119,2018-03-27 21:30:00,0,4957
120,2018-03-27 22:00:00,0,4957
121,2018-03-27 22:30:00,0,4957
122,2018-03-27 23:00:00,0,4957
123,2018-03-27 23:30:00,0,4957
124,2018-03-28 00:00:00,0,4957
125,2018-03-28 00:30:00,0,4957
126,2018-03-28 01:00:00,0,4957
127,2018-03-28 01:30:00,0,4957
128,2018-03-28 02:00:00,0,4957
129,2018-03-28 02:30:00,0,4957
130,2018-03-28 03:00:00,0,4957
131,2018-03-28 03:30:00,0,4957
132,2018-03-28 04:00:00,0,4957
133,2018-03-28 04:30:00,0,4957
134,2018-03-28 05:00:00,0,4957
135,2018-03-28 05:30:00,0,4957
136,2018-03-28 06:00:00,0,4957
137,2018-03-28 06:30:00,0,4957
138,2018-03-28 07:00:00,0,4957
139,2018-03-28 07:30:00,0,4957
140,2018-03-28 08:00:00,0,4957
141,2018-03-28 08:30:00,0,4957
142,2018-03-28 09:00:00,0,4957
143,2018-03-28 09:30:00,20,4957
144,2018-03-28 10:00:00,23,4957
145,2018-03-28 10:30:00,80,4957
146,2018-03-28 11:00:00,49,4957
147,2018-03-28 11:30:00,52,4957
148,2018-03-28 12:00:00,74,4957
149,2018-03-28 12:30:00,78,4957
150,2018-03-28 13:00:00,105,4957
151,2018-03-28 13:30:00,69,4957
152,2018-03-28 14:00:00,46,4957
153,2018-03-28 14:30:00,13,4957
154,2018-03-28 15:00:00,8,4957
155,2018-03-28 15:30:00,0,4957
156,2018-03-28 16:00:00,0,4957
157,2018-03-28 16:30:00,0,4957
158,2018-03-28 17:00:00,22,4957
159,2018-03-28 17:30:00,131,4957
160,2018-03-28 18:00:00,30,4957
161,2018-03-28 18:30:00,184,4957
162,2018-03-28 19:00:00,17,4957
163,2018-03-28 19:30:00,56,4957
164,2018-03-28 20:00:00,133,4957
165,2018-03-28 20:30:00,21,4957
166,2018-03-28 21:00:00,0,4957
167,2018-03-28 21:30:00,0,4957
168,2018-03-28 22:00:00,0,4957
169,2018-03-28 22:30:00,0,4957
170,2018-03-28 23:00:00,0,4957
171,2018-03-28 23:30:00,0,4957
172,2018-03-29 00:00:00,0,4957
173,2018-03-29 00:30:00,0,4957
174,2018-03-29 01:00:00,0,4957
175,2018-03-29 01:30:00,0,4957
176,2018-03-29 02:00:00,0,4957
177,2018-03-29 02:30:00,0,4957
178,2018-03-29 03:00:00,0,4957
179,2018-03-29 03:30:00,0,4957
180,2018-03-29 04:00:00,0,4957
181,2018-03-29 04:30:00,0,4957
182,2018-03-29 05:00:00,0,4957
