,ds,y,store
0,2017-06-08 09:00:00,4,4960
1,2017-06-08 09:30:00,44,4960
2,2017-06-08 10:00:00,89317,4960
3,2017-06-08 10:30:00,90,4960
4,2017-06-08 11:00:00,151,4960
5,2017-06-08 11:30:00,118,4960
6,2017-06-08 12:00:00,159,4960
7,2017-06-08 12:30:00,237,4960
8,2017-06-08 13:00:00,244,4960
9,2017-06-08 13:30:00,240,4960
10,2017-06-08 14:00:00,197,4960
11,2017-06-08 14:30:00,57,4960
12,2017-06-08 15:00:00,0,4960
13,2017-06-08 15:30:00,0,4960
14,2017-06-08 16:00:00,0,4960
15,2017-06-08 16:30:00,8,4960
16,2017-06-08 17:00:00,100,4960
17,2017-06-08 17:30:00,174,4960
18,2017-06-08 18:00:00,118,4960
19,2017-06-08 18:30:00,145,4960
20,2017-06-08 19:00:00,124,4960
21,2017-06-08 19:30:00,126,4960
22,2017-06-08 20:00:00,166,4960
23,2017-06-08 20:30:00,3795,4960
24,2017-06-08 21:00:00,0,4960
25,2017-06-08 21:30:00,0,4960
26,2017-06-08 22:00:00,0,4960
27,2017-06-08 22:30:00,0,4960
28,2017-06-08 23:00:00,0,4960
29,2017-06-08 23:30:00,0,4960
30,2017-06-09 00:00:00,0,4960
31,2017-06-09 00:30:00,0,4960
32,2017-06-09 01:00:00,0,4960
33,2017-06-09 01:30:00,0,4960
34,2017-06-09 02:00:00,0,4960
35,2017-06-09 02:30:00,0,4960
36,2017-06-09 03:00:00,0,4960
37,2017-06-09 03:30:00,0,4960
38,2017-06-09 04:00:00,0,4960
39,2017-06-09 04:30:00,0,4960
40,2017-06-09 05:00:00,0,4960
41,2017-06-09 05:30:00,0,4960
42,2017-06-09 06:00:00,0,4960
43,2017-06-09 06:30:00,0,4960
44,2017-06-09 07:00:00,0,4960
45,2017-06-09 07:30:00,0,4960
46,2017-06-09 08:00:00,0,4960
47,2017-06-09 08:30:00,0,4960
48,2017-06-09 09:00:00,13,4960
49,2017-06-09 09:30:00,64,4960
50,2017-06-09 10:00:00,53,4960
51,2017-06-09 10:30:00,-732,4960
52,2017-06-09 11:00:00,150,4960
53,2017-06-09 11:30:00,137,4960
54,2017-06-09 12:00:00,243,4960
55,2017-06-09 12:30:00,199,4960
56,2017-06-09 13:00:00,206,4960
57,2017-06-09 13:30:00,160,4960
58,2017-06-09 14:00:00,122,4960
59,2017-06-09 14:30:00,51,4960
60,2017-06-09 15:00:00,0,4960
61,2017-06-09 15:30:00,0,4960
62,2017-06-09 16:00:00,0,4960
63,2017-06-09 16:30:00,13,4960
64,2017-06-09 17:00:00,11,4960
65,2017-06-09 17:30:00,66,4960
66,2017-06-09 18:00:00,48,4960
67,2017-06-09 18:30:00,139,4960
68,2017-06-09 19:00:00,125,4960
69,2017-06-09 19:30:00,71,4960
70,2017-06-09 20:00:00,83,4960
71,2017-06-09 20:30:00,19,4960
72,2017-06-09 21:00:00,36,4960
73,2017-06-09 21:30:00,0,4960
74,2017-06-09 22:00:00,0,4960
75,2017-06-09 22:30:00,0,4960
76,2017-06-09 23:00:00,0,4960
77,2017-06-09 23:30:00,0,4960
78,2017-06-10 00:00:00,0,4960
79,2017-06-10 00:30:00,0,4960
80,2017-06-10 01:00:00,0,4960
81,2017-06-10 01:30:00,0,4960
82,2017-06-10 02:00:00,0,4960
83,2017-06-10 02:30:00,0,4960
84,2017-06-10 03:00:00,0,4960
85,2017-06-10 03:30:00,0,4960
86,2017-06-10 04:00:00,0,4960
87,2017-06-10 04:30:00,0,4960
88,2017-06-10 05:00:00,0,4960
89,2017-06-10 05:30:00,0,4960
90,2017-06-10 06:00:00,0,4960
91,2017-06-10 06:30:00,0,4960
92,2017-06-10 07:00:00,0,4960
93,2017-06-10 07:30:00,0,4960
94,2017-06-10 08:00:00,0,4960
95,2017-06-10 08:30:00,12,4960
96,2017-06-10 09:00:00,7,4960
97,2017-06-10 09:30:00,42,4960
98,2017-06-10 10:00:00,57,4960
99,2017-06-10 10:30:00,95,4960
100,2017-06-10 11:00:00,113,4960
101,2017-06-10 11:30:00,128,4960
102,2017-06-10 12:00:00,160,4960
103,2017-06-10 12:30:00,199,4960
104,2017-06-10 13:00:00,174,4960
105,2017-06-10 13:30:00,157,4960
106,2017-06-10 14:00:00,143,4960
107,2017-06-10 14:30:00,3,4960
108,2017-06-10 15:00:00,0,4960
109,2017-06-10 15:30:00,0,4960
110,2017-06-10 16:00:00,0,4960
111,2017-06-10 16:30:00,0,4960
112,2017-06-10 17:00:00,17,4960
113,2017-06-10 17:30:00,10,4960
114,2017-06-10 18:00:00,35,4960
115,2017-06-10 18:30:00,19,4960
116,2017-06-10 19:00:00,114,4960
117,2017-06-10 19:30:00,57,4960
118,2017-06-10 20:00:00,21,4960
119,2017-06-10 20:30:00,22,4960
120,2017-06-10 21:00:00,0,4960
121,2017-06-10 21:30:00,0,4960
122,2017-06-10 22:00:00,0,4960
123,2017-06-10 22:30:00,0,4960
124,2017-06-10 23:00:00,0,4960
125,2017-06-10 23:30:00,0,4960
126,2017-06-11 00:00:00,0,4960
127,2017-06-11 00:30:00,0,4960
128,2017-06-11 01:00:00,0,4960
129,2017-06-11 01:30:00,0,4960
130,2017-06-11 02:00:00,0,4960
131,2017-06-11 02:30:00,0,4960
132,2017-06-11 03:00:00,0,4960
133,2017-06-11 03:30:00,0,4960
134,2017-06-11 04:00:00,0,4960
135,2017-06-11 04:30:00,0,4960
136,2017-06-11 05:00:00,0,4960
137,2017-06-11 05:30:00,0,4960
138,2017-06-11 06:00:00,0,4960
139,2017-06-11 06:30:00,0,4960
140,2017-06-11 07:00:00,0,4960
141,2017-06-11 07:30:00,0,4960
142,2017-06-11 08:00:00,0,4960
143,2017-06-11 08:30:00,0,4960
144,2017-06-11 09:00:00,0,4960
145,2017-06-11 09:30:00,0,4960
146,2017-06-11 10:00:00,0,4960
147,2017-06-11 10:30:00,0,4960
148,2017-06-11 11:00:00,0,4960
149,2017-06-11 11:30:00,0,4960
150,2017-06-11 12:00:00,0,4960
151,2017-06-11 12:30:00,0,4960
152,2017-06-11 13:00:00,0,4960
153,2017-06-11 13:30:00,0,4960
154,2017-06-11 14:00:00,0,4960
155,2017-06-11 14:30:00,0,4960
156,2017-06-11 15:00:00,0,4960
157,2017-06-11 15:30:00,0,4960
158,2017-06-11 16:00:00,0,4960
159,2017-06-11 16:30:00,0,4960
160,2017-06-11 17:00:00,0,4960
161,2017-06-11 17:30:00,0,4960
162,2017-06-11 18:00:00,0,4960
163,2017-06-11 18:30:00,0,4960
164,2017-06-11 19:00:00,0,4960
165,2017-06-11 19:30:00,0,4960
166,2017-06-11 20:00:00,0,4960
167,2017-06-11 20:30:00,0,4960
168,2017-06-11 21:00:00,0,4960
169,2017-06-11 21:30:00,0,4960
170,2017-06-11 22:00:00,0,4960
171,2017-06-11 22:30:00,0,4960
172,2017-06-11 23:00:00,0,4960
173,2017-06-11 23:30:00,0,4960
174,2017-06-12 00:00:00,0,4960
175,2017-06-12 00:30:00,0,4960
176,2017-06-12 01:00:00,0,4960
177,2017-06-12 01:30:00,0,4960
178,2017-06-12 02:00:00,0,4960
179,2017-06-12 02:30:00,0,4960
180,2017-06-12 03:00:00,0,4960
181,2017-06-12 03:30:00,0,4960
182,2017-06-12 04:00:00,0,4960
183,2017-06-12 04:30:00,0,4960
184,2017-06-12 05:00:00,0,4960
185,2017-06-12 05:30:00,0,4960
186,2017-06-12 06:00:00,0,4960
187,2017-06-12 06:30:00,0,4960
188,2017-06-12 07:00:00,0,4960
189,2017-06-12 07:30:00,0,4960
190,2017-06-12 08:00:00,0,4960
191,2017-06-12 08:30:00,0,4960
192,2017-06-12 09:00:00,9,4960
193,2017-06-12 09:30:00,52,4960
194,2017-06-12 10:00:00,125,4960
195,2017-06-12 10:30:00,87,4960
196,2017-06-12 11:00:00,140,4960
197,2017-06-12 11:30:00,156,4960
198,2017-06-12 12:00:00,169,4960
199,2017-06-12 12:30:00,120,4960
200,2017-06-12 13:00:00,125,4960
201,2017-06-12 13:30:00,117,4960
202,2017-06-12 14:00:00,77,4960
203,2017-06-12 14:30:00,42,4960
204,2017-06-12 15:00:00,0,4960
205,2017-06-12 15:30:00,0,4960
206,2017-06-12 16:00:00,0,4960
207,2017-06-12 16:30:00,0,4960
208,2017-06-12 17:00:00,23,4960
209,2017-06-12 17:30:00,36,4960
210,2017-06-12 18:00:00,124,4960
211,2017-06-12 18:30:00,68,4960
212,2017-06-12 19:00:00,67,4960
213,2017-06-12 19:30:00,260,4960
214,2017-06-12 20:00:00,148,4960
215,2017-06-12 20:30:00,39,4960
216,2017-06-12 21:00:00,-5,4960
217,2017-06-12 21:30:00,0,4960
218,2017-06-12 22:00:00,0,4960
219,2017-06-12 22:30:00,0,4960
220,2017-06-12 23:00:00,0,4960
221,2017-06-12 23:30:00,0,4960
222,2017-06-13 00:00:00,0,4960
223,2017-06-13 00:30:00,0,4960
224,2017-06-13 01:00:00,0,4960
225,2017-06-13 01:30:00,0,4960
226,2017-06-13 02:00:00,0,4960
227,2017-06-13 02:30:00,0,4960
228,2017-06-13 03:00:00,0,4960
