,ds,y,store
0,2017-10-03 17:30:00,3,4967
1,2017-10-03 18:00:00,0,4967
2,2017-10-03 18:30:00,2,4967
3,2017-10-03 19:00:00,962,4967
4,2017-10-03 19:30:00,199,4967
5,2017-10-03 20:00:00,621,4967
6,2017-10-03 20:30:00,27350,4967
7,2017-10-03 21:00:00,0,4967
8,2017-10-03 21:30:00,0,4967
9,2017-10-03 22:00:00,0,4967
10,2017-10-03 22:30:00,0,4967
11,2017-10-03 23:00:00,0,4967
12,2017-10-03 23:30:00,0,4967
13,2017-10-04 00:00:00,0,4967
14,2017-10-04 00:30:00,0,4967
15,2017-10-04 01:00:00,0,4967
16,2017-10-04 01:30:00,0,4967
17,2017-10-04 02:00:00,0,4967
18,2017-10-04 02:30:00,0,4967
19,2017-10-04 03:00:00,0,4967
20,2017-10-04 03:30:00,0,4967
21,2017-10-04 04:00:00,0,4967
22,2017-10-04 04:30:00,0,4967
23,2017-10-04 05:00:00,0,4967
24,2017-10-04 05:30:00,0,4967
25,2017-10-04 06:00:00,0,4967
26,2017-10-04 06:30:00,0,4967
27,2017-10-04 07:00:00,0,4967
28,2017-10-04 07:30:00,0,4967
29,2017-10-04 08:00:00,0,4967
30,2017-10-04 08:30:00,2,4967
31,2017-10-04 09:00:00,272,4967
32,2017-10-04 09:30:00,14,4967
33,2017-10-04 10:00:00,127,4967
34,2017-10-04 10:30:00,7,4967
35,2017-10-04 11:00:00,480,4967
36,2017-10-04 11:30:00,43,4967
37,2017-10-04 12:00:00,98,4967
38,2017-10-04 12:30:00,1100,4967
39,2017-10-04 13:00:00,766,4967
40,2017-10-04 13:30:00,908,4967
41,2017-10-04 14:00:00,471,4967
42,2017-10-04 14:30:00,238,4967
43,2017-10-04 15:00:00,680,4967
44,2017-10-04 15:30:00,11,4967
45,2017-10-04 16:00:00,180,4967
46,2017-10-04 16:30:00,562,4967
47,2017-10-04 17:00:00,222,4967
48,2017-10-04 17:30:00,24,4967
49,2017-10-04 18:00:00,8,4967
50,2017-10-04 18:30:00,226,4967
51,2017-10-04 19:00:00,22,4967
52,2017-10-04 19:30:00,1205,4967
53,2017-10-04 20:00:00,534,4967
54,2017-10-04 20:30:00,16,4967
55,2017-10-04 21:00:00,124,4967
56,2017-10-04 21:30:00,0,4967
57,2017-10-04 22:00:00,0,4967
58,2017-10-04 22:30:00,0,4967
59,2017-10-04 23:00:00,0,4967
60,2017-10-04 23:30:00,0,4967
61,2017-10-05 00:00:00,0,4967
62,2017-10-05 00:30:00,0,4967
63,2017-10-05 01:00:00,0,4967
64,2017-10-05 01:30:00,0,4967
65,2017-10-05 02:00:00,0,4967
66,2017-10-05 02:30:00,0,4967
67,2017-10-05 03:00:00,0,4967
68,2017-10-05 03:30:00,0,4967
69,2017-10-05 04:00:00,0,4967
70,2017-10-05 04:30:00,0,4967
71,2017-10-05 05:00:00,0,4967
72,2017-10-05 05:30:00,0,4967
73,2017-10-05 06:00:00,0,4967
74,2017-10-05 06:30:00,0,4967
75,2017-10-05 07:00:00,0,4967
76,2017-10-05 07:30:00,0,4967
77,2017-10-05 08:00:00,0,4967
78,2017-10-05 08:30:00,1,4967
79,2017-10-05 09:00:00,0,4967
80,2017-10-05 09:30:00,530,4967
81,2017-10-05 10:00:00,66,4967
82,2017-10-05 10:30:00,14,4967
83,2017-10-05 11:00:00,253,4967
84,2017-10-05 11:30:00,815,4967
85,2017-10-05 12:00:00,109,4967
86,2017-10-05 12:30:00,1845,4967
87,2017-10-05 13:00:00,1213,4967
88,2017-10-05 13:30:00,209,4967
89,2017-10-05 14:00:00,9,4967
90,2017-10-05 14:30:00,842,4967
91,2017-10-05 15:00:00,213,4967
92,2017-10-05 15:30:00,11,4967
93,2017-10-05 16:00:00,343,4967
94,2017-10-05 16:30:00,55,4967
95,2017-10-05 17:00:00,6,4967
96,2017-10-05 17:30:00,21,4967
97,2017-10-05 18:00:00,385,4967
98,2017-10-05 18:30:00,11,4967
99,2017-10-05 19:00:00,140,4967
100,2017-10-05 19:30:00,39,4967
101,2017-10-05 20:00:00,52,4967
102,2017-10-05 20:30:00,277,4967
103,2017-10-05 21:00:00,8,4967
104,2017-10-05 21:30:00,0,4967
105,2017-10-05 22:00:00,0,4967
106,2017-10-05 22:30:00,0,4967
107,2017-10-05 23:00:00,0,4967
108,2017-10-05 23:30:00,0,4967
109,2017-10-06 00:00:00,0,4967
110,2017-10-06 00:30:00,0,4967
111,2017-10-06 01:00:00,0,4967
112,2017-10-06 01:30:00,0,4967
113,2017-10-06 02:00:00,0,4967
114,2017-10-06 02:30:00,0,4967
115,2017-10-06 03:00:00,0,4967
116,2017-10-06 03:30:00,0,4967
117,2017-10-06 04:00:00,0,4967
118,2017-10-06 04:30:00,0,4967
119,2017-10-06 05:00:00,0,4967
120,2017-10-06 05:30:00,0,4967
121,2017-10-06 06:00:00,0,4967
122,2017-10-06 06:30:00,0,4967
123,2017-10-06 07:00:00,0,4967
124,2017-10-06 07:30:00,0,4967
125,2017-10-06 08:00:00,0,4967
126,2017-10-06 08:30:00,0,4967
127,2017-10-06 09:00:00,13,4967
128,2017-10-06 09:30:00,5,4967
129,2017-10-06 10:00:00,281,4967
130,2017-10-06 10:30:00,25,4967
131,2017-10-06 11:00:00,228,4967
132,2017-10-06 11:30:00,41,4967
133,2017-10-06 12:00:00,835,4967
134,2017-10-06 12:30:00,96,4967
135,2017-10-06 13:00:00,398,4967
136,2017-10-06 13:30:00,64,4967
137,2017-10-06 14:00:00,18,4967
138,2017-10-06 14:30:00,13,4967
139,2017-10-06 15:00:00,31,4967
140,2017-10-06 15:30:00,13,4967
141,2017-10-06 16:00:00,10,4967
142,2017-10-06 16:30:00,6,4967
143,2017-10-06 17:00:00,8,4967
144,2017-10-06 17:30:00,41,4967
145,2017-10-06 18:00:00,20,4967
146,2017-10-06 18:30:00,13,4967
147,2017-10-06 19:00:00,31,4967
148,2017-10-06 19:30:00,14,4967
149,2017-10-06 20:00:00,29,4967
150,2017-10-06 20:30:00,46,4967
151,2017-10-06 21:00:00,20,4967
152,2017-10-06 21:30:00,0,4967
153,2017-10-06 22:00:00,0,4967
154,2017-10-06 22:30:00,0,4967
155,2017-10-06 23:00:00,0,4967
156,2017-10-06 23:30:00,0,4967
157,2017-10-07 00:00:00,0,4967
158,2017-10-07 00:30:00,0,4967
159,2017-10-07 01:00:00,0,4967
160,2017-10-07 01:30:00,0,4967
161,2017-10-07 02:00:00,0,4967
162,2017-10-07 02:30:00,0,4967
163,2017-10-07 03:00:00,0,4967
164,2017-10-07 03:30:00,0,4967
165,2017-10-07 04:00:00,0,4967
166,2017-10-07 04:30:00,0,4967
167,2017-10-07 05:00:00,0,4967
168,2017-10-07 05:30:00,0,4967
169,2017-10-07 06:00:00,0,4967
170,2017-10-07 06:30:00,0,4967
171,2017-10-07 07:00:00,0,4967
172,2017-10-07 07:30:00,0,4967
173,2017-10-07 08:00:00,0,4967
174,2017-10-07 08:30:00,0,4967
175,2017-10-07 09:00:00,3,4967
176,2017-10-07 09:30:00,19,4967
177,2017-10-07 10:00:00,20,4967
178,2017-10-07 10:30:00,32,4967
179,2017-10-07 11:00:00,22,4967
180,2017-10-07 11:30:00,41,4967
181,2017-10-07 12:00:00,55,4967
182,2017-10-07 12:30:00,50,4967
183,2017-10-07 13:00:00,41,4967
184,2017-10-07 13:30:00,74,4967
185,2017-10-07 14:00:00,50,4967
186,2017-10-07 14:30:00,29,4967
187,2017-10-07 15:00:00,46,4967
188,2017-10-07 15:30:00,23,4967
189,2017-10-07 16:00:00,9,4967
190,2017-10-07 16:30:00,23,4967
191,2017-10-07 17:00:00,29,4967
