	ds	y
0	2020-08-06 09:00:00	58
1	2020-08-06 09:30:00	113
2	2020-08-06 10:00:00	4343
3	2020-08-06 10:30:00	199
4	2020-08-06 11:00:00	204
5	2020-08-06 11:30:00	254
6	2020-08-06 12:00:00	272
7	2020-08-06 12:30:00	334
8	2020-08-06 13:00:00	365
9	2020-08-06 13:30:00	476
10	2020-08-06 14:00:00	337
11	2020-08-06 14:30:00	179
12	2020-08-06 15:00:00	128
13	2020-08-06 15:30:00	118
14	2020-08-06 16:00:00	116
15	2020-08-06 16:30:00	87
16	2020-08-06 17:00:00	79
17	2020-08-06 17:30:00	78
18	2020-08-06 18:00:00	142
19	2020-08-06 18:30:00	105
20	2020-08-06 19:00:00	269
21	2020-08-06 19:30:00	248
22	2020-08-06 20:00:00	319
23	2020-08-06 20:30:00	2829
24	2020-08-06 21:00:00	118
25	2020-08-06 21:30:00	12
26	2020-08-06 22:00:00	0
27	2020-08-06 22:30:00	0
28	2020-08-06 23:00:00	0
29	2020-08-06 23:30:00	0
30	2020-08-07 00:00:00	0
31	2020-08-07 00:30:00	0
32	2020-08-07 01:00:00	0
33	2020-08-07 01:30:00	0
34	2020-08-07 02:00:00	0
35	2020-08-07 02:30:00	0
36	2020-08-07 03:00:00	0
37	2020-08-07 03:30:00	0
38	2020-08-07 04:00:00	0
39	2020-08-07 04:30:00	0
40	2020-08-07 05:00:00	0
41	2020-08-07 05:30:00	0
42	2020-08-07 06:00:00	0
43	2020-08-07 06:30:00	0
44	2020-08-07 07:00:00	0
45	2020-08-07 07:30:00	0
46	2020-08-07 08:00:00	0
47	2020-08-07 08:30:00	0
48	2020-08-07 09:00:00	53
49	2020-08-07 09:30:00	140
50	2020-08-07 10:00:00	127
51	2020-08-07 10:30:00	184
52	2020-08-07 11:00:00	231
53	2020-08-07 11:30:00	251
54	2020-08-07 12:00:00	214
55	2020-08-07 12:30:00	237
56	2020-08-07 13:00:00	168
57	2020-08-07 13:30:00	235
58	2020-08-07 14:00:00	125
59	2020-08-07 14:30:00	178
60	2020-08-07 15:00:00	171
61	2020-08-07 15:30:00	94
62	2020-08-07 16:00:00	86
63	2020-08-07 16:30:00	90
64	2020-08-07 17:00:00	39
65	2020-08-07 17:30:00	117
66	2020-08-07 18:00:00	175
67	2020-08-07 18:30:00	110
