,ts,visitors
151375,2016-10-01 11:45:00,8.0
53254,2016-10-01 11:45:00,17.0
106776,2016-10-01 12:00:00,8.0
151376,2016-10-01 12:00:00,5.0
53255,2016-10-01 12:00:00,19.0
53256,2016-10-01 12:15:00,13.0
106777,2016-10-01 12:15:00,13.0
53257,2016-10-01 12:30:00,14.0
151377,2016-10-01 12:30:00,13.0
106778,2016-10-01 12:30:00,11.0
53258,2016-10-01 12:45:00,14.0
151378,2016-10-01 12:45:00,5.0
106779,2016-10-01 12:45:00,14.0
53259,2016-10-01 13:00:00,12.0
151379,2016-10-01 13:00:00,14.0
106780,2016-10-01 13:00:00,13.0
106781,2016-10-01 13:15:00,13.0
151380,2016-10-01 13:15:00,5.0
53260,2016-10-01 13:15:00,15.0
151381,2016-10-01 13:30:00,6.0
106782,2016-10-01 13:30:00,11.0
53261,2016-10-01 13:30:00,10.0
53262,2016-10-01 13:45:00,9.0
106783,2016-10-01 13:45:00,14.0
151382,2016-10-01 13:45:00,4.0
53263,2016-10-01 14:00:00,11.0
106784,2016-10-01 14:00:00,15.0
106785,2016-10-01 14:15:00,15.0
151383,2016-10-01 14:15:00,3.0
53264,2016-10-01 14:15:00,14.0
151384,2016-10-01 14:30:00,3.0
106786,2016-10-01 14:30:00,16.0
106787,2016-10-01 14:45:00,2.0
151385,2016-10-01 14:45:00,13.0
53266,2016-10-01 14:45:00,2.0
151386,2016-10-01 15:00:00,12.0
151387,2016-10-01 15:15:00,17.0
151388,2016-10-01 15:30:00,7.0
151389,2016-10-01 15:45:00,4.0
151390,2016-10-01 16:00:00,15.0
151391,2016-10-01 16:15:00,3.0
106788,2016-10-01 16:30:00,1.0
151392,2016-10-01 16:30:00,7.0
151393,2016-10-01 16:45:00,3.0
151394,2016-10-01 17:00:00,6.0
151395,2016-10-01 17:15:00,9.0
151396,2016-10-01 17:30:00,10.0
151397,2016-10-01 17:45:00,9.0
151398,2016-10-01 18:00:00,5.0
151399,2016-10-01 18:15:00,9.0
151400,2016-10-01 18:30:00,8.0
151401,2016-10-01 18:45:00,13.0
151402,2016-10-01 19:00:00,10.0
106789,2016-10-01 19:00:00,5.0
106790,2016-10-01 19:15:00,2.0
151403,2016-10-01 19:15:00,9.0
151404,2016-10-01 19:30:00,10.0
106791,2016-10-01 19:30:00,7.0
53284,2016-10-01 19:30:00,10.0
151405,2016-10-01 19:45:00,8.0
151406,2016-10-01 20:00:00,11.0
106792,2016-10-01 20:15:00,5.0
151407,2016-10-01 20:15:00,9.0
53287,2016-10-01 20:15:00,11.0
106793,2016-10-01 20:30:00,4.0
151408,2016-10-01 20:30:00,11.0
53289,2016-10-01 20:45:00,10.0
151409,2016-10-01 20:45:00,11.0
53290,2016-10-01 21:00:00,10.0
151410,2016-10-01 21:00:00,5.0
151411,2016-10-01 21:15:00,10.0
151412,2016-10-01 21:30:00,3.0
151413,2016-10-03 09:00:00,3.0
151414,2016-10-03 09:15:00,13.0
151415,2016-10-03 09:30:00,13.0
151416,2016-10-03 09:45:00,9.0
151417,2016-10-03 10:00:00,9.0
151418,2016-10-03 10:15:00,16.0
151419,2016-10-03 10:30:00,9.0
151420,2016-10-03 10:45:00,10.0
151421,2016-10-03 11:00:00,12.0
151422,2016-10-03 11:15:00,10.0
106794,2016-10-03 11:15:00,3.0
151423,2016-10-03 11:30:00,8.0
53303,2016-10-03 11:30:00,4.0
106795,2016-10-03 11:30:00,3.0
53304,2016-10-03 11:45:00,6.0
106796,2016-10-03 11:45:00,14.0
106797,2016-10-03 12:00:00,10.0
106798,2016-10-03 12:15:00,14.0
53306,2016-10-03 12:15:00,8.0
106799,2016-10-03 12:30:00,17.0
53307,2016-10-03 12:30:00,15.0
53308,2016-10-03 12:45:00,6.0
106800,2016-10-03 12:45:00,14.0
151424,2016-10-03 13:00:00,4.0
53309,2016-10-03 13:00:00,16.0
106801,2016-10-03 13:00:00,14.0
151425,2016-10-03 13:15:00,7.0
106802,2016-10-03 13:15:00,18.0
106803,2016-10-03 13:30:00,18.0
151426,2016-10-03 13:45:00,7.0
106804,2016-10-03 13:45:00,13.0
151427,2016-10-03 14:00:00,1.0
106805,2016-10-03 14:00:00,13.0
106806,2016-10-03 14:15:00,18.0
106807,2016-10-03 14:30:00,16.0
53315,2016-10-03 14:30:00,9.0
151428,2016-10-03 14:30:00,2.0
151429,2016-10-03 14:45:00,4.0
106808,2016-10-03 14:45:00,7.0
151430,2016-10-03 15:00:00,16.0
151431,2016-10-03 15:15:00,14.0
151432,2016-10-03 15:30:00,14.0
151433,2016-10-03 15:45:00,1.0
151434,2016-10-03 16:00:00,7.0
151435,2016-10-03 16:15:00,3.0
151436,2016-10-03 16:30:00,5.0
106809,2016-10-03 16:45:00,1.0
151437,2016-10-03 16:45:00,8.0
151438,2016-10-03 17:00:00,7.0
151439,2016-10-03 17:15:00,9.0
151440,2016-10-03 17:30:00,5.0
151441,2016-10-03 17:45:00,7.0
151442,2016-10-03 18:00:00,7.0
151443,2016-10-03 18:15:00,8.0
151444,2016-10-03 18:30:00,7.0
106810,2016-10-03 18:45:00,5.0
151445,2016-10-03 18:45:00,10.0
151446,2016-10-03 19:00:00,7.0
106811,2016-10-03 19:00:00,1.0
151447,2016-10-03 19:15:00,18.0
151448,2016-10-03 19:30:00,12.0
53316,2016-10-03 19:30:00,5.0
151449,2016-10-03 19:45:00,17.0
53317,2016-10-03 19:45:00,3.0
151450,2016-10-03 20:00:00,16.0
53318,2016-10-03 20:00:00,2.0
151451,2016-10-03 20:15:00,16.0
106812,2016-10-03 20:15:00,4.0
53319,2016-10-03 20:15:00,8.0
151452,2016-10-03 20:30:00,15.0
151453,2016-10-03 20:45:00,10.0
151454,2016-10-03 21:00:00,13.0
151455,2016-10-03 21:15:00,12.0
151456,2016-10-04 09:00:00,5.0
151457,2016-10-04 09:15:00,8.0
151458,2016-10-04 09:30:00,10.0
151459,2016-10-04 09:45:00,10.0
106813,2016-10-04 09:45:00,1.0
106814,2016-10-04 10:00:00,12.0
106815,2016-10-04 10:15:00,11.0
106816,2016-10-04 10:30:00,12.0
106817,2016-10-04 10:45:00,11.0
53327,2016-10-04 10:45:00,12.0
53328,2016-10-04 11:00:00,10.0
106818,2016-10-04 11:00:00,14.0
151460,2016-10-04 11:15:00,2.0
106819,2016-10-04 11:15:00,6.0
106820,2016-10-04 11:30:00,10.0
151461,2016-10-04 11:30:00,3.0
106821,2016-10-04 11:45:00,9.0
53331,2016-10-04 11:45:00,15.0
53332,2016-10-04 12:00:00,12.0
106822,2016-10-04 12:00:00,15.0
53333,2016-10-04 12:15:00,16.0
106823,2016-10-04 12:15:00,15.0
151462,2016-10-04 12:15:00,3.0
53334,2016-10-04 12:30:00,14.0
151463,2016-10-04 12:30:00,5.0
106824,2016-10-04 12:30:00,13.0
53335,2016-10-04 12:45:00,10.0
151464,2016-10-04 12:45:00,4.0
106825,2016-10-04 12:45:00,15.0
151465,2016-10-04 13:00:00,4.0
106826,2016-10-04 13:00:00,20.0
106827,2016-10-04 13:15:00,14.0
151466,2016-10-04 13:15:00,6.0
151467,2016-10-04 13:30:00,8.0
106828,2016-10-04 13:30:00,15.0
151468,2016-10-04 13:45:00,11.0
106829,2016-10-04 13:45:00,8.0
106830,2016-10-04 14:00:00,6.0
151469,2016-10-04 14:00:00,14.0
151470,2016-10-04 14:15:00,15.0
106831,2016-10-04 14:15:00,1.0
53341,2016-10-04 14:15:00,16.0
53342,2016-10-04 14:30:00,12.0
151471,2016-10-04 14:30:00,10.0
106832,2016-10-04 14:45:00,12.0
53343,2016-10-04 14:45:00,7.0
151472,2016-10-04 14:45:00,4.0
151473,2016-10-04 15:00:00,1.0
106833,2016-10-04 15:00:00,14.0
53344,2016-10-04 15:00:00,2.0
151474,2016-10-04 15:15:00,15.0
151475,2016-10-04 15:30:00,5.0
151476,2016-10-04 15:45:00,5.0
151477,2016-10-04 16:00:00,8.0
151478,2016-10-04 16:15:00,7.0
151479,2016-10-04 16:30:00,4.0
151480,2016-10-04 16:45:00,10.0
151481,2016-10-04 17:00:00,9.0
106834,2016-10-04 17:15:00,4.0
151482,2016-10-04 17:15:00,4.0
151483,2016-10-04 17:30:00,2.0
106835,2016-10-04 17:30:00,4.0
106836,2016-10-04 17:45:00,13.0
106837,2016-10-04 18:00:00,13.0
53356,2016-10-04 18:00:00,1.0
151484,2016-10-04 18:00:00,2.0
53357,2016-10-04 18:15:00,3.0
106838,2016-10-04 18:15:00,10.0
106839,2016-10-04 18:30:00,11.0
53358,2016-10-04 18:30:00,11.0
53359,2016-10-04 18:45:00,11.0
106840,2016-10-04 18:45:00,10.0
53360,2016-10-04 19:00:00,16.0
106841,2016-10-04 19:00:00,15.0
106842,2016-10-04 19:15:00,11.0
106843,2016-10-04 19:30:00,4.0
53362,2016-10-04 19:30:00,14.0
151485,2016-10-04 19:45:00,2.0
106844,2016-10-04 19:45:00,12.0
106845,2016-10-04 20:00:00,18.0
106846,2016-10-04 20:15:00,20.0
53365,2016-10-04 20:15:00,13.0
106847,2016-10-04 20:30:00,17.0
151486,2016-10-04 20:45:00,1.0
106848,2016-10-04 20:45:00,8.0
106849,2016-10-04 21:00:00,13.0
106850,2016-10-04 21:15:00,11.0
106851,2016-10-04 21:30:00,2.0
106852,2016-10-05 09:00:00,2.0
106853,2016-10-05 09:15:00,8.0
106854,2016-10-05 09:30:00,2.0
53373,2016-10-05 09:30:00,11.0
151487,2016-10-05 09:30:00,7.0
151488,2016-10-05 09:45:00,12.0
151489,2016-10-05 10:00:00,6.0
151490,2016-10-05 10:15:00,7.0
151491,2016-10-05 10:30:00,4.0
151492,2016-10-05 10:45:00,3.0
151493,2016-10-05 11:00:00,11.0
106855,2016-10-05 11:15:00,5.0
151494,2016-10-05 11:15:00,13.0
106856,2016-10-05 11:30:00,4.0
151495,2016-10-05 11:30:00,9.0
106857,2016-10-05 11:45:00,5.0
151496,2016-10-05 11:45:00,10.0
53382,2016-10-05 11:45:00,6.0
53383,2016-10-05 12:00:00,10.0
106858,2016-10-05 12:00:00,6.0
151497,2016-10-05 12:00:00,10.0
106859,2016-10-05 12:15:00,6.0
151498,2016-10-05 12:15:00,11.0
53385,2016-10-05 12:30:00,13.0
106860,2016-10-05 12:30:00,5.0
151499,2016-10-05 12:30:00,15.0
106861,2016-10-05 12:45:00,15.0
53386,2016-10-05 12:45:00,5.0
151500,2016-10-05 12:45:00,18.0
106862,2016-10-05 13:00:00,18.0
151501,2016-10-05 13:00:00,4.0
53387,2016-10-05 13:00:00,15.0
53388,2016-10-05 13:15:00,15.0
151502,2016-10-05 13:15:00,11.0
106863,2016-10-05 13:15:00,10.0
151503,2016-10-05 13:30:00,17.0
53389,2016-10-05 13:30:00,16.0
151504,2016-10-05 13:45:00,4.0
53390,2016-10-05 13:45:00,10.0
106864,2016-10-05 13:45:00,5.0
106865,2016-10-05 14:00:00,4.0
151505,2016-10-05 14:00:00,14.0
151506,2016-10-05 14:15:00,19.0
151507,2016-10-05 14:30:00,12.0
106866,2016-10-05 14:30:00,1.0
151508,2016-10-05 14:45:00,4.0
106867,2016-10-05 14:45:00,8.0
53394,2016-10-05 14:45:00,2.0
151509,2016-10-05 15:00:00,18.0
151510,2016-10-05 15:15:00,13.0
151511,2016-10-05 15:30:00,7.0
151512,2016-10-05 15:45:00,9.0
53395,2016-10-05 15:45:00,2.0
151513,2016-10-05 16:00:00,2.0
151514,2016-10-05 16:15:00,6.0
151515,2016-10-05 16:30:00,9.0
151516,2016-10-05 16:45:00,5.0
106868,2016-10-05 16:45:00,1.0
151517,2016-10-05 17:00:00,4.0
151518,2016-10-05 17:15:00,6.0
53396,2016-10-05 17:30:00,6.0
151519,2016-10-05 17:30:00,8.0
151520,2016-10-05 17:45:00,6.0
106869,2016-10-05 17:45:00,1.0
106870,2016-10-05 18:00:00,8.0
106871,2016-10-05 18:15:00,4.0
151521,2016-10-05 18:30:00,7.0
106872,2016-10-05 18:30:00,1.0
151522,2016-10-05 18:45:00,9.0
53402,2016-10-05 19:00:00,14.0
151523,2016-10-05 19:00:00,12.0
151524,2016-10-05 19:15:00,10.0
151525,2016-10-05 19:30:00,15.0
53404,2016-10-05 19:30:00,12.0
151526,2016-10-05 19:45:00,16.0
151527,2016-10-05 20:00:00,17.0
53406,2016-10-05 20:00:00,16.0
151528,2016-10-05 20:15:00,17.0
53407,2016-10-05 20:15:00,11.0
151529,2016-10-05 20:30:00,14.0
53408,2016-10-05 20:30:00,16.0
151530,2016-10-05 20:45:00,15.0
151531,2016-10-05 21:00:00,11.0
151532,2016-10-05 21:15:00,8.0
151534,2016-10-06 09:00:00,5.0
151535,2016-10-06 09:15:00,10.0
151536,2016-10-06 09:30:00,11.0
151537,2016-10-06 09:45:00,7.0
106873,2016-10-06 10:00:00,2.0
151538,2016-10-06 10:00:00,7.0
151539,2016-10-06 10:15:00,11.0
106874,2016-10-06 10:15:00,1.0
151540,2016-10-06 10:30:00,11.0
151541,2016-10-06 10:45:00,10.0
106875,2016-10-06 10:45:00,3.0
151542,2016-10-06 11:00:00,11.0
106876,2016-10-06 11:00:00,1.0
53414,2016-10-06 11:00:00,12.0
151543,2016-10-06 11:15:00,10.0
151544,2016-10-06 11:30:00,17.0
106877,2016-10-06 11:30:00,3.0
53416,2016-10-06 11:30:00,10.0
53417,2016-10-06 11:45:00,11.0
151545,2016-10-06 11:45:00,14.0
53418,2016-10-06 12:00:00,12.0
151546,2016-10-06 12:00:00,10.0
106878,2016-10-06 12:00:00,2.0
53419,2016-10-06 12:15:00,14.0
151547,2016-10-06 12:15:00,10.0
106879,2016-10-06 12:15:00,4.0
151548,2016-10-06 12:30:00,15.0
106880,2016-10-06 12:30:00,3.0
106881,2016-10-06 12:45:00,7.0
53421,2016-10-06 12:45:00,12.0
151549,2016-10-06 12:45:00,16.0
151550,2016-10-06 13:00:00,16.0
106882,2016-10-06 13:00:00,7.0
151551,2016-10-06 13:15:00,16.0
106883,2016-10-06 13:15:00,4.0
151552,2016-10-06 13:30:00,12.0
106884,2016-10-06 13:30:00,9.0
151553,2016-10-06 13:45:00,22.0
106885,2016-10-06 14:00:00,4.0
53426,2016-10-06 14:00:00,14.0
151554,2016-10-06 14:00:00,15.0
53427,2016-10-06 14:15:00,9.0
151555,2016-10-06 14:15:00,18.0
151556,2016-10-06 14:30:00,13.0
53428,2016-10-06 14:30:00,4.0
53429,2016-10-06 14:45:00,5.0
151557,2016-10-06 14:45:00,9.0
106886,2016-10-06 14:45:00,5.0
106887,2016-10-06 15:00:00,16.0
106888,2016-10-06 15:15:00,14.0
106889,2016-10-06 15:30:00,9.0
53432,2016-10-06 15:30:00,9.0
106890,2016-10-06 15:45:00,2.0
106891,2016-10-06 16:00:00,5.0
106892,2016-10-06 16:15:00,4.0
106893,2016-10-06 16:30:00,11.0
106894,2016-10-06 16:45:00,7.0
106895,2016-10-06 17:00:00,1.0
106896,2016-10-06 17:15:00,7.0
151558,2016-10-06 17:30:00,2.0
106897,2016-10-06 17:30:00,7.0
151559,2016-10-06 17:45:00,7.0
151560,2016-10-06 18:00:00,7.0
53442,2016-10-06 18:00:00,4.0
151561,2016-10-06 18:15:00,10.0
53443,2016-10-06 18:30:00,4.0
151562,2016-10-06 18:30:00,13.0
151563,2016-10-06 18:45:00,7.0
151564,2016-10-06 19:00:00,14.0
151565,2016-10-06 19:15:00,9.0
151566,2016-10-06 19:30:00,18.0
151567,2016-10-06 19:45:00,15.0
151568,2016-10-06 20:00:00,10.0
151569,2016-10-06 20:15:00,14.0
53451,2016-10-06 20:30:00,13.0
151570,2016-10-06 20:30:00,14.0
151571,2016-10-06 20:45:00,14.0
151572,2016-10-06 21:00:00,10.0
151573,2016-10-06 21:15:00,8.0
106898,2016-10-07 09:00:00,2.0
106899,2016-10-07 09:15:00,4.0
106900,2016-10-07 09:30:00,16.0
106901,2016-10-07 09:45:00,7.0
106902,2016-10-07 10:00:00,11.0
53460,2016-10-07 10:15:00,7.0
106903,2016-10-07 10:15:00,7.0
53461,2016-10-07 10:30:00,12.0
106904,2016-10-07 10:30:00,2.0
151574,2016-10-07 10:30:00,8.0
53462,2016-10-07 10:45:00,8.0
151575,2016-10-07 10:45:00,11.0
151576,2016-10-07 11:00:00,12.0
53463,2016-10-07 11:00:00,11.0
106905,2016-10-07 11:15:00,3.0
151577,2016-10-07 11:15:00,9.0
53464,2016-10-07 11:15:00,10.0
106906,2016-10-07 11:30:00,5.0
151578,2016-10-07 11:30:00,10.0
151579,2016-10-07 11:45:00,14.0
106907,2016-10-07 11:45:00,1.0
151580,2016-10-07 12:00:00,15.0
106908,2016-10-07 12:00:00,3.0
151581,2016-10-07 12:15:00,15.0
106909,2016-10-07 12:15:00,1.0
53468,2016-10-07 12:15:00,13.0
151582,2016-10-07 12:30:00,8.0
53469,2016-10-07 12:30:00,7.0
106910,2016-10-07 12:30:00,5.0
106911,2016-10-07 12:45:00,5.0
53470,2016-10-07 12:45:00,14.0
151583,2016-10-07 12:45:00,14.0
53471,2016-10-07 13:00:00,16.0
106912,2016-10-07 13:00:00,5.0
151584,2016-10-07 13:00:00,14.0
151585,2016-10-07 13:15:00,13.0
53472,2016-10-07 13:15:00,13.0
151586,2016-10-07 13:30:00,9.0
53473,2016-10-07 13:30:00,12.0
106913,2016-10-07 13:30:00,9.0
53474,2016-10-07 13:45:00,14.0
106914,2016-10-07 13:45:00,7.0
151587,2016-10-07 13:45:00,14.0
106915,2016-10-07 14:00:00,5.0
151588,2016-10-07 14:00:00,15.0
151589,2016-10-07 14:15:00,16.0
53476,2016-10-07 14:15:00,13.0
106916,2016-10-07 14:15:00,4.0
151590,2016-10-07 14:30:00,8.0
106917,2016-10-07 14:30:00,9.0
106918,2016-10-07 14:45:00,6.0
53478,2016-10-07 14:45:00,4.0
151591,2016-10-07 14:45:00,12.0
151592,2016-10-07 15:00:00,16.0
151593,2016-10-07 15:15:00,10.0
151594,2016-10-07 15:30:00,5.0
151595,2016-10-07 15:45:00,4.0
151596,2016-10-07 16:00:00,4.0
151597,2016-10-07 16:15:00,4.0
151598,2016-10-07 16:30:00,7.0
151599,2016-10-07 16:45:00,8.0
53479,2016-10-07 16:45:00,4.0
151600,2016-10-07 17:00:00,4.0
151601,2016-10-07 17:15:00,5.0
151602,2016-10-07 17:30:00,10.0
151603,2016-10-07 17:45:00,9.0
151604,2016-10-07 18:00:00,7.0
151605,2016-10-07 18:15:00,7.0
151606,2016-10-07 18:30:00,15.0
151607,2016-10-07 18:45:00,7.0
151608,2016-10-07 19:00:00,10.0
151609,2016-10-07 19:15:00,11.0
106919,2016-10-07 19:15:00,3.0
151610,2016-10-07 19:30:00,9.0
151611,2016-10-07 19:45:00,14.0
53490,2016-10-07 20:00:00,5.0
151612,2016-10-07 20:00:00,13.0
53491,2016-10-07 20:15:00,12.0
151613,2016-10-07 20:15:00,11.0
151614,2016-10-07 20:30:00,9.0
151615,2016-10-07 20:45:00,16.0
53494,2016-10-07 21:00:00,15.0
151616,2016-10-07 21:00:00,9.0
151617,2016-10-07 21:15:00,15.0
151618,2016-10-08 09:00:00,4.0
151619,2016-10-08 09:15:00,7.0
151620,2016-10-08 09:30:00,5.0
151621,2016-10-08 09:45:00,6.0
151622,2016-10-08 10:00:00,4.0
151623,2016-10-08 10:15:00,10.0
151624,2016-10-08 10:30:00,9.0
53503,2016-10-08 10:30:00,15.0
106920,2016-10-08 10:30:00,2.0
151625,2016-10-08 10:45:00,13.0
53505,2016-10-08 11:00:00,11.0
151626,2016-10-08 11:00:00,11.0
106921,2016-10-08 11:00:00,5.0
106922,2016-10-08 11:15:00,5.0
53506,2016-10-08 11:15:00,12.0
151627,2016-10-08 11:15:00,10.0
106923,2016-10-08 11:30:00,2.0
151628,2016-10-08 11:30:00,13.0
53507,2016-10-08 11:30:00,12.0
151629,2016-10-08 11:45:00,11.0
53508,2016-10-08 11:45:00,16.0
106924,2016-10-08 11:45:00,6.0
151630,2016-10-08 12:00:00,12.0
53509,2016-10-08 12:00:00,14.0
53510,2016-10-08 12:15:00,10.0
106925,2016-10-08 12:15:00,4.0
151631,2016-10-08 12:15:00,12.0
53511,2016-10-08 12:30:00,15.0
151632,2016-10-08 12:30:00,11.0
151633,2016-10-08 12:45:00,15.0
106926,2016-10-08 12:45:00,4.0
53512,2016-10-08 12:45:00,8.0
106927,2016-10-08 13:00:00,5.0
151634,2016-10-08 13:00:00,16.0
53513,2016-10-08 13:00:00,13.0
151635,2016-10-08 13:15:00,15.0
106928,2016-10-08 13:15:00,3.0
53514,2016-10-08 13:15:00,16.0
151636,2016-10-08 13:30:00,13.0
106929,2016-10-08 13:30:00,5.0
53516,2016-10-08 13:45:00,10.0
151637,2016-10-08 13:45:00,16.0
106930,2016-10-08 14:00:00,5.0
151638,2016-10-08 14:00:00,10.0
53517,2016-10-08 14:00:00,8.0
106931,2016-10-08 14:15:00,7.0
53518,2016-10-08 14:15:00,12.0
151639,2016-10-08 14:15:00,14.0
53519,2016-10-08 14:30:00,9.0
106932,2016-10-08 14:30:00,12.0
151640,2016-10-08 14:30:00,7.0
151641,2016-10-08 14:45:00,4.0
53520,2016-10-08 14:45:00,7.0
106933,2016-10-08 14:45:00,5.0
151642,2016-10-08 15:00:00,13.0
53521,2016-10-08 15:15:00,1.0
151643,2016-10-08 15:15:00,7.0
106934,2016-10-08 15:15:00,5.0
106935,2016-10-08 15:30:00,10.0
106936,2016-10-08 15:45:00,7.0
106937,2016-10-08 16:00:00,8.0
106938,2016-10-08 16:15:00,8.0
106939,2016-10-08 16:30:00,3.0
106940,2016-10-08 16:45:00,5.0
106941,2016-10-08 17:00:00,4.0
106942,2016-10-08 17:15:00,5.0
151644,2016-10-08 17:15:00,1.0
151645,2016-10-08 17:30:00,4.0
53522,2016-10-08 17:45:00,1.0
151646,2016-10-08 17:45:00,8.0
151647,2016-10-08 18:00:00,7.0
151648,2016-10-08 18:15:00,10.0
151649,2016-10-08 18:30:00,10.0
151650,2016-10-08 18:45:00,9.0
151651,2016-10-08 19:00:00,12.0
106943,2016-10-08 19:15:00,1.0
151652,2016-10-08 19:15:00,11.0
151653,2016-10-08 19:30:00,9.0
151654,2016-10-08 19:45:00,15.0
151655,2016-10-08 20:00:00,5.0
106944,2016-10-08 20:00:00,11.0
151656,2016-10-08 20:15:00,17.0
53532,2016-10-08 20:15:00,15.0
151657,2016-10-08 20:30:00,9.0
53534,2016-10-08 20:45:00,12.0
151658,2016-10-08 20:45:00,14.0
151659,2016-10-08 21:00:00,11.0
151660,2016-10-08 21:15:00,9.0
151661,2016-10-10 09:00:00,4.0
151662,2016-10-10 09:15:00,7.0
151663,2016-10-10 09:30:00,11.0
151664,2016-10-10 09:45:00,9.0
151665,2016-10-10 10:00:00,6.0
151666,2016-10-10 10:15:00,8.0
151667,2016-10-10 10:30:00,11.0
151668,2016-10-10 10:45:00,8.0
53537,2016-10-10 11:00:00,6.0
151669,2016-10-10 11:00:00,6.0
151670,2016-10-10 11:15:00,4.0
106945,2016-10-10 11:15:00,8.0
151671,2016-10-10 11:30:00,12.0
151672,2016-10-10 11:45:00,12.0
151673,2016-10-10 12:00:00,14.0
53541,2016-10-10 12:00:00,17.0
151674,2016-10-10 12:15:00,12.0
106946,2016-10-10 12:15:00,5.0
151675,2016-10-10 12:30:00,12.0
106947,2016-10-10 12:30:00,9.0
151676,2016-10-10 12:45:00,8.0
106948,2016-10-10 12:45:00,8.0
106949,2016-10-10 13:00:00,16.0
53545,2016-10-10 13:00:00,16.0
191704,2016-10-10 13:00:00,8.0
151677,2016-10-10 13:15:00,13.0
106950,2016-10-10 13:15:00,10.0
53547,2016-10-10 13:30:00,13.0
151678,2016-10-10 13:30:00,7.0
53548,2016-10-10 13:45:00,14.0
151679,2016-10-10 13:45:00,14.0
106951,2016-10-10 13:45:00,7.0
151680,2016-10-10 14:00:00,16.0
53549,2016-10-10 14:00:00,14.0
151681,2016-10-10 14:15:00,16.0
53550,2016-10-10 14:15:00,15.0
106952,2016-10-10 14:30:00,15.0
151682,2016-10-10 14:30:00,2.0
53551,2016-10-10 14:30:00,12.0
53552,2016-10-10 14:45:00,1.0
151683,2016-10-10 14:45:00,7.0
151684,2016-10-10 15:00:00,16.0
53553,2016-10-10 15:00:00,1.0
151685,2016-10-10 15:15:00,14.0
106953,2016-10-10 15:15:00,3.0
151686,2016-10-10 15:30:00,10.0
151687,2016-10-10 15:45:00,10.0
151688,2016-10-10 16:00:00,6.0
151689,2016-10-10 16:15:00,9.0
53558,2016-10-10 16:15:00,8.0
151690,2016-10-10 16:30:00,6.0
151691,2016-10-10 16:45:00,9.0
151692,2016-10-10 17:00:00,9.0
151693,2016-10-10 17:15:00,7.0
151694,2016-10-10 17:30:00,6.0
151695,2016-10-10 17:45:00,5.0
151696,2016-10-10 18:00:00,8.0
151697,2016-10-10 18:15:00,13.0
151698,2016-10-10 18:30:00,9.0
106954,2016-10-10 18:45:00,6.0
151699,2016-10-10 18:45:00,7.0
151700,2016-10-10 19:00:00,15.0
151701,2016-10-10 19:15:00,9.0
106955,2016-10-10 19:15:00,6.0
151702,2016-10-10 19:30:00,13.0
53569,2016-10-10 19:30:00,11.0
106956,2016-10-10 19:30:00,1.0
151703,2016-10-10 19:45:00,13.0
53570,2016-10-10 19:45:00,14.0
151704,2016-10-10 20:00:00,16.0
53571,2016-10-10 20:00:00,9.0
106957,2016-10-10 20:15:00,4.0
151705,2016-10-10 20:15:00,14.0
53572,2016-10-10 20:15:00,14.0
106958,2016-10-10 20:30:00,5.0
151706,2016-10-10 20:30:00,19.0
53573,2016-10-10 20:30:00,12.0
53574,2016-10-10 20:45:00,13.0
151707,2016-10-10 20:45:00,10.0
151708,2016-10-10 21:00:00,14.0
151709,2016-10-10 21:15:00,4.0
106959,2016-10-10 21:15:00,6.0
106961,2016-10-11 09:00:00,6.0
106962,2016-10-11 09:15:00,10.0
106963,2016-10-11 09:30:00,11.0
106964,2016-10-11 09:45:00,10.0
106965,2016-10-11 10:00:00,8.0
151710,2016-10-11 10:15:00,8.0
106966,2016-10-11 10:15:00,11.0
53582,2016-10-11 10:15:00,13.0
106967,2016-10-11 10:30:00,11.0
53584,2016-10-11 10:45:00,12.0
151711,2016-10-11 10:45:00,2.0
106968,2016-10-11 10:45:00,10.0
151712,2016-10-11 11:00:00,11.0
53585,2016-10-11 11:00:00,11.0
151713,2016-10-11 11:15:00,14.0
53586,2016-10-11 11:15:00,12.0
106969,2016-10-11 11:30:00,3.0
53587,2016-10-11 11:30:00,13.0
151714,2016-10-11 11:30:00,15.0
53588,2016-10-11 11:45:00,12.0
151715,2016-10-11 11:45:00,12.0
106970,2016-10-11 11:45:00,9.0
53589,2016-10-11 12:00:00,15.0
151716,2016-10-11 12:00:00,13.0
106971,2016-10-11 12:00:00,3.0
53590,2016-10-11 12:15:00,12.0
151717,2016-10-11 12:15:00,13.0
106972,2016-10-11 12:15:00,10.0
53591,2016-10-11 12:30:00,12.0
151718,2016-10-11 12:30:00,13.0
106973,2016-10-11 12:45:00,5.0
53592,2016-10-11 12:45:00,15.0
151719,2016-10-11 12:45:00,11.0
106974,2016-10-11 13:00:00,4.0
53593,2016-10-11 13:00:00,12.0
151720,2016-10-11 13:00:00,14.0
106975,2016-10-11 13:15:00,12.0
53594,2016-10-11 13:15:00,14.0
151721,2016-10-11 13:15:00,11.0
151722,2016-10-11 13:30:00,14.0
53595,2016-10-11 13:30:00,15.0
151723,2016-10-11 13:45:00,8.0
106976,2016-10-11 13:45:00,8.0
53596,2016-10-11 13:45:00,14.0
106977,2016-10-11 14:00:00,5.0
53597,2016-10-11 14:00:00,15.0
151724,2016-10-11 14:00:00,11.0
106978,2016-10-11 14:15:00,8.0
151725,2016-10-11 14:15:00,20.0
