,ts,visitors
129148,2015-03-02 19:15:00,8.0
96521,2015-03-02 19:15:00,16.0
31757,2015-03-02 19:30:00,10.0
129149,2015-03-02 19:30:00,11.0
96522,2015-03-02 19:45:00,3.0
31758,2015-03-02 19:45:00,13.0
129150,2015-03-02 19:45:00,17.0
129151,2015-03-02 20:00:00,14.0
129152,2015-03-02 20:15:00,20.0
31760,2015-03-02 20:15:00,14.0
96523,2015-03-02 20:15:00,1.0
96524,2015-03-02 20:30:00,13.0
129153,2015-03-02 20:30:00,4.0
31761,2015-03-02 20:30:00,9.0
96525,2015-03-02 20:45:00,15.0
31762,2015-03-02 20:45:00,16.0
96526,2015-03-02 21:00:00,7.0
31763,2015-03-02 21:00:00,14.0
96527,2015-03-02 21:15:00,11.0
31764,2015-03-02 21:15:00,12.0
96528,2015-03-02 21:30:00,4.0
129154,2015-03-03 09:00:00,2.0
129155,2015-03-03 09:15:00,8.0
129156,2015-03-03 09:30:00,10.0
129157,2015-03-03 09:45:00,8.0
129158,2015-03-03 10:00:00,9.0
129159,2015-03-03 10:15:00,12.0
129160,2015-03-03 10:30:00,10.0
129161,2015-03-03 10:45:00,11.0
31773,2015-03-03 10:45:00,10.0
96529,2015-03-03 10:45:00,4.0
96530,2015-03-03 11:00:00,5.0
129162,2015-03-03 11:00:00,5.0
129163,2015-03-03 11:15:00,10.0
31774,2015-03-03 11:15:00,8.0
96531,2015-03-03 11:15:00,4.0
96532,2015-03-03 11:30:00,9.0
129164,2015-03-03 11:30:00,12.0
129165,2015-03-03 11:45:00,9.0
129166,2015-03-03 12:00:00,16.0
31778,2015-03-03 12:15:00,13.0
96533,2015-03-03 12:15:00,7.0
129167,2015-03-03 12:15:00,12.0
31779,2015-03-03 12:30:00,17.0
96534,2015-03-03 12:30:00,2.0
129168,2015-03-03 12:30:00,9.0
96535,2015-03-03 12:45:00,10.0
31780,2015-03-03 12:45:00,11.0
129169,2015-03-03 12:45:00,14.0
96536,2015-03-03 13:00:00,1.0
129170,2015-03-03 13:00:00,14.0
129171,2015-03-03 13:15:00,18.0
96537,2015-03-03 13:15:00,5.0
31782,2015-03-03 13:15:00,9.0
129172,2015-03-03 13:30:00,12.0
31783,2015-03-03 13:30:00,15.0
129173,2015-03-03 13:45:00,18.0
31784,2015-03-03 13:45:00,13.0
31785,2015-03-03 14:00:00,15.0
129174,2015-03-03 14:00:00,13.0
31786,2015-03-03 14:15:00,13.0
129175,2015-03-03 14:15:00,19.0
129176,2015-03-03 14:30:00,18.0
31788,2015-03-03 14:45:00,11.0
96538,2015-03-03 14:45:00,1.0
129177,2015-03-03 14:45:00,13.0
96539,2015-03-03 15:00:00,9.0
129178,2015-03-03 15:00:00,1.0
96540,2015-03-03 15:15:00,11.0
96541,2015-03-03 15:30:00,2.0
129179,2015-03-03 15:30:00,5.0
129180,2015-03-03 15:45:00,7.0
31789,2015-03-03 15:45:00,3.0
129181,2015-03-03 16:00:00,5.0
129182,2015-03-03 16:15:00,6.0
129183,2015-03-03 16:30:00,7.0
129184,2015-03-03 16:45:00,12.0
129185,2015-03-03 17:00:00,5.0
31795,2015-03-03 17:15:00,4.0
129186,2015-03-03 17:15:00,4.0
129187,2015-03-03 17:30:00,7.0
129188,2015-03-03 17:45:00,8.0
129189,2015-03-03 18:00:00,10.0
31796,2015-03-03 18:00:00,6.0
129190,2015-03-03 18:15:00,12.0
129191,2015-03-03 18:30:00,10.0
96542,2015-03-03 18:45:00,3.0
129192,2015-03-03 18:45:00,12.0
129193,2015-03-03 19:00:00,11.0
129194,2015-03-03 19:15:00,13.0
96543,2015-03-03 19:15:00,7.0
129195,2015-03-03 19:30:00,12.0
129196,2015-03-03 19:45:00,8.0
129197,2015-03-03 20:00:00,12.0
96544,2015-03-03 20:00:00,2.0
31804,2015-03-03 20:00:00,8.0
129198,2015-03-03 20:15:00,12.0
31805,2015-03-03 20:15:00,4.0
129199,2015-03-03 20:30:00,5.0
96545,2015-03-03 20:30:00,13.0
129200,2015-03-03 20:45:00,10.0
129201,2015-03-03 21:00:00,11.0
96546,2015-03-03 21:00:00,2.0
129202,2015-03-03 21:15:00,8.0
129203,2015-03-03 21:30:00,1.0
129204,2015-03-04 09:00:00,6.0
31811,2015-03-04 09:00:00,4.0
129205,2015-03-04 09:15:00,7.0
129206,2015-03-04 09:30:00,6.0
129207,2015-03-04 09:45:00,11.0
129208,2015-03-04 10:00:00,9.0
129209,2015-03-04 10:15:00,12.0
129210,2015-03-04 10:30:00,12.0
129211,2015-03-04 10:45:00,12.0
129212,2015-03-04 11:00:00,12.0
129213,2015-03-04 11:15:00,11.0
96547,2015-03-04 11:15:00,3.0
129214,2015-03-04 11:30:00,15.0
31821,2015-03-04 11:30:00,3.0
129215,2015-03-04 11:45:00,3.0
96548,2015-03-04 11:45:00,2.0
31822,2015-03-04 11:45:00,10.0
96549,2015-03-04 12:00:00,4.0
129216,2015-03-04 12:00:00,9.0
129217,2015-03-04 12:15:00,16.0
31825,2015-03-04 12:30:00,14.0
129218,2015-03-04 12:30:00,9.0
96550,2015-03-04 12:30:00,10.0
129219,2015-03-04 12:45:00,14.0
96551,2015-03-04 12:45:00,4.0
96552,2015-03-04 13:00:00,7.0
129220,2015-03-04 13:00:00,12.0
129221,2015-03-04 13:15:00,13.0
96553,2015-03-04 13:15:00,4.0
129222,2015-03-04 13:30:00,14.0
96554,2015-03-04 13:30:00,10.0
31830,2015-03-04 13:45:00,8.0
96555,2015-03-04 13:45:00,12.0
129223,2015-03-04 13:45:00,6.0
129224,2015-03-04 14:00:00,14.0
129225,2015-03-04 14:15:00,17.0
129226,2015-03-04 14:30:00,13.0
96556,2015-03-04 14:30:00,3.0
31834,2015-03-04 14:45:00,3.0
129227,2015-03-04 14:45:00,11.0
96557,2015-03-04 14:45:00,7.0
96558,2015-03-04 15:00:00,15.0
96559,2015-03-04 15:15:00,8.0
96560,2015-03-04 15:30:00,7.0
96561,2015-03-04 15:45:00,6.0
129228,2015-03-04 15:45:00,1.0
96562,2015-03-04 16:00:00,3.0
129229,2015-03-04 16:00:00,6.0
129230,2015-03-04 16:15:00,8.0
129231,2015-03-04 16:30:00,7.0
129232,2015-03-04 16:45:00,6.0
129233,2015-03-04 17:00:00,1.0
129234,2015-03-04 17:15:00,13.0
129235,2015-03-04 17:30:00,6.0
129236,2015-03-04 17:45:00,5.0
129237,2015-03-04 18:00:00,5.0
129238,2015-03-04 18:15:00,9.0
31837,2015-03-04 18:30:00,8.0
129239,2015-03-04 18:30:00,9.0
31838,2015-03-04 18:45:00,10.0
129240,2015-03-04 18:45:00,9.0
96563,2015-03-04 19:00:00,3.0
129241,2015-03-04 19:00:00,10.0
96564,2015-03-04 19:15:00,4.0
31840,2015-03-04 19:15:00,14.0
129242,2015-03-04 19:15:00,13.0
96565,2015-03-04 19:30:00,13.0
31841,2015-03-04 19:30:00,15.0
129243,2015-03-04 19:30:00,5.0
96566,2015-03-04 19:45:00,4.0
31842,2015-03-04 19:45:00,12.0
129244,2015-03-04 19:45:00,8.0
96567,2015-03-04 20:00:00,4.0
129245,2015-03-04 20:00:00,9.0
129246,2015-03-04 20:15:00,13.0
96568,2015-03-04 20:15:00,1.0
96569,2015-03-04 20:30:00,4.0
129247,2015-03-04 20:30:00,16.0
96570,2015-03-04 20:45:00,4.0
129248,2015-03-04 20:45:00,17.0
129249,2015-03-04 21:00:00,11.0
129250,2015-03-04 21:15:00,10.0
129251,2015-03-04 21:30:00,1.0
129252,2015-03-05 09:00:00,1.0
129253,2015-03-05 09:15:00,8.0
129254,2015-03-05 09:30:00,13.0
129255,2015-03-05 09:45:00,10.0
129256,2015-03-05 10:00:00,10.0
129257,2015-03-05 10:15:00,9.0
129258,2015-03-05 10:30:00,9.0
129259,2015-03-05 10:45:00,7.0
129260,2015-03-05 11:00:00,15.0
96571,2015-03-05 11:00:00,1.0
129261,2015-03-05 11:15:00,11.0
96572,2015-03-05 11:30:00,4.0
129262,2015-03-05 11:30:00,13.0
31862,2015-03-05 11:45:00,10.0
96573,2015-03-05 11:45:00,5.0
129263,2015-03-05 11:45:00,5.0
31863,2015-03-05 12:00:00,15.0
129264,2015-03-05 12:00:00,11.0
129265,2015-03-05 12:15:00,18.0
96574,2015-03-05 12:15:00,1.0
31864,2015-03-05 12:15:00,5.0
96575,2015-03-05 12:30:00,5.0
129266,2015-03-05 12:30:00,13.0
31866,2015-03-05 12:45:00,21.0
96576,2015-03-05 12:45:00,1.0
129267,2015-03-05 12:45:00,17.0
96577,2015-03-05 13:00:00,3.0
31867,2015-03-05 13:00:00,16.0
129268,2015-03-05 13:00:00,14.0
96578,2015-03-05 13:15:00,9.0
129269,2015-03-05 13:15:00,13.0
96579,2015-03-05 13:30:00,6.0
31869,2015-03-05 13:30:00,16.0
129270,2015-03-05 13:30:00,14.0
129271,2015-03-05 13:45:00,11.0
31871,2015-03-05 14:00:00,13.0
129272,2015-03-05 14:00:00,12.0
129273,2015-03-05 14:15:00,14.0
31872,2015-03-05 14:15:00,19.0
96580,2015-03-05 14:15:00,2.0
31873,2015-03-05 14:30:00,10.0
96581,2015-03-05 14:30:00,3.0
129274,2015-03-05 14:30:00,12.0
31874,2015-03-05 14:45:00,15.0
96582,2015-03-05 14:45:00,2.0
129275,2015-03-05 14:45:00,10.0
96583,2015-03-05 15:00:00,17.0
31875,2015-03-05 15:15:00,5.0
96584,2015-03-05 15:15:00,11.0
96585,2015-03-05 15:30:00,1.0
129276,2015-03-05 15:30:00,8.0
129277,2015-03-05 15:45:00,2.0
129278,2015-03-05 16:00:00,8.0
31878,2015-03-05 16:00:00,4.0
129279,2015-03-05 16:15:00,12.0
31879,2015-03-05 16:15:00,3.0
31880,2015-03-05 16:30:00,8.0
129280,2015-03-05 16:30:00,4.0
129281,2015-03-05 16:45:00,6.0
129282,2015-03-05 17:00:00,10.0
31882,2015-03-05 17:00:00,3.0
129283,2015-03-05 17:15:00,9.0
96586,2015-03-05 17:15:00,2.0
129284,2015-03-05 17:30:00,9.0
129285,2015-03-05 17:45:00,6.0
129286,2015-03-05 18:00:00,9.0
129287,2015-03-05 18:15:00,8.0
129288,2015-03-05 18:30:00,11.0
129289,2015-03-05 18:45:00,5.0
129290,2015-03-05 19:00:00,10.0
96587,2015-03-05 19:00:00,5.0
129291,2015-03-05 19:15:00,12.0
96588,2015-03-05 19:15:00,1.0
129292,2015-03-05 19:30:00,10.0
96589,2015-03-05 19:30:00,5.0
96590,2015-03-05 19:45:00,4.0
129293,2015-03-05 19:45:00,11.0
129294,2015-03-05 20:00:00,11.0
129295,2015-03-05 20:15:00,12.0
31896,2015-03-05 20:30:00,8.0
129296,2015-03-05 20:30:00,14.0
31897,2015-03-05 20:45:00,6.0
129297,2015-03-05 20:45:00,9.0
96591,2015-03-05 20:45:00,3.0
129298,2015-03-05 21:00:00,13.0
31899,2015-03-05 21:15:00,11.0
129299,2015-03-05 21:15:00,9.0
96592,2015-03-05 21:15:00,5.0
96593,2015-03-06 09:00:00,1.0
129301,2015-03-06 09:00:00,2.0
129302,2015-03-06 09:15:00,8.0
129303,2015-03-06 09:30:00,6.0
129304,2015-03-06 09:45:00,10.0
31903,2015-03-06 09:45:00,9.0
129305,2015-03-06 10:00:00,10.0
129306,2015-03-06 10:15:00,16.0
129307,2015-03-06 10:30:00,11.0
129308,2015-03-06 10:45:00,8.0
96594,2015-03-06 10:45:00,9.0
129309,2015-03-06 11:00:00,6.0
96595,2015-03-06 11:00:00,6.0
31909,2015-03-06 11:15:00,9.0
129310,2015-03-06 11:15:00,16.0
96596,2015-03-06 11:30:00,8.0
129311,2015-03-06 11:30:00,13.0
31911,2015-03-06 11:45:00,9.0
129312,2015-03-06 11:45:00,8.0
96597,2015-03-06 12:00:00,7.0
31912,2015-03-06 12:00:00,11.0
129313,2015-03-06 12:00:00,14.0
96598,2015-03-06 12:15:00,8.0
31913,2015-03-06 12:15:00,11.0
129314,2015-03-06 12:15:00,9.0
129315,2015-03-06 12:30:00,12.0
96599,2015-03-06 12:30:00,2.0
31915,2015-03-06 12:45:00,13.0
129316,2015-03-06 12:45:00,12.0
96600,2015-03-06 12:45:00,3.0
31916,2015-03-06 13:00:00,13.0
129317,2015-03-06 13:00:00,12.0
96601,2015-03-06 13:00:00,8.0
31917,2015-03-06 13:15:00,8.0
129318,2015-03-06 13:15:00,15.0
96602,2015-03-06 13:15:00,5.0
96603,2015-03-06 13:30:00,15.0
31918,2015-03-06 13:30:00,11.0
129319,2015-03-06 13:30:00,11.0
129320,2015-03-06 13:45:00,8.0
96604,2015-03-06 13:45:00,3.0
96605,2015-03-06 14:00:00,4.0
129321,2015-03-06 14:00:00,15.0
96606,2015-03-06 14:15:00,10.0
129322,2015-03-06 14:15:00,10.0
96607,2015-03-06 14:30:00,2.0
129323,2015-03-06 14:30:00,12.0
129324,2015-03-06 14:45:00,13.0
31923,2015-03-06 14:45:00,9.0
96608,2015-03-06 14:45:00,4.0
96609,2015-03-06 15:00:00,11.0
129325,2015-03-06 15:15:00,3.0
96610,2015-03-06 15:15:00,5.0
129326,2015-03-06 15:30:00,7.0
129327,2015-03-06 15:45:00,11.0
129328,2015-03-06 16:00:00,7.0
129329,2015-03-06 16:15:00,9.0
129330,2015-03-06 16:30:00,4.0
129331,2015-03-06 16:45:00,7.0
129332,2015-03-06 17:00:00,7.0
96611,2015-03-06 17:15:00,1.0
129333,2015-03-06 17:15:00,6.0
129334,2015-03-06 17:30:00,10.0
129335,2015-03-06 17:45:00,8.0
129336,2015-03-06 18:00:00,7.0
129337,2015-03-06 18:15:00,13.0
31936,2015-03-06 18:15:00,11.0
129338,2015-03-06 18:30:00,12.0
31937,2015-03-06 18:30:00,11.0
129339,2015-03-06 18:45:00,8.0
129340,2015-03-06 19:00:00,9.0
96612,2015-03-06 19:15:00,2.0
31940,2015-03-06 19:15:00,9.0
129341,2015-03-06 19:15:00,8.0
96613,2015-03-06 19:30:00,5.0
129342,2015-03-06 19:30:00,5.0
31941,2015-03-06 19:30:00,13.0
129343,2015-03-06 19:45:00,10.0
31942,2015-03-06 19:45:00,11.0
129344,2015-03-06 20:00:00,10.0
31943,2015-03-06 20:00:00,15.0
129345,2015-03-06 20:15:00,7.0
129346,2015-03-06 20:30:00,17.0
31946,2015-03-06 20:45:00,11.0
129347,2015-03-06 20:45:00,11.0
129348,2015-03-06 21:00:00,11.0
31947,2015-03-06 21:00:00,9.0
96614,2015-03-06 21:00:00,5.0
129349,2015-03-06 21:15:00,11.0
96615,2015-03-06 21:15:00,1.0
96616,2015-03-06 21:30:00,3.0
129350,2015-03-06 21:30:00,2.0
31949,2015-03-06 21:30:00,1.0
129351,2015-03-07 09:00:00,7.0
129352,2015-03-07 09:15:00,9.0
129353,2015-03-07 09:30:00,6.0
129354,2015-03-07 09:45:00,11.0
129355,2015-03-07 10:00:00,5.0
31955,2015-03-07 10:15:00,9.0
129356,2015-03-07 10:15:00,9.0
129357,2015-03-07 10:30:00,9.0
31956,2015-03-07 10:30:00,8.0
31957,2015-03-07 10:45:00,6.0
129358,2015-03-07 10:45:00,9.0
31958,2015-03-07 11:00:00,10.0
129359,2015-03-07 11:00:00,14.0
96617,2015-03-07 11:00:00,2.0
129360,2015-03-07 11:15:00,4.0
31959,2015-03-07 11:15:00,10.0
96618,2015-03-07 11:15:00,5.0
129361,2015-03-07 11:30:00,11.0
31960,2015-03-07 11:30:00,9.0
96619,2015-03-07 11:30:00,2.0
96620,2015-03-07 11:45:00,10.0
129362,2015-03-07 11:45:00,11.0
31961,2015-03-07 11:45:00,16.0
96621,2015-03-07 12:00:00,3.0
31962,2015-03-07 12:00:00,10.0
129363,2015-03-07 12:00:00,12.0
96622,2015-03-07 12:15:00,7.0
31963,2015-03-07 12:15:00,11.0
129364,2015-03-07 12:15:00,11.0
31964,2015-03-07 12:30:00,10.0
96623,2015-03-07 12:30:00,3.0
129365,2015-03-07 12:30:00,12.0
129366,2015-03-07 12:45:00,10.0
96624,2015-03-07 12:45:00,6.0
31965,2015-03-07 12:45:00,12.0
129367,2015-03-07 13:00:00,12.0
96625,2015-03-07 13:00:00,9.0
31966,2015-03-07 13:00:00,13.0
96626,2015-03-07 13:15:00,12.0
31967,2015-03-07 13:15:00,11.0
129368,2015-03-07 13:15:00,9.0
31968,2015-03-07 13:30:00,19.0
129369,2015-03-07 13:30:00,11.0
96627,2015-03-07 13:30:00,7.0
31969,2015-03-07 13:45:00,9.0
129370,2015-03-07 13:45:00,11.0
31970,2015-03-07 14:00:00,14.0
129371,2015-03-07 14:00:00,9.0
31971,2015-03-07 14:15:00,7.0
129372,2015-03-07 14:15:00,14.0
129373,2015-03-07 14:30:00,12.0
96628,2015-03-07 14:30:00,8.0
96629,2015-03-07 14:45:00,8.0
129374,2015-03-07 14:45:00,7.0
96630,2015-03-07 15:00:00,14.0
31974,2015-03-07 15:00:00,2.0
96631,2015-03-07 15:15:00,11.0
129375,2015-03-07 15:30:00,12.0
31976,2015-03-07 15:30:00,3.0
129376,2015-03-07 15:45:00,6.0
31977,2015-03-07 15:45:00,5.0
129377,2015-03-07 16:00:00,4.0
129378,2015-03-07 16:15:00,6.0
129379,2015-03-07 16:30:00,5.0
31980,2015-03-07 16:30:00,6.0
129380,2015-03-07 16:45:00,6.0
129381,2015-03-07 17:00:00,10.0
96632,2015-03-07 17:00:00,1.0
31982,2015-03-07 17:00:00,4.0
129382,2015-03-07 17:15:00,8.0
31983,2015-03-07 17:15:00,4.0
129383,2015-03-07 17:30:00,4.0
31984,2015-03-07 17:30:00,7.0
31985,2015-03-07 17:45:00,1.0
129384,2015-03-07 17:45:00,7.0
129385,2015-03-07 18:00:00,7.0
129386,2015-03-07 18:15:00,10.0
129387,2015-03-07 18:30:00,7.0
129388,2015-03-07 18:45:00,12.0
129389,2015-03-07 19:00:00,8.0
129390,2015-03-07 19:15:00,7.0
129391,2015-03-07 19:30:00,7.0
96633,2015-03-07 19:30:00,4.0
31992,2015-03-07 19:30:00,11.0
129392,2015-03-07 19:45:00,15.0
129393,2015-03-07 20:00:00,9.0
96634,2015-03-07 20:00:00,2.0
31995,2015-03-07 20:15:00,6.0
96635,2015-03-07 20:15:00,3.0
129394,2015-03-07 20:15:00,11.0
129395,2015-03-07 20:30:00,12.0
31996,2015-03-07 20:30:00,7.0
31997,2015-03-07 20:45:00,12.0
96636,2015-03-07 20:45:00,9.0
129396,2015-03-07 20:45:00,12.0
129397,2015-03-07 21:00:00,13.0
96637,2015-03-07 21:15:00,3.0
129398,2015-03-07 21:15:00,9.0
129399,2015-03-09 09:00:00,6.0
129400,2015-03-09 09:15:00,11.0
129401,2015-03-09 09:30:00,10.0
129402,2015-03-09 09:45:00,9.0
32002,2015-03-09 10:00:00,3.0
129403,2015-03-09 10:00:00,7.0
129404,2015-03-09 10:15:00,12.0
129405,2015-03-09 10:30:00,8.0
96638,2015-03-09 10:45:00,3.0
129406,2015-03-09 10:45:00,11.0
129407,2015-03-09 11:00:00,11.0
129408,2015-03-09 11:15:00,14.0
129409,2015-03-09 11:30:00,8.0
96639,2015-03-09 11:45:00,7.0
129410,2015-03-09 11:45:00,12.0
32010,2015-03-09 12:00:00,8.0
96640,2015-03-09 12:00:00,7.0
129411,2015-03-09 12:00:00,14.0
129412,2015-03-09 12:15:00,13.0
32011,2015-03-09 12:15:00,7.0
129413,2015-03-09 12:30:00,12.0
32012,2015-03-09 12:30:00,16.0
96641,2015-03-09 12:30:00,8.0
32013,2015-03-09 12:45:00,14.0
96642,2015-03-09 12:45:00,8.0
129414,2015-03-09 12:45:00,14.0
96643,2015-03-09 13:00:00,2.0
129415,2015-03-09 13:00:00,18.0
32014,2015-03-09 13:00:00,13.0
32015,2015-03-09 13:15:00,16.0
129416,2015-03-09 13:15:00,16.0
129417,2015-03-09 13:30:00,16.0
96644,2015-03-09 13:30:00,4.0
32016,2015-03-09 13:30:00,15.0
96645,2015-03-09 13:45:00,10.0
129418,2015-03-09 13:45:00,6.0
32017,2015-03-09 13:45:00,15.0
96646,2015-03-09 14:00:00,16.0
129419,2015-03-09 14:15:00,9.0
96647,2015-03-09 14:15:00,9.0
96648,2015-03-09 14:30:00,2.0
129420,2015-03-09 14:30:00,11.0
129421,2015-03-09 14:45:00,14.0
32019,2015-03-09 14:45:00,12.0
129422,2015-03-09 15:00:00,13.0
129423,2015-03-09 15:15:00,12.0
129424,2015-03-09 15:30:00,5.0
129425,2015-03-09 15:45:00,8.0
129426,2015-03-09 16:00:00,5.0
129427,2015-03-09 16:15:00,6.0
96649,2015-03-09 16:15:00,1.0
96650,2015-03-09 16:30:00,7.0
129428,2015-03-09 16:45:00,1.0
96651,2015-03-09 16:45:00,2.0
96652,2015-03-09 17:00:00,10.0
129429,2015-03-09 17:15:00,1.0
96653,2015-03-09 17:15:00,3.0
32029,2015-03-09 17:15:00,6.0
129430,2015-03-09 17:30:00,2.0
96654,2015-03-09 17:30:00,6.0
129431,2015-03-09 17:45:00,7.0
32030,2015-03-09 17:45:00,1.0
32031,2015-03-09 18:00:00,13.0
129432,2015-03-09 18:00:00,3.0
129433,2015-03-09 18:15:00,15.0
96655,2015-03-09 18:15:00,3.0
129434,2015-03-09 18:30:00,9.0
129435,2015-03-09 18:45:00,8.0
96656,2015-03-09 19:00:00,5.0
129436,2015-03-09 19:00:00,11.0
129437,2015-03-09 19:15:00,12.0
96657,2015-03-09 19:15:00,9.0
96658,2015-03-09 19:30:00,4.0
129438,2015-03-09 19:30:00,16.0
129439,2015-03-09 19:45:00,14.0
32038,2015-03-09 19:45:00,18.0
129440,2015-03-09 20:00:00,20.0
32039,2015-03-09 20:00:00,11.0
129441,2015-03-09 20:15:00,16.0
32040,2015-03-09 20:15:00,12.0
129442,2015-03-09 20:30:00,17.0
32041,2015-03-09 20:30:00,9.0
96659,2015-03-09 20:30:00,3.0
129443,2015-03-09 20:45:00,18.0
32042,2015-03-09 20:45:00,11.0
129444,2015-03-09 21:00:00,15.0
129445,2015-03-09 21:15:00,11.0
129447,2015-03-10 09:00:00,2.0
129448,2015-03-10 09:15:00,5.0
96660,2015-03-10 09:15:00,1.0
129449,2015-03-10 09:30:00,17.0
96661,2015-03-10 09:30:00,4.0
96662,2015-03-10 09:45:00,3.0
129450,2015-03-10 09:45:00,7.0
129451,2015-03-10 10:00:00,12.0
96663,2015-03-10 10:00:00,1.0
129452,2015-03-10 10:15:00,9.0
129453,2015-03-10 10:30:00,9.0
32052,2015-03-10 10:45:00,9.0
129454,2015-03-10 10:45:00,12.0
129455,2015-03-10 11:00:00,8.0
129456,2015-03-10 11:15:00,13.0
96664,2015-03-10 11:15:00,1.0
32054,2015-03-10 11:15:00,14.0
129457,2015-03-10 11:30:00,15.0
96665,2015-03-10 11:45:00,5.0
129458,2015-03-10 11:45:00,10.0
129459,2015-03-10 12:00:00,12.0
96666,2015-03-10 12:00:00,5.0
129460,2015-03-10 12:15:00,13.0
96667,2015-03-10 12:15:00,7.0
129461,2015-03-10 12:30:00,14.0
32059,2015-03-10 12:30:00,6.0
129462,2015-03-10 12:45:00,15.0
96668,2015-03-10 12:45:00,4.0
129463,2015-03-10 13:00:00,17.0
32061,2015-03-10 13:00:00,17.0
32062,2015-03-10 13:15:00,18.0
96669,2015-03-10 13:15:00,13.0
129464,2015-03-10 13:15:00,12.0
129465,2015-03-10 13:30:00,11.0
96670,2015-03-10 13:30:00,17.0
32063,2015-03-10 13:30:00,18.0
96671,2015-03-10 13:45:00,23.0
129466,2015-03-10 14:00:00,7.0
96672,2015-03-10 14:00:00,17.0
32065,2015-03-10 14:00:00,15.0
32066,2015-03-10 14:15:00,9.0
129467,2015-03-10 14:15:00,16.0
96673,2015-03-10 14:30:00,5.0
129468,2015-03-10 14:30:00,14.0
129469,2015-03-10 14:45:00,14.0
32068,2015-03-10 14:45:00,5.0
129470,2015-03-10 15:00:00,10.0
32069,2015-03-10 15:00:00,3.0
129471,2015-03-10 15:15:00,9.0
129472,2015-03-10 15:30:00,9.0
129473,2015-03-10 15:45:00,4.0
129474,2015-03-10 16:00:00,4.0
96674,2015-03-10 16:15:00,2.0
96675,2015-03-10 16:30:00,7.0
96676,2015-03-10 16:45:00,14.0
96677,2015-03-10 17:00:00,12.0
32078,2015-03-10 17:15:00,2.0
96678,2015-03-10 17:15:00,2.0
129475,2015-03-10 17:15:00,8.0
129476,2015-03-10 17:30:00,8.0
129477,2015-03-10 17:45:00,14.0
129478,2015-03-10 18:00:00,14.0
129479,2015-03-10 18:15:00,13.0
129480,2015-03-10 18:30:00,7.0
129481,2015-03-10 18:45:00,13.0
96679,2015-03-10 18:45:00,3.0
129482,2015-03-10 19:00:00,13.0
32079,2015-03-10 19:00:00,14.0
32080,2015-03-10 19:15:00,1.0
96680,2015-03-10 19:15:00,9.0
129483,2015-03-10 19:15:00,2.0
129484,2015-03-10 19:30:00,14.0
96681,2015-03-10 19:30:00,2.0
129485,2015-03-10 19:45:00,15.0
129486,2015-03-10 20:00:00,10.0
32081,2015-03-10 20:00:00,1.0
32082,2015-03-10 20:15:00,8.0
129487,2015-03-10 20:15:00,16.0
96682,2015-03-10 20:30:00,1.0
129488,2015-03-10 20:30:00,11.0
129489,2015-03-10 20:45:00,14.0
129490,2015-03-10 21:00:00,8.0
96683,2015-03-10 21:15:00,1.0
32083,2015-03-10 21:15:00,1.0
129491,2015-03-10 21:15:00,5.0
129492,2015-03-11 09:00:00,5.0
129493,2015-03-11 09:15:00,12.0
129494,2015-03-11 09:30:00,11.0
129495,2015-03-11 09:45:00,12.0
129496,2015-03-11 10:00:00,13.0
129497,2015-03-11 10:15:00,10.0
129498,2015-03-11 10:30:00,7.0
129499,2015-03-11 10:45:00,12.0
129500,2015-03-11 11:00:00,6.0
129501,2015-03-11 11:15:00,11.0
32093,2015-03-11 11:15:00,12.0
96685,2015-03-11 11:15:00,6.0
129502,2015-03-11 11:30:00,12.0
96686,2015-03-11 11:30:00,3.0
129503,2015-03-11 11:45:00,15.0
96687,2015-03-11 11:45:00,2.0
96688,2015-03-11 12:00:00,6.0
129504,2015-03-11 12:00:00,12.0
129505,2015-03-11 12:15:00,13.0
32097,2015-03-11 12:15:00,16.0
96689,2015-03-11 12:15:00,5.0
96690,2015-03-11 12:30:00,10.0
32098,2015-03-11 12:30:00,17.0
129506,2015-03-11 12:30:00,16.0
32099,2015-03-11 12:45:00,12.0
129507,2015-03-11 12:45:00,14.0
32100,2015-03-11 13:00:00,17.0
96691,2015-03-11 13:00:00,4.0
129508,2015-03-11 13:00:00,11.0
32101,2015-03-11 13:15:00,16.0
96692,2015-03-11 13:15:00,7.0
129509,2015-03-11 13:15:00,13.0
96693,2015-03-11 13:30:00,9.0
129510,2015-03-11 13:30:00,17.0
32102,2015-03-11 13:30:00,18.0
129511,2015-03-11 13:45:00,7.0
96694,2015-03-11 13:45:00,17.0
96695,2015-03-11 14:00:00,14.0
129512,2015-03-11 14:00:00,5.0
129513,2015-03-11 14:15:00,15.0
96696,2015-03-11 14:15:00,10.0
32106,2015-03-11 14:30:00,17.0
96697,2015-03-11 14:30:00,1.0
129514,2015-03-11 14:30:00,18.0
32107,2015-03-11 14:45:00,9.0
129515,2015-03-11 14:45:00,11.0
129516,2015-03-11 15:00:00,11.0
129517,2015-03-11 15:15:00,5.0
129518,2015-03-11 15:30:00,10.0
129519,2015-03-11 15:45:00,5.0
129520,2015-03-11 16:00:00,5.0
96698,2015-03-11 16:15:00,5.0
96699,2015-03-11 16:30:00,6.0
96700,2015-03-11 16:45:00,7.0
96701,2015-03-11 17:00:00,6.0
96702,2015-03-11 17:15:00,5.0
32114,2015-03-11 17:15:00,5.0
96703,2015-03-11 17:30:00,11.0
96704,2015-03-11 17:45:00,6.0
96705,2015-03-11 18:00:00,10.0
